0.00000000    -65.3164729    -51.0850927    -3.70503360     83.0039493
0.00400000000    -69.6916494    -52.7618006    -1.42332064     87.4228771
0.00800000000    -74.0832853    -54.2799370    -1.68444310     91.8557677
0.0120000000    -75.7086895    -54.9763887   -0.517640401     93.5653618
0.0160000000    -73.0141076    -56.6902291    -2.10341621     92.4622428
0.0200000000    -67.5080613    -57.7170050   -0.392029473     88.8186056
0.0240000000    -59.1443932    -60.0883558     1.82071102     84.3325841
0.0280000000    -54.0839660    -59.2345462     5.01451430     80.3676066
0.0320000000    -52.7879101    -57.5174884     8.66284100     78.5485184
0.0360000000    -57.0057378    -54.7944383     9.53045812     79.6424149
0.0400000000    -63.9644886    -54.1959644     12.6427788     84.7850117
0.0440000000    -68.5366178    -54.2668464     13.9306429     88.5224345
0.0480000000    -73.3799261    -52.6034005     15.8253271     91.6633639
0.0520000000    -75.6108907    -51.4017494     15.4978047     92.7325648
0.0560000000    -77.3603806    -48.1071782     13.1547089     92.0433346
0.0600000000    -73.9504710    -46.8663923     12.6499666     88.4598923
0.0640000000    -68.2461324    -44.1974794     9.83026696     81.8998530
0.0680000000    -64.0228135    -41.8522518     7.48006961     76.8536471
0.0720000000    -60.4904653    -40.9612314     3.66735066     73.1462120
0.0760000000    -63.0665759    -39.2680614     1.16701120     74.3016524
0.0800000000    -64.8730039    -40.5400857     2.60846881     76.5428592
0.0840000000    -66.7421276    -42.8990770     3.91964604     79.4368053
0.0880000000    -68.5655435    -44.6748977     7.56241131     82.1843677
0.0920000000    -68.4181425    -48.4333534     9.28913686     84.3393147
0.0960000000    -69.4061199    -48.5171297     9.71258188     85.2376419
0.100000000    -67.8443653    -50.4552472     10.1093608     85.1515651
0.104000000    -63.9847027    -51.9485264     8.13171341     82.8179712
0.108000000    -59.4492595    -50.2898750     8.08442746     78.2856561
0.112000000    -55.2984859    -49.2445554     4.82322199     74.2038560
0.116000000    -54.1070863    -48.5453609     2.81938587     72.7473559
0.120000000    -54.3707231    -51.9730211     1.14090528     75.2241459
0.124000000    -54.6818243    -54.9722383    0.451104180     77.5387154
0.128000000    -56.8126820    -56.5507450     4.65690810     80.2954195
0.132000000    -60.7334533    -58.1305274     6.22854278     84.3000908
0.136000000    -65.8140019    -55.4979906     8.33787363     86.4929474
0.140000000    -68.7847141    -54.7059554     6.27687861     88.1105990
0.144000000    -68.4073403    -52.3851753     3.89519534     86.2493093
0.148000000    -67.9475769    -50.7795286     4.21704913     84.9306613
0.152000000    -68.3260094    -50.1609191     1.87841082     84.7826031
0.156000000    -70.4551102    -46.9392732     2.01654993     84.6834364
0.160000000    -71.4473952    -48.2592022    -2.00584147     86.2421259
0.164000000    -70.3738245    -50.7818657    -3.14264349     86.8397908
0.168000000    -68.1832864    -56.2578630    -3.24558020     88.4558731
0.172000000    -67.4978448    -60.0931901    -1.16948415     90.3798553
0.176000000    -67.3686330    -61.3850899     3.47988591     91.2073001
0.180000000    -65.5031796    -63.5158829     6.04147913     91.4408738
0.184000000    -63.6284365    -62.3856015     8.76772747     89.5400148
0.188000000    -63.7099436    -63.6294852     7.23198568     90.3325518
0.192000000    -68.0250778    -62.0654504     8.03071555     92.4338884
0.196000000    -76.4168159    -60.6405426     7.70486626     97.8579078
0.200000000    -81.8573516    -57.1385675     6.66634094     100.049398
0.204000000    -85.0423808    -50.0664672     6.73276905     98.9150537
0.208000000    -84.6067149    -45.7202378     4.50378186     96.2752326
0.212000000    -84.6095077    -40.0836869     5.76144822     93.8011995
0.216000000    -85.6608721    -39.0695288     6.27766511     94.3590068
0.220000000    -83.3220908    -38.6749127     5.46424013     92.0227016
0.224000000    -79.8599902    -39.0128514     2.81717943     88.9244461
0.228000000    -74.4567386    -42.0820706     1.47127389     85.5387120
0.232000000    -72.1783504    -44.3307794     3.46972370     84.7760063
0.236000000    -72.2143281    -48.7870162     6.15773500     87.3670409
0.240000000    -72.4023662    -49.4422871     6.85849112     87.9413514
0.244000000    -72.6854258    -49.9526192     4.94773323     88.3341121
0.248000000    -71.2844780    -48.0871316     5.58639702     86.1687697
0.252000000    -71.8804724    -46.0869438     7.71135438     85.7337372
0.256000000    -71.6838909    -45.4766395     10.8761724     85.5861910
