# step time temp etotal ke pe enthalpy density vol press
180 0.089999999999999996669 215.71755698422393266 34548.879006079041574 4706.2125994607431494 29842.666406618300243 26818.2692983428351 0.7878059069225137323 162532.02740009670379 -3261.3612413646014829
185 0.09249999999999999889 213.99133740008468862 34584.676662315141584 4668.5524457398942104 29916.124216575248283 27598.528598941447854 0.7874671066752468862 162601.95526197834988 -2946.0229976266855374
190 0.09500000000000000111 235.74398764382530658 34613.51686789705127 5143.1202003535890981 29470.396667543460353 27947.219620157549798 0.78725079025587052506 162646.63412820652593 -2810.37132213908626
195 0.097500000000000003331 230.85674275179073334 34647.650839025343885 5036.4973838842488476 29611.153455141095037 28865.488891500950558 0.78713969664012295446 162669.58939618704608 -2437.2944044841492541
200 0.10000000000000000555 227.76722788480142867 34677.431560000244644 4969.094832156344637 29708.336727843896369 31129.48775124713211 0.78711197114621722637 162675.31932391622104 -1495.4750633736607597
205 0.10250000000000000777 242.58705295415677483 34703.917704661966127 5292.4122683365858393 29411.505436325380288 33485.697853610770835 0.78713258723628276581 162671.05863252954441 -513.49886704070820542
210 0.10499999999999999611 234.04465313644001867 34738.834178586315829 5106.0465862205492158 29632.787592365766614 34838.472468539592228 0.78716824813564945096 162663.68918353880872 42.001012332245338143
215 0.10749999999999999833 224.13731967134486922 34770.666017397452379 4889.9027626378456262 29880.763254759604024 36197.627714829170145 0.78719967384185407511 162657.19550540819182 601.53810936294610201
220 0.11000000000000000056 231.75742432852993602 34802.453799862989399 5056.1471474167656197 29746.306652446226508 38659.621742512827041 0.7872080934311259659 162655.45580431810231 1626.0130403156697412
225 0.11250000000000000278 234.07776606365979433 34835.125494631276524 5106.7689960116922521 29728.356498619581544 40297.38888933101407 0.7871665517633691378 162664.0397296496958 2302.5294583213953956
230 0.115000000000000005 223.29444325146852179 34872.090456047364569 4871.5141081283727544 30000.576347918991814 41268.622049631274422 0.78705788009555710527 162686.49928813643055 2695.9829782351025642
235 0.11750000000000000722 238.71780978182735566 34906.559159226053453 5207.9987360188342791 29698.560423207218264 42669.350580938509665 0.78687419791665469404 162724.47563905298011 3271.0647963192732277
240 0.11999999999999999556 254.04502862627825266 34942.244951908862276 5542.3857532319125312 29399.859198676949745 43634.138076232171443 0.7866049341513217108 162780.17806745140115 3661.3139385883123396
245 0.12249999999999999778 237.05076852220213368 34981.7953375377474 5171.6296491000402966 29810.165688437704375 43054.539983660870348 0.78624625521000146566 162854.43701819394482 3398.9574691327425171
250 0.125 227.94238793715609859 35014.602491821402509 4972.9162199786351266 30041.686271842769202 41852.484639912196144 0.78581264171514830785 162944.30052743156557 2877.4417965754396391
255 0.12750000000000000222 234.45654333191802721 35046.501471021379984 5115.0326087522935268 29931.468862269084639 41011.675680940934399 0.78532476573560694444 163045.52821526085609 2508.6400421423954867
260 0.13000000000000000444 231.02331003180580637 35081.598257392310188 5040.1313070698433876 30041.466950322464982 39713.800698677434411 0.7847994602561102484 163154.66273142243153 1946.75882405461698
265 0.13250000000000000666 224.5492228673271029 35117.690380106861994 4898.8890687957236878 30218.801311311141035 38143.866390465162112 0.78425667785199604243 163267.58173177108984 1270.9203525914272177
270 0.13500000000000000888 233.54075700786259517 35154.025796932197409 5095.053311763505917 30058.97248516869513 37009.464288034738274 0.78371760093078779441 163379.88466485380195 778.70342928612092237
275 0.1375000000000000111 241.46081315348513385 35191.364435589268396 5267.8416028143410585 29923.522832774928247 35811.64827216098638 0.78319770694249035703 163488.33776563926949 260.1523760355995023
280 0.14000000000000001332 234.83886587821589842 35232.711894686683081 5123.3735672241000429 30109.338327462584857 34340.00771804049873 0.78271132728634873477 163589.93001137985266 -374.17529582811590672
285 0.14250000000000001554 239.12460719953449484 35271.31120212085807 5216.8736517160359654 30054.437550404822105 33141.022601703174587 0.78227465699088594153 163681.24686848933925 -892.40835842709634562
290 0.14499999999999999001 247.1409537120034372 35310.325561832840322 5391.7626662499051235 29918.562895582934289 32380.029143089766876 0.78189915503856577406 163759.85371613875031 -1226.953837304187573
295 0.14749999999999999223 238.75363598608814186 35352.61380978453235 5208.780340150829943 30143.833469633704226 31379.797385787329404 0.78159092989410416941 163824.4334120360727 -1662.8150002162149121
300 0.14999999999999999445 235.79929142431626587 35391.323306194317411 5144.3267379770586558 30246.996568217255117 30475.74531511234818 0.78135785281508518541 163873.30182779979077 -2056.7925824278245273
305 0.15249999999999999667 245.60563069129779024 35430.338481925857195 5358.2672167125474516 30072.071265213311563 30830.742224193105358 0.78120449419135629121 163905.47187318623764 -1924.2007080561734256
310 0.15499999999999999889 250.77158487145459276 35469.260003831484937 5470.9705079549421498 29998.289495876539149 31435.09923449357666 0.78112211292153010955 163922.75821123889182 -1687.4777659135047543
315 0.15750000000000000111 243.80022570054001108 35509.799662945355522 5318.8795107074447515 30190.92015223791168 31801.931844781000109 0.78109840543131525692 163927.73350904934341 -1550.9432960408921645
320 0.16000000000000000333 248.97891946165293575 35546.896398507218692 5431.8607356388993139 30115.035662868318468 32474.331550103514019 0.78112436728518586104 163922.28512203064747 -1285.2486864913914815
325 0.16250000000000000555 252.53960367476955184 35584.161839654872892 5509.542576378898957 30074.619263275970297 33547.801598128040496 0.78118811373844454504 163908.90874814218841 -851.87556428103300732
330 0.16500000000000000777 240.7797232849567024 35624.828616006721859 5252.9825724904067101 30371.846043516317877 34431.653598678218259 0.78127417597303727703 163890.85315717253252 -499.19881542963747734
335 0.16750000000000000999 242.97582845432728504 35660.429970920435153 5300.894007991174476 30359.535962929257948 34967.183599289652193 0.78137057067602788685 163870.63456857213168 -290.07518663957381477
340 0.17000000000000001221 248.43697153234131747 35698.856018858830794 5420.0373022158864842 30278.818716642945219 35829.336707151727751 0.78146906170446783779 163849.98143190852716 54.603936516594522743
345 0.17250000000000001443 245.92018544451912021 35738.300046667609422 5365.1297158226161628 30373.170330844994169 36797.557417890355282 0.78155942632599273434 163831.03694597407593 443.33235250022767104
350 0.17500000000000001665 252.50394645585822673 35777.161997507231717 5508.7646589240184767 30268.397338583210512 37918.255638257178362 0.78162978377797343033 163816.2898949352093 896.19535033397301049
355 0.17749999999999999112 268.1978112057467456 35815.7015599444494 5851.1506244092470297 29964.550935535204189 38589.899557822158386 0.78166806981771552731 163808.26618611623417 1161.2500641116625957
360 0.17999999999999999334 263.29250819886129875 35855.74758439805737 5744.1338421968221155 30111.613742201232526 38441.415667948211194 0.7816686605335460003 163808.14239436035859 1082.3342454997875848
365 0.18249999999999999556 251.24159228379647857 35895.988814240481588 5481.2244475819570653 30414.764366658524523 38433.189742077011033 0.78163502091038938868 163815.19228853436653 1062.0006833789659595
370 0.18499999999999999778 261.1758703951607572 35930.1563215720671 5697.9561103537025701 30232.200211218361801 38409.901101487543201 0.78157030679722017119 163828.75620568988961 1037.8652264798345186
375 0.1875 259.20121789267568602 35968.85157464868098 5654.8760077571778311 30313.97556689150224 37647.563052606063138 0.78147785229860189382 163848.13833593158051 702.51994593827191693
380 0.19000000000000000222 245.77732309354723839 36007.495899450776051 5362.012952377248439 30645.482947073523974 36586.471427319294889 0.78136948273664519338 163870.8627337627986 242.26048247656802914
385 0.19250000000000000444 249.65925283832063997 36042.829314921691548 5446.7032619212704958 30596.126053000418324 36327.797665669080743 0.78125902831154814265 163894.03080130185117 119.22232945507207091
390 0.19500000000000000666 258.73785919374893183 36080.525487992017588 5644.7671201105495129 30435.758367881469894 35981.279696466859605 0.78115144268053393617 163916.6034316009318 -41.515785941357201239
395 0.19750000000000000888 254.71497329559468881 36120.002574524281954 5557.0016337738434231 30563.00094075044035 34888.526372430460469 0.78105248687749517789 163937.37092084970209 -515.07701272433848771
400 0.2000000000000000111 253.36418453337441292 36158.689789339914569 5527.532084883875541 30631.157704456036299 34178.24376427061361 0.78097493410483331822 163953.65031357103726 -828.25874673930377412
405 0.20250000000000001332 259.15710940681793772 36196.234556409130164 5653.913712824911272 30542.320843584220711 34088.342756070691394 0.78092710155037847741 163963.69263620412676 -881.50490768337920144
410 0.20500000000000001554 255.86746477361916163 36235.130601083386864 5582.1450202949808954 30652.985580788408697 33564.989847136035678 0.78091031219582318634 163967.21781000049668 -1116.6092940433379681
415 0.20750000000000001776 251.70954585657634084 36274.555889915427542 5491.4335795180295463 30783.122310397397086 33037.603132766322233 0.78092953242557461291 163963.18225049460307 -1353.6741416039744763
420 0.20999999999999999223 263.80032483603207538 36310.025584524366423 5755.2126486207407652 30554.812935903628386 33213.929532526897674 0.78098956539104313901 163950.57875808657263 -1294.8682498185619352
425 0.21249999999999999445 265.66396955396101021 36349.76236012915615 5795.8709444732066913 30553.89141565594764 33847.967717525738408 0.78108629790936578985 163930.2745325404685 -1046.4454707221034369
430 0.21499999999999999667 261.32371749998566202 36388.348720502377546 5701.1816239245408724 30687.167096577835764 33775.503537615324603 0.78121165749680854251 163903.96894507569959 -1093.0708632869452686
435 0.21749999999999999889 265.42523631901588033 36425.114849796118506 5790.662609213360156 30634.452240582759259 33642.028945730038686 0.7813647162937087387 163871.86237080793944 -1164.5183406705941707
440 0.22000000000000000111 269.58428913691125217 36462.353992680153169 5881.3987877935460347 30580.955204886606225 34176.127041207939328 0.78154545815090514793 163833.9650169966626 -956.84041081755174218
445 0.22250000000000000333 263.54089057860858247 36499.098383852942789 5749.552688494697577 30749.545695358243393 34685.273968445348146 0.78174691257753958773 163791.74537154016434 -759.32437847023822997
450 0.22500000000000000555 258.97496102486769587 36536.620647293646471 5649.9398637692765988 30886.680783524367143 34755.311585662078869 0.78196209466985799885 163746.67278974395595 -745.91768431257060001
455 0.22750000000000000777 270.09093749752429403 36570.381749888947525 5892.4521064549826406 30677.929643433963065 34823.510689365968574 0.78218972259441332806 163699.02026478320477 -731.70981497436741847
460 0.23000000000000000999 269.54830836635090918 36608.715000311116455 5880.6138115583398758 30728.101188752778398 35629.427983659297752 0.78242752196522369346 163649.26802201513783 -410.31750018497274368
465 0.23250000000000001221 266.0267905552270804 36646.155540342406312 5803.7864465370103062 30842.369093805398734 36151.367411805855227 0.78266638838372937226 163599.32296863905503 -207.37761696649161536
470 0.23500000000000001443 275.15025482462993978 36680.812235618817795 6002.8289495936051026 30677.983286025209964 36072.978084465692518 0.78290025584999944908 163550.45268297969596 -254.83405055581226861
475 0.23750000000000001665 277.08031514944235596 36717.328992785827722 6044.936204771800476 30672.392788014029065 36240.101969733004807 0.78312981480545884594 163502.51111521784333 -200.13576759589682297
480 0.23999999999999999112 265.29039482238277969 36752.853881081871805 5787.7208331277388424 30965.133047954132053 36632.48978618610272 0.78335377056119226413 163455.76680911093717 -50.49179586028880351
485 0.24249999999999999334 262.01540275614758002 36788.273864912633144 5716.2718090393691455 31072.00205587326127 36579.905736335778784 0.78356827454126221078 163411.02034133634879 -87.432734237796083221
490 0.24499999999999999556 275.95909440318934003 36821.716226227610605 6020.4750376949887141 30801.241188532618253 36089.121742914867355 0.78377533466632287595 163367.84992653556401 -307.48303647925666837
495 0.24749999999999999778 276.06169645623367614 36859.389877627967508 6022.7134603876911569 30836.676417240272713 36390.062123906784109 0.78398054276308482002 163325.08814390591579 -197.03684567931730953
500 0.25 273.45253714562448977 36895.933656528221036 5965.7906090757451238 30930.14304745247864 36893.309541219714447 0.78418127540865045777 163283.2806204945955 -1.1019586745053764343
505 0.25250000000000000222 282.9993819202488794 36928.728182238693989 6174.0698135668244504 30754.658368671869539 36262.119657502378686 0.78437332317223806832 163243.30196753938799 -280.00101330801419408
510 0.25500000000000000444 281.03205479409155032 36964.715657933520561 6131.1495254001101785 30833.566132533407654 35452.586367336058174 0.78456461979650027327 163203.49913701167679 -635.30689770504125136
515 0.25750000000000000666 273.92189271230296299 36998.136457626242191 5976.030327680062328 31022.106129946179863 35505.638059158532997 0.78476535464532193309 163161.75337245606352 -627.21959930987782172
520 0.26000000000000000888 272.69167798090768429 37031.796996515935462 5949.1912880122890783 31082.605708503644564 35535.090359352427186 0.78497554707784800154 163118.06364738850971 -629.15657245741863335
525 0.2625000000000000111 273.12638109144188547 37064.834053766680881 5958.6750096176219813 31106.159044149055262 34394.635884416144108 0.78519658482291687651 163072.14489319938002 -1122.762298418161663
530 0.26500000000000001332 267.32156511443139379 37099.30291337131348 5832.0339588358547189 31267.268954535455123 34144.76673899495654 0.78544079236119968002 163021.44285753462464 -1242.7068426464174991
535 0.26750000000000001554 275.35603586301095902 37132.011248852853896 6007.3183816504952119 31124.692867202360503 35266.579421874179388 0.78571012543734741751 162965.56084041230497 -784.88794200966378867
540 0.27000000000000001776 287.01880818614341706 37164.673162746912567 6261.7598226676582271 30902.913340079252521 35352.900166374791297 0.78599193470036221587 162907.13122737215599 -762.58418993117379614
545 0.27250000000000001998 279.92688620254079979 37200.893044871096208 6107.0385609389986712 31093.854483932100266 34599.968945897249796 0.78628459595963995366 162846.49592252791626 -1095.1494043002505805
550 0.2750000000000000222 279.47456406600622358 37233.3607077471097 6097.1704529938961059 31136.190254753211775 35295.248043333129317 0.7865953087359220941 162782.16997716063634 -816.38740599747120541
555 0.27750000000000002442 288.69030192662364698 37266.0304820582096 6298.2260473521109816 30967.804434706100437 36637.824142559438769 0.7869150424815709588 162716.02947898500133 -264.72568885996355448
560 0.28000000000000002665 286.14516087420616941 37299.31360118772136 6242.6998534912745527 31056.61374769644317 36141.550282276955841 0.78722935178982933468 162651.06345281764516 -488.07547911224810377
565 0.28250000000000002887 273.75631926867509947 37332.184480548283318 5972.4180865744647235 31359.766393973815866 35780.099948123264767 0.78754300662497334073 162586.28439686243655 -654.5692136897941964
570 0.28500000000000003109 278.7810074977657564 37361.973220195191971 6082.0394423078687396 31279.933777887323231 37041.393520968122175 0.787859392258510427 162520.99360373514355 -135.25416852159801806
575 0.28750000000000003331 286.94313068300914438 37393.266285542435071 6260.1088007308007946 31133.157484811636095 37525.61256650537689 0.78816497876615254636 162457.98113275266951 55.859211431158520611
580 0.28999999999999998002 282.19731926286021917 37426.998087608611968 6156.5715744965773411 31270.426513112037355 36723.421367299932172 0.78845498619203691071 162398.22626817857963 -297.06691785412550644
585 0.29249999999999998224 282.90050869245067133 37458.236988541706523 6171.9127409719067145 31286.324247569802537 37215.667185326339677 0.78873805015716835776 162339.94445224662195 -102.45554160721205506
590 0.29499999999999998446 289.91185721118017682 37489.274663388590852 6324.8761677757265716 31164.3984956128661 38327.07354290112562 0.78900914490684337377 162284.16625640742132 353.98734566738551166
595 0.29749999999999998668 286.47752349707712938 37521.323820717923809 6249.9508588577946284 31271.372961860128271 37752.908469242094725 0.78925753754875938029 162233.09269564959686 97.880105863632024921
600 0.2999999999999999889 280.39581704435590837 37552.175471365946578 6117.2690135126267705 31434.906457853321626 37107.849659678846365 0.78949047711433462116 162185.22573939120048 -187.85136877960030688
605 0.30249999999999999112 283.75342734996820582 37581.186007851531031 6190.520482448497205 31390.665525403030188 37799.505267725646263 0.78971594906202147168 162138.92020538632642 92.327034092607959792
610 0.30499999999999999334 283.72679209483169416 37612.208696670910285 6189.9393931061840703 31422.269303564728034 37905.996521522349212 0.7899279122849227619 162095.41308587579988 124.27597495117618109
615 0.30749999999999999556 281.80882074099577039 37643.299420146220655 6148.0958775527078615 31495.203542593513703 36987.314644710058928 0.79012669347663333497 162054.63289245867054 -277.55970633457638996
620 0.30999999999999999778 287.16961957404242867 37673.283528461746755 6265.0500066647100539 31408.233521797035792 37156.811677325524215 0.79032286727383227465 162014.40772119688336 -218.5833761492886822
625 0.3125 290.64917065288079812 37702.838590945517353 6340.9618024250057715 31361.876788520508853 37696.733176245055802 0.79051572104839873401 161974.88277661797474 -2.584589670645564663
630 0.31500000000000000222 284.89687899456475861 37734.084769218578003 6215.4666510029092024 31518.618118215672439 36946.848206653492525 0.79070069056308922573 161936.99180748540675 -333.33682886556522362
635 0.31750000000000000444 288.66380121016396743 37762.723894463153556 6297.6478931794008531 31465.076001283749065 36219.547222277025867 0.79088707288324411326 161898.82935258277575 -653.57593319181796687
640 0.32000000000000000666 294.57403512511018562 37791.550194447110698 6426.5887995438934013 31364.961394903217297 36594.347794244989927 0.79108343806026537592 161858.64232457050821 -507.17261579052410525
645 0.32250000000000000888 288.67802778209096459 37822.159401191180223 6297.9582678794758976 31524.201133311707963 36477.8428107055297 0.79128677153885484952 161817.05022172312601 -569.64119505022904377
650 0.3250000000000000111 288.46510900471002969 37849.702113614213886 6293.3131149916871436 31556.388998622525833 35689.629996362615202 0.79149902345941414161 161773.65663730821689 -915.5552544485085491
655 0.32750000000000001332 296.08782724735539205 37876.449379358629812 6459.6145191852292555 31416.834860173403285 35700.688268418241933 0.79172869491402286801 161726.72794661411899 -922.47269631936433143
660 0.33000000000000001554 294.44346373107032377 37903.042761094817251 6423.7401823596910617 31479.30257873512528 35917.518395850842353 0.7919761150625059809 161676.20312612873386 -842.07976211842446901
665 0.33250000000000001776 285.93208874749245751 37931.590741205916856 6238.0513550502910221 31693.539386155629472 35726.535096765852359 0.79223847778658884611 161622.66140824847389 -935.49486939918847384
670 0.33500000000000001998 296.08597176027575415 37955.827215456680278 6459.5740388608901412 31496.253176595786499 35669.448914921500545 0.79251752157406607502 161565.75440196305863 -970.33766059143238181
675 0.3375000000000000222 301.25342621421640388 37981.649115273721691 6572.3100608994373033 31409.339054374282568 36150.51716442360339 0.79281286837559394876 161505.56626589404186 -777.42097952796655136
680 0.34000000000000002442 292.10306418792958993 38008.191880836347991 6372.6807416183582973 31635.511139217989694 36310.574972754118789 0.79311883378862813032 161443.26145710036508 -721.0143031911578646
685 0.34250000000000002665 292.76734354145759198 38031.351101713225944 6387.1730245221724545 31644.17807719105258 36333.230536334311182 0.79343284917618506213 161379.36736906564329 -721.5137693572075932
690 0.34500000000000002887 301.57360207666494034 38054.021413198439404 6579.2951932130245041 31474.72621998541581 36617.254671764334489 0.79375394243704322506 161314.08539119645138 -610.71429655967153849
695 0.34750000000000003109 299.720024621275968 38077.859459600018454 6538.8565302846009217 31539.002929315418442 36868.457271281047724 0.79407872658694655943 161248.10672140333918 -514.28071210684049674
700 0.35000000000000003331 295.05221260751733325 38101.22627186452155 6437.0209819028268612 31664.205289961693779 36982.370848418075184 0.79440398066031647772 161182.08665502510848 -475.9718936017688975
705 0.35249999999999998002 295.74137966060231975 38122.621480573856388 6452.0562285174501085 31670.565252056403551 37026.306594259658596 0.79472836071263197599 161116.29781913332408 -466.57337037285543602
710 0.35499999999999998224 290.74645642799811185 38143.901084919045388 6343.0842422811128927 31800.816842637934315 36881.716999229458452 0.79505178520450625612 161050.7562308688357 -537.38314689993887896
715 0.35749999999999998446 284.25458336176507146 38166.092172268028662 6201.4539770142009729 31964.638195253828599 36893.03764828153362 0.79537599059183872185 160985.10989074589452 -542.23232805552277114
720 0.35999999999999998668 293.27771836629062818 38186.129605588554114 6398.3076417719521487 31787.821963816604693 37214.555980715384067 0.79570092998314101429 160919.36860322754364 -413.9915790846673076
725 0.3624999999999999889 301.85886818842470802 38208.989127855806146 6585.5187152486514606 31623.470412607155595 37548.149755185149843 0.79602265438306030187 160854.33064606113476 -281.70026987539330321
730 0.36499999999999999112 302.85518720642801327 38232.227888536508544 6607.2549576814008105 31624.972930855106824 37569.948255716830317 0.7963376618286632791 160790.70146683251369 -282.42593816032820087
735 0.36749999999999999334 305.62438072368655639 38253.420142411334382 6667.6692030653330221 31585.750939346002269 37808.991134695665096 0.79664550972882486324 160728.56708057466312 -189.59786174046647034
740 0.36999999999999999556 306.35676957108796614 38273.675850870211434 6683.6474000629796137 31590.028450807229092 38135.766531538647541 0.79694368345195287784 160668.43104304204462 -58.855516163975096333
745 0.37249999999999999778 301.96866052551587245 38292.099573623410834 6587.9140051238309752 31704.185568499578949 37767.77446973091719 0.79722961078880782981 160610.80712142260745 -223.84633987573963054
750 0.375 301.36967424822739758 38310.564023622500827 6574.8461918012217211 31735.717831821279105 37406.823639791116875 0.79750804204188985302 160554.73362005598028 -385.96212203530302531
755 0.37750000000000000222 310.42535507487400537 38326.389169936912367 6772.4098940740786929 31553.979275862831855 37561.796762251506152 0.79778395693632975227 160499.20550120444386 -326.64890366469040828
760 0.38000000000000000444 307.98976641177284819 38344.309480697149411 6719.2737552560938639 31625.035725441055547 37679.456723867660912 0.7980560673126928517 160444.48065040295478 -284.1350450908385028
765 0.38250000000000000666 304.1806123917340301 38359.691386176506057 6636.1711608589939715 31723.520225317512086 37103.709404768975219 0.79832429956915007541 160390.57225114191533 -536.94361535679752251
770 0.38500000000000000888 309.57542050394476973 38372.496036490323604 6753.8672550680339555 31618.628781422292377 36909.692531828128267 0.79859526453205265106 160336.15141071102698 -625.57393880686186094
775 0.3875000000000000111 314.26850674546022901 38383.676031137780228 6856.254199871934361 31527.421831265844958 37080.384122334864514 0.79887166293162215069 160280.6773493575165 -557.55105323242389659
780 0.39000000000000001332 307.09013319945307785 38394.761186071096745 6699.6468634170478254 31695.11432265404801 36716.530605369975092 0.79915220653240048865 160224.41057315241778 -718.20274146471024324
785 0.39250000000000001554 302.98631187372149043 38404.586172970397456 6610.1156453785170015 31794.470527591882274 36056.343479621151346 0.7994414073702250656 160166.44880966292112 -1005.2996786463982062
790 0.39500000000000001776 307.4062004181224097 38411.736530067646527 6706.5423593033046927 31705.194170764341834 35988.65242868167843 0.79974680427078825851 160105.28653082731762 -1037.7361038090689362
795 0.39750000000000001998 303.28158497903478974 38419.76629350597068 6616.5574854769056401 31803.208808029063221 36209.001988075433474 0.80006888629606254248 160040.83328708013869 -947.18704750823951599
