# step time temp etotal ke pe enthalpy density vol press
0 0 999.99999999999988631 2699.3857122272002016 628.95092054999986431 2070.4347916772003373 7412.2232774252897798 1.8084835349053700604 2948.6564125227605473 109592.8981843006477
125 0.025000000000000001388 1519.2030050463406496 2266.2175265450532606 955.50412852622207538 1310.7133980188309579 2929.7028988207503062 1.6526704150651740921 3226.654584925364361 14099.476456257185419
250 0.050000000000000002776 1346.6738890359774814 2077.6461292871754267 846.99178218982649469 1230.6543470973490457 1109.128568482414039 1.5516455528513080075 3436.7362844828544439 -19323.482672759590059
375 0.074999999999999997224 1154.9666821808866644 1938.9471506116374258 726.41735796224782007 1212.529792649389492 587.68179215827490225 1.5833971255546006596 3367.8200408964075905 -27511.601792384462897
500 0.10000000000000000555 984.49398639637695396 1856.9558450668182559 619.19839901994032516 1237.7574460468779307 1511.0970161827303855 1.6794696715536803211 3175.1669366005012307 -7468.8960246381957404
625 0.125 1154.3144510729584908 1773.2695108637826706 726.00713660650501424 1047.2623742572775427 1510.9887577321901517 1.7492422470780639721 3048.5180546308688463 -5899.3173748538620202
750 0.14999999999999999445 950.82542906152809792 1720.971366278759433 598.0225288905967318 1122.9488373881627012 2197.2963970840132788 1.7949012480835033756 2970.9693376359296053 10993.332032545120455
875 0.17500000000000001665 984.6698604065576319 1738.1328271180768752 619.30901514054437484 1118.823811977532614 1913.8633458496365165 1.8105189183353622706 2945.3415361400784604 4091.0580279738996978
1000 0.2000000000000000111 1071.3703146422476493 1764.8315347472437224 673.83934564418473201 1090.9921891030589904 994.85100262244179703 1.8153866210675559945 2937.4440189520973945 -17973.566246034806682
1125 0.22500000000000000555 873.95081356590515043 1675.8766240941195065 549.67216870769743764 1126.2044553864220688 1234.2062312348959949 1.8361338570964023109 2904.2526238110608574 -10427.687502970633432
1250 0.25 1013.350307728590451 1695.3660230197397141 637.34760888552261804 1058.0184141342172097 1760.9571985368775131 1.8518857503228980388 2879.5494383013365223 1561.8703688067398616
1375 0.2750000000000000222 1043.4487283364230734 1709.1365141351698185 656.27803823392002869 1052.8584759012496761 1957.4917098278933736 1.8535170178391762175 2877.0151667435311538 5919.0936226242511111
1500 0.2999999999999999889 929.87534891980226348 1647.6782649920880885 584.84595669986197208 1062.8323082922261165 2305.7106207631159123 1.856372548084354257 2872.58965213820602 15707.163611186280832
1625 0.3250000000000000111 953.07506699278962969 1574.4896855508120552 599.43744073836785446 975.05224481244420076 1642.2657030546936312 1.8604390384168416617 2866.3108341772776839 1621.3503573443883852
1750 0.35000000000000003331 893.96769642966421543 1587.7255108450617627 562.26180561140017744 1025.4637052336615852 1490.2907856189401627 1.8805110098202655333 2835.7167516132894889 -2355.9985922129812934
1875 0.375 1039.5955046436945395 1698.0094177742025749 653.85454964529333211 1044.1548681289091292 2101.1073441814000944 1.8765121021915027733 2841.7597551930657573 9726.2922571195158525
2000 0.4000000000000000222 1020.0062358832208247 1682.489122065609763 641.533861025492115 1040.955261040117648 2106.9715993679892563 1.8363812273314632506 2903.8614056677165536 10023.236855274417394
2125 0.4249999999999999889 924.10064941482073664 1606.55758343499906 581.21395413030427335 1025.3436293046947867 1692.8523222931989949 1.7979906856203700105 2965.8644034079720768 1995.0654047253622139
2250 0.4500000000000000111 923.63828433266701268 1566.4272433166229348 580.92314918625345399 985.5040941303695945 1483.9809155153700431 1.7886160084811892901 2981.4093952277357857 -1896.1548953831372728
2375 0.47500000000000003331 973.49103139214412295 1602.6722904758357799 612.27808034125791892 990.39421013457786103 789.68802674267112707 1.8081602941739787216 2949.1835371689971907 -18901.855948116502987
2500 0.5 911.52802683344305024 1656.8650907825171998 573.30639158401902478 1083.5586991984980614 1479.6301621314999011 1.8625997530099098753 2862.9857614461830053 -4244.7707228902254428
2625 0.5250000000000000222 1077.7813079545139772 1703.3175196488191432 677.87154578957449758 1025.4459738592447593 2128.9601204912196408 1.8847091276428420414 2829.4003005174026839 10315.132323589550651
2750 0.55000000000000004441 1004.8744497501550086 1660.3220934294854487 632.01671020753462926 1028.3053832219509331 1651.8623010660837735 1.8550157720838296171 2874.6906912549770823 -201.78677147847130868
2875 0.57500000000000006661 921.37107120994312481 1608.7133902088160085 579.49718340563322272 1029.2162068031827857 1597.8931273657947258 1.8210738064533658065 2928.2704266259547694 -253.36740291580110807
3000 0.5999999999999999778 1023.5534123147126593 1641.6073757987880981 643.76486090743208024 997.84251489135601787 933.92790948108415705 1.7954609673026469263 2970.0431639857952177 -16337.964350770935198
3125 0.625 1067.0904070839542328 1692.4887486779791743 671.14749384552715128 1021.341254832452023 876.07275331780215311 1.811216459999223316 2944.2072164819201134 -19013.726503050453175
3250 0.6500000000000000222 1038.071170330785435 1617.4078697006418679 652.89581817596319979 964.5120515246786681 2031.7542825393250041 1.8501460078318177072 2882.2571567688373761 9857.2317610738355143
3375 0.67500000000000004441 972.87210998153659602 1555.3022091058178376 611.88880915030824781 943.41339995550958974 1678.1564112978094272 1.8427521449490089633 2893.8219319170070776 2911.0007867049312154
3500 0.70000000000000006661 1021.3782442700312458 1602.5644774162951762 642.39678696337887231 960.16769045291619022 1472.984940572779351 1.8227008485909961255 2925.6564928154894005 -3036.9469141756576391
3625 0.7249999999999999778 1027.5332537887125 1639.771063122320129 646.26798586614745545 993.50307725617267351 1567.3506657079396973 1.8127476720383624009 2941.7202705019931273 -1688.0435281926982043
3750 0.75 1042.6307245695968504 1662.7084960402539764 655.76355401176135729 1006.9449420284927328 1238.6978174218711501 1.8098316299245023053 2946.4600374803931118 -9867.3458340194338234
3875 0.7750000000000000222 1106.5872512178771103 1771.1079064727500736 695.98907032237775638 1075.1188361503723172 1640.2554283999443214 1.8458572706642515371 2888.95390607398258 -3105.742532412964465
4000 0.80000000000000004441 1053.2152898573624498 1719.0194519701376521 662.4207260931231076 1056.5987258770146582 2236.8869750030480645 1.8816887949632694621 2833.9418220559900874 12530.022655363138256
