#     index      Reference     Calculated        Error^2    
         1-3.47800000e+00-4.52615863e+00 1.09863651e+00    
         2-3.75500000e+00-3.83761362e+00 6.82501067e-03    
         3-7.26400000e+00-4.87696102e+00 5.69795510e+00    
         4-3.99900000e+00-3.42136839e+00 3.33658273e-01    
         5-3.43900000e+00-5.16752365e+00 2.98779401e+00    
         6-9.73800000e+00-4.65037158e+00 2.58839629e+01    
         7-2.69500000e+00-3.93454412e+00 1.53646963e+00    
         8-3.88100000e+00-4.08975329e+00 4.35779366e-02    
         9-7.62300000e+00-3.43864929e+00 1.75087908e+01    
        10-4.91000000e+00-4.99776302e+00 7.70234819e-03    
        11-4.82000000e+00-4.22023307e+00 3.59720375e-01    
        12-5.02800000e+00-5.57965054e+00 3.04318317e-01    
        13-4.45700000e+00-4.07455812e+00 1.46261795e-01    
        14-2.45200000e+00-3.15931627e+00 5.00296306e-01    
        15-2.90800000e+00-4.97142564e+00 4.25772535e+00    
        16-4.02600000e+00-4.46945370e+00 1.96651183e-01    
        17-2.49200000e+00-3.67795245e+00 1.40648322e+00    
        18-1.51030000e+01-5.32536913e+00 9.56020654e+01    
        19-1.68100000e+00-3.60598726e+00 3.70557595e+00    
        20-1.66100000e+00-2.56703241e+00 8.20894734e-01    
        21-6.90200000e+00-4.34102157e+00 6.55861051e+00    
        22-1.55380000e+01-9.09162470e+00 4.15557544e+01    
        23-6.04300000e+00-4.73875247e+00 1.70106162e+00    
        24-1.25700000e+00-3.47291848e+00 4.91029470e+00    
        25-1.38690000e+01-4.48803455e+00 8.80025129e+01    
        26-2.87800000e+00-4.21231113e+00 1.78038618e+00    
        27-1.48840000e+01-7.95146816e+00 4.80599977e+01    
        28-2.31700000e+00-4.21627361e+00 3.60724024e+00    
        29-3.20200000e+00-6.21233778e+00 9.06213356e+00    
        30-1.03550000e+01-4.68259510e+00 3.21761773e+01    
        31-7.02100000e+00-7.90607190e+00 7.83352272e-01    
        32-1.37510000e+01-7.01621093e+00 4.53573838e+01    
        33-3.79900000e+00-4.87895660e+00 1.16630625e+00    
        34-8.14000000e-01-4.64320686e+00 1.46628252e+01    
        35-1.55400000e+00-6.38212397e+00 2.33107811e+01    
        36-5.20700000e+00-6.57484434e+00 1.87099814e+00    
        37-4.79900000e+00-6.38352504e+00 2.51071961e+00    
        38-3.98900000e+00-3.50321333e+00 2.35988693e-01    
        39-3.89300000e+00-6.44277889e+00 6.50137238e+00    
        40-8.12900000e+00-4.90109323e+00 1.04193821e+01    
        41-2.87100000e+00-6.27422220e+00 1.15819213e+01    
        42-9.46200000e+00-3.06628265e+00 4.09052004e+01    
        43-5.47300000e+00-5.48903355e+00 2.57074700e-04    
        44-8.42900000e+00-8.00657260e+00 1.78444910e-01    
        45-2.49600000e+00-4.19934501e+00 2.90138421e+00    
        46-1.21200000e+00-7.20479685e+00 3.59136140e+01    
        47-4.13800000e+00-8.46071103e+00 1.86858307e+01    
        48-3.28500000e+00-3.63826410e+00 1.24795527e-01    
        49-7.49200000e+00-5.52913896e+00 3.85282346e+00    
        50-1.32870000e+01-4.14732836e+00 8.35335976e+01    
        51-1.02370000e+01-8.48545530e+00 3.06790882e+00    
        52-1.85230000e+01-1.13526143e+01 5.14144312e+01    
        53-1.20220000e+01-5.04405354e+00 4.86917368e+01    
        54-2.15300000e+00-4.51541848e+00 5.58102107e+00    
        55-6.03020000e+01-4.52952782e+00 3.11056865e+03    
        56-1.19800000e+01-4.13655732e+00 6.15195931e+01    
        57-3.85600000e+00-2.73345095e+00 1.26011637e+00    
        58-1.76240000e+01-1.02046523e+01 5.50467202e+01    
        59-5.07700000e+00-5.43358634e+00 1.27153815e-01    
        60-3.25600000e+00-4.21419923e+00 9.18145768e-01    
        61-1.07200000e+00-2.14606522e+00 1.15361609e+00    
        62-1.97200000e+00-4.39324048e+00 5.86240547e+00    
        63-2.35310000e+01-8.78116219e+00 2.17557715e+02    
        64-1.42470000e+01-4.77472303e+00 8.97240309e+01    
        65-1.74500000e+00-3.65710607e+00 3.65614962e+00    
        66-3.83800000e+00-4.74826341e+00 8.28579471e-01    
        67-3.20800000e+00-5.52083053e+00 5.34918507e+00    
        68-2.01900000e+00-2.85547189e+00 6.99685221e-01    
        69-2.15700000e+00-4.10457403e+00 3.79304462e+00    
        70-1.85900000e+00-4.16016513e+00 5.29536095e+00    
        71-4.07100000e+00-8.98124737e+00 2.41105293e+01    
        72-1.19800000e+00-8.71689532e+00 5.65337868e+01    
        73-6.98300000e+00-6.03970643e+00 8.89802752e-01    
        74-4.95400000e+00-4.58624271e+00 1.35245427e-01    
        75-2.87200000e+00-5.27455223e+00 5.77225722e+00    
        76 1.84000000e-01-4.11358872e+00 1.84692688e+01    
        77-2.09040000e+01-6.21886124e+00 2.15653300e+02    
        78-1.79300000e+00-4.11827641e+00 5.40691039e+00    
        79-1.38070000e+01-1.22383470e+01 2.46067216e+00    
        80-6.03700000e+00-6.81802811e+00 6.10004907e-01    
        81-2.90900000e+00-6.10987390e+00 1.02455937e+01    
        82-1.82730000e+01-1.08128392e+01 5.56539997e+01    
        83-2.55800000e+00-3.95888627e+00 1.96248235e+00    
        84-3.19900000e+00-7.27460911e+00 1.66105896e+01    
        85-4.45630000e+01-6.85009891e+00 1.42226291e+03    
        86-6.14400000e+00-7.01261081e+00 7.54484743e-01    
        87-2.68200000e+00-3.88432071e+00 1.44557508e+00    
        88-5.52500000e+00-4.62666555e+00 8.07004788e-01    
        89-2.69300000e+00-5.78090111e+00 9.53513329e+00    
        90 1.10000000e-01-3.46273274e+00 1.27644192e+01    
        91-1.47800000e+00-3.27956726e+00 3.24564457e+00    
        92-7.90100000e+00-1.09347911e+01 9.20388854e+00    
        93-7.76000000e-01-4.20326256e+00 1.17461287e+01    
        94-7.00900000e+00-5.32733904e+00 2.82798357e+00    
        95-9.70000000e-01-7.90109699e+00 4.80401055e+01    
        96-3.58070000e+01-4.73958774e+00 9.65184105e+02    
        97-1.66570000e+01-1.14215011e+01 2.74104489e+01    
        98-1.78320000e+01-8.47539901e+00 8.75459821e+01    
        99-1.95900000e+00-5.99885349e+00 1.63204162e+01    
       100-1.15600000e+00-1.31573365e+00 2.55148394e-02    
       101-7.82600000e+00-1.01537291e+01 5.41832299e+00    
       102-1.51610000e+01-6.08903857e+00 8.23004841e+01    
       103-3.53000000e-01-2.98076606e+00 6.90515448e+00    
       104-1.09690000e+01-1.08117712e+01 2.47208914e-02    
       105-2.55600000e+00-9.41709364e+00 4.70746060e+01    
       106-1.18100000e+00-4.00799109e+00 7.99187862e+00    
       107-5.55300000e+00-4.77993507e+00 5.97629390e-01    
       108-9.64000000e-01-5.66530461e+00 2.21022650e+01    
       109-1.57970000e+01-3.16840090e+00 1.59481515e+02    
       110-4.91200000e+00-6.89695827e+00 3.94005932e+00    
       111-4.79700000e+00-4.28396446e+00 2.63205466e-01    
       112-1.15400000e+01-8.89479371e+00 6.99711633e+00    
       113-2.35400000e+00-6.88823929e+00 2.05593260e+01    
       114-1.28500000e+00-5.92794257e+00 2.15569157e+01    
       115-3.26550000e+01-9.37046867e+00 5.42169399e+02    
       116-7.95800000e+00-8.67208619e+00 5.09919091e-01    
       117-3.16700000e+00-4.79845462e+00 2.66164418e+00    
       118-8.20000000e-02-5.46745153e+00 2.90030881e+01    
       119-1.47000000e+00-4.34214108e+00 8.24919438e+00    
       120-1.55200000e+00-4.17755524e+00 6.89354032e+00    
       121-3.47590000e+01-7.99239776e+00 7.16450995e+02    
       122-6.15000000e-01-2.72806029e+00 4.46502378e+00    
       123-5.21900000e+00-6.50045711e+00 1.64213232e+00    
       124-1.50200000e+00-1.22659528e+01 1.15862679e+02    
       125-1.53900000e+00-3.31093330e+00 3.13974761e+00    
       126-7.65600000e+00-4.26822027e+00 1.14770515e+01    
       127-1.87100000e+00-7.98556990e+00 3.73879651e+01    
       128-6.94000000e-01-7.45641515e+00 4.57302587e+01    
       129-4.81500000e+00-2.85585196e+00 3.83826103e+00    
       130-1.76500000e+00-1.16754546e+01 9.82171103e+01    
       131-4.71600000e+00-5.58583809e+00 7.56618306e-01    
       132-1.13390000e+01-1.41440210e+01 7.86814292e+00    
       133-9.32700000e+00-7.39527722e+00 3.73155288e+00    
       134-8.69000000e+00-8.00192745e+00 4.73443836e-01    
       135-4.82100000e+00-5.30746742e+00 2.36650551e-01    
       136-1.24600000e+00-8.13708071e+00 4.74869934e+01    
       137-3.78700000e+00-1.20235584e+01 6.78408946e+01    
       138-2.04810000e+01-1.61728858e+01 1.85598482e+01    
       139-5.84000000e-01-4.57220599e+00 1.59057870e+01    
       140 2.10000000e-02-6.23942589e+00 3.91929323e+01    
       141-1.13620000e+01-7.32157375e+00 1.63250443e+01    
       142-2.86890000e+01-6.22955605e+00 5.04426622e+02    
       143-6.40000000e-01-2.23161503e+00 2.53323842e+00    
       144-2.45300000e+00 1.60586524e-01 6.83083452e+00    
       145-3.97000000e-01-6.42508336e+00 3.63377890e+01    
       146-5.22000000e-01-4.24039832e+00 1.38264860e+01    
       147-4.76700000e+00-1.89849024e+00 8.22834825e+00    
       148-6.52700000e+00-7.49700719e+00 9.40913952e-01    
       149-3.29800000e+00-5.70619451e+00 5.79940078e+00    
       150-9.05600000e+00-3.17385189e+00 3.45996664e+01    
       151-2.57200000e+00-2.82865360e+00 6.58710679e-02    
       152-2.12700000e+00-3.17318622e+00 1.09450561e+00    
       153-2.69800000e+00-2.48258547e+00 4.64034176e-02    
       154-8.85100000e+00-4.48061459e+00 1.91002686e+01    
       155-1.51400000e+00-2.24369304e+00 5.32451930e-01    
       156-3.95500000e+00-3.47782629e+00 2.27694746e-01    
       157-2.48400000e+00-2.70426671e+00 4.85174217e-02    
       158-1.72600000e+00-3.65651826e+00 3.72690075e+00    
       159-1.95800000e+00-1.72132492e+00 5.60150933e-02    
       160-1.71000000e+00-1.85452155e+00 2.08864773e-02    
       161-7.24000000e-01-1.86698566e+00 1.30641623e+00    
       162-2.59600000e+00-2.60450743e+00 7.23763009e-05    
       163-4.83700000e+00-3.35561587e+00 2.19449894e+00    
       164-1.34300000e+00-4.32465534e+00 8.89026858e+00    
       165-2.66200000e+00-2.82642322e+00 2.70349961e-02    
       166-1.57800000e+00-1.32242031e+00 6.53209804e-02    
       167-2.65700000e+00-2.49417459e+00 2.65121142e-02    
       168-1.42390000e+01-3.68248376e+00 1.11440035e+02    
       169-9.66500000e+00-5.47934139e+00 1.75197380e+01    
       170-8.82400000e+00-6.73871639e+00 4.34840774e+00    
       171-3.47000000e+00-1.77583336e+00 2.87020059e+00    
       172-5.50100000e+00-2.19692974e+00 1.09168803e+01    
       173-1.01580000e+01-6.96606116e+00 1.01884736e+01    
       174-4.20300000e+00-2.27249354e+00 3.72685518e+00    
       175-1.90900000e+00-4.84961724e+00 8.64722975e+00    
       176-1.50000000e-01-2.69866663e+00 6.49570158e+00    
       177-8.92000000e-01-2.34618697e+00 2.11465974e+00    
       178-1.50300000e+00-4.80918859e+00 1.09308830e+01    
       179-4.47300000e+00-1.57006766e+00 8.42701615e+00    
       180-6.09000000e-01-2.43772271e+00 3.34422676e+00    
       181-7.31800000e+00-3.20286509e+00 1.69343353e+01    
       182-2.25200000e+00-2.82585763e+00 3.29312585e-01    
       183-2.16300000e+00-2.18841127e+00 6.45732742e-04    
       184-2.82400000e+00-4.62692364e+00 3.25053366e+00    
       185-6.66700000e+00-2.89690598e+00 1.42136089e+01    
       186-8.70000000e-01-1.30853308e+00 1.92311264e-01    
       187-3.08600000e+00-2.62683879e+00 2.10829019e-01    
       188-3.30000000e-01-2.97831810e+00 7.01358876e+00    
       189-1.63000000e+00-2.91529196e+00 1.65197541e+00    
       190-1.03800000e+00-2.28466515e+00 1.55417401e+00    
       191-2.15800000e+00-2.93614296e+00 6.05506467e-01    
       192-7.43900000e+00-2.93968894e+00 2.02438001e+01    
       193-3.08000000e-01-2.76825259e+00 6.05284279e+00    
       194-6.96500000e+00-4.92158342e+00 4.17555131e+00    
       195-9.17100000e+00-8.03767128e+00 1.28443399e+00    
       196-9.46600000e+00-4.11574020e+00 2.86252799e+01    
       197-5.14400000e+00-4.45041683e+00 4.81057608e-01    
       198-4.67600000e+00-3.27284257e+00 1.96885077e+00    
       199-8.51500000e+00-3.45686796e+00 2.55846997e+01    
       200-9.16000000e-01-2.13983810e+00 1.49777968e+00    
       201-1.43160000e+01-3.67731827e+00 1.13181549e+02    
       202-2.86400000e+00-1.87744803e+00 9.73284785e-01    
       203-1.26500000e+00-4.94689934e+00 1.35563827e+01    
       204-2.44400000e+00-2.43513341e+00 7.86164125e-05    
       205-2.72200000e+00-2.74568861e+00 5.61150026e-04    
