    #index           Reference          Calculated         Polynomials    Electrostatics (Permanent + Induced)    
      1063     -6.78000000e-01     -5.27887861e-01     -8.27685334e-02                         -4.45119328e-01    
      1064     -5.65000000e-01     -4.99132688e-01     -9.43036349e-02                         -4.04829053e-01    
      1065     -6.82000000e-01     -3.03014436e-01     -6.64390536e-02                         -2.36575383e-01    
      1066     -7.08000000e-01     -3.71913838e-01      1.28425521e-01                         -5.00339359e-01    
      1067     -4.06000000e-01     -5.45052826e-01     -1.95290700e-01                         -3.49762126e-01    
      1068     -5.64000000e-01     -5.18803994e-01     -1.61775345e-01                         -3.57028649e-01    
      1069     -7.01000000e-01     -8.95026274e-01     -3.30452635e-01                         -5.64573638e-01    
      1070     -5.18000000e-01     -3.14983447e-01     -6.78112026e-02                         -2.47172244e-01    
      1071     -4.76000000e-01     -5.62974061e-01     -3.15414113e-01                         -2.47559948e-01    
      1072     -4.50000000e-01     -3.76051203e-01     -1.23822089e-01                         -2.52229115e-01    
      1073     -3.62000000e-01     -4.95855066e-01     -2.36910658e-01                         -2.58944408e-01    
      1074     -6.59000000e-01     -6.30450590e-01     -2.57475437e-01                         -3.72975153e-01    
      1075     -4.41000000e-01     -3.89771524e-01     -1.20874666e-01                         -2.68896859e-01    
      1076     -1.18000000e+00     -6.00194624e-01     -1.88039655e-01                         -4.12154969e-01    
      1077     -5.74000000e-01     -4.77421099e-01     -2.02947492e-01                         -2.74473607e-01    
      1078     -3.99000000e-01     -2.80508611e-01     -1.21639407e-01                         -1.58869204e-01    
      1079     -4.21000000e-01     -3.24579822e-01     -1.12417392e-01                         -2.12162430e-01    
      1080     -6.56000000e-01     -6.03376272e-01     -2.36001656e-01                         -3.67374617e-01    
      1081     -4.77000000e-01     -4.03310809e-01     -1.27015348e-01                         -2.76295461e-01    
      1082     -5.36000000e-01     -4.11462224e-01     -2.19248685e-01                         -1.92213539e-01    
      1083     -9.41000000e-01     -2.86724924e-01      8.65556911e-02                         -3.73280615e-01    
      1084     -5.85000000e-01     -5.46857285e-01     -2.12420372e-01                         -3.34436914e-01    
      1085     -4.19000000e-01     -4.53053862e-01     -1.65484649e-01                         -2.87569213e-01    
      1086     -7.33000000e-01     -6.96641910e-01     -2.71736960e-01                         -4.24904950e-01    
      1087     -5.61000000e-01     -4.17913154e-01      7.65196497e-03                         -4.25565119e-01    
      1088     -3.67000000e-01     -4.76305674e-01     -2.25201696e-01                         -2.51103978e-01    
      1089     -4.75000000e-01     -3.77479669e-01      8.95567683e-02                         -4.67036438e-01    
      1090     -5.55000000e-01      5.94636802e-02      2.13323211e-01                         -1.53859531e-01    
      1091     -6.65000000e-01     -2.63969387e-01      1.73405748e-02                         -2.81309962e-01    
      1092     -4.39000000e-01     -1.15879678e-01      6.95188415e-03                         -1.22831562e-01    
      1093     -5.05000000e-01     -5.61036326e-01     -1.96348310e-01                         -3.64688016e-01    
      1094     -5.88000000e-01     -5.55529716e-01     -1.50306969e-01                         -4.05222747e-01    
      1095     -5.22000000e-01     -4.07888007e-01     -1.67984880e-01                         -2.39903127e-01    
      1096     -3.53000000e-01     -3.93635927e-01     -1.95826835e-01                         -1.97809092e-01    
      1097     -3.89000000e-01     -4.01106006e-01     -1.56390635e-01                         -2.44715371e-01    
      1098     -8.67000000e-01     -9.95946744e-01     -4.54377664e-01                         -5.41569080e-01    
      1099     -5.36000000e-01     -3.86793980e-01     -1.02379984e-01                         -2.84413996e-01    
      1100     -3.03000000e-01     -4.42928971e-01     -3.11377787e-01                         -1.31551184e-01    
      1101     -3.47000000e-01     -5.13408914e-01     -2.27618994e-01                         -2.85789920e-01    
      1102     -3.35000000e-01     -4.71258985e-01     -2.26728109e-01                         -2.44530876e-01    
      1103     -3.78000000e-01     -5.05519215e-01     -2.05262993e-01                         -3.00256222e-01    
      1104     -4.78000000e-01     -5.01868804e-01     -2.25628669e-01                         -2.76240135e-01    
      1105     -6.33000000e-01     -4.37291781e-01     -9.40470697e-02                         -3.43244712e-01    
      1106     -4.61000000e-01     -5.53317940e-01     -2.31934167e-01                         -3.21383773e-01    
      1107     -7.55000000e-01     -6.91453594e-01     -1.94940110e-01                         -4.96513484e-01    
      1108     -3.02000000e-01     -1.71229287e-02      1.12842220e-01                         -1.29965149e-01    
      1109     -3.38000000e-01     -4.89431366e-01     -3.68892820e-01                         -1.20538546e-01    
      1110     -3.09000000e-01     -3.47997711e-01     -1.33771527e-01                         -2.14226184e-01    
      1111     -5.80000000e-01     -6.06539645e-01     -2.94659327e-01                         -3.11880318e-01    
      1112     -2.90000000e-01     -3.25487137e-01     -1.38235084e-01                         -1.87252053e-01    
      1113     -2.91000000e-01     -4.05998711e-01     -1.40464553e-01                         -2.65534159e-01    
      1114     -6.95000000e-01     -4.89847824e-01     -9.60732045e-02                         -3.93774620e-01    
      1115     -5.57000000e-01     -4.27316730e-01     -1.16339905e-01                         -3.10976825e-01    
      1116     -4.96000000e-01     -4.44721998e-01     -8.04791110e-02                         -3.64242887e-01    
      1117     -6.70000000e-01     -7.08309268e-01     -3.90364529e-01                         -3.17944738e-01    
      1118     -4.46000000e-01     -4.67390351e-01     -2.31188940e-01                         -2.36201410e-01    
      1119     -3.18000000e-01     -3.51645755e-01     -9.73107082e-02                         -2.54335047e-01    
      1120     -3.50000000e-01     -2.67758549e-01      6.84933090e-02                         -3.36251858e-01    
      1121     -5.17000000e-01     -3.63621893e-01     -9.36713096e-02                         -2.69950583e-01    
      1122     -5.13000000e-01     -1.26483840e-01      1.37500554e-01                         -2.63984393e-01    
      1123     -2.82000000e-01     -2.12512023e-01     -5.07105130e-02                         -1.61801510e-01    
      1124     -3.21000000e-01     -1.08088876e-01      2.13107249e-01                         -3.21196125e-01    
      1125     -7.38000000e-01      2.81007847e-01      4.12045660e-01                         -1.31037813e-01    
      1126     -4.03000000e-01     -2.10933197e-01     -3.89512284e-02                         -1.71981968e-01    
      1127     -3.25000000e-01     -9.11329991e-01     -8.70886250e-01                         -4.04437410e-02    
      1128     -3.40000000e-01     -3.12780275e-01      4.30333015e-02                         -3.55813577e-01    
      1129     -3.16000000e-01     -3.78309964e-01     -2.73301296e-01                         -1.05008668e-01    
      1130     -4.44000000e-01     -3.03694718e-01     -9.76252746e-02                         -2.06069444e-01    
      1131     -4.64000000e-01     -5.68026840e-01     -3.14731057e-01                         -2.53295783e-01    
      1132     -7.94000000e-01     -1.11170252e+00     -6.38883702e-01                         -4.72818813e-01    
      1133     -7.98000000e-01     -5.54068255e-01     -7.67565063e-02                         -4.77311748e-01    
      1134     -2.35000000e-01     -1.85657047e-01      7.42666977e-02                         -2.59923745e-01    
      1135     -4.01000000e-01      1.75404518e-01      2.46026884e-01                         -7.06223666e-02    
      1136     -6.41000000e-01     -3.41985365e-01     -8.30853748e-03                         -3.33676828e-01    
      1137     -5.87000000e-01     -3.25726145e-01     -5.86955481e-03                         -3.19856590e-01    
      1138     -5.06000000e-01     -5.04800497e-01     -6.99033019e-02                         -4.34897195e-01    
      1139     -9.06000000e-01     -1.31112545e+00     -7.03830345e-01                         -6.07295103e-01    
      1140     -7.44000000e-01      1.11735377e-01      4.73369460e-01                         -3.61634083e-01    
      1141     -4.03000000e-01     -5.16817093e-01     -2.54110964e-01                         -2.62706130e-01    
      1142     -7.97000000e-01     -4.16352961e-01     -1.13030835e-01                         -3.03322125e-01    
      1143     -3.18000000e-01     -2.88966382e-01     -1.38495946e-01                         -1.50470437e-01    
      1144     -4.29000000e-01     -2.58166756e-01     -2.13248336e-02                         -2.36841922e-01    
      1145     -9.06000000e-01      1.53598369e-01      3.32372552e-01                         -1.78774183e-01    
      1146     -7.22000000e-01     -5.59522702e-01     -6.29218176e-02                         -4.96600885e-01    
      1147     -5.45000000e-01     -3.12912120e-01      1.43455897e-01                         -4.56368018e-01    
      1148     -4.98000000e-01     -4.62554496e-01     -1.60950243e-01                         -3.01604253e-01    
      1149     -3.49000000e-01     -3.83823902e-01     -1.48726470e-01                         -2.35097432e-01    
      1150     -4.66000000e-01     -2.87720125e-01      3.45108512e-03                         -2.91171210e-01    
      1151     -2.91000000e-01     -1.88553733e-01     -4.87748805e-02                         -1.39778852e-01    
      1152     -4.58000000e-01     -7.59485645e-01     -4.81391027e-01                         -2.78094619e-01    
      1153     -6.68000000e-01     -5.14475347e-01     -1.33621396e-01                         -3.80853951e-01    
      1154     -2.89000000e-01     -3.58017560e-01     -1.82710532e-01                         -1.75307028e-01    
      1155     -6.11000000e-01     -7.75120229e-01     -5.88270838e-01                         -1.86849391e-01    
      1156     -3.89000000e-01     -6.38320572e-01     -4.40567326e-01                         -1.97753246e-01    
      1157     -1.00300000e+00     -6.72194172e-02      4.75472286e-01                         -5.42691703e-01    
      1158     -4.13000000e-01     -4.28638567e-01     -2.14209922e-01                         -2.14428645e-01    
      1159     -7.33000000e-01     -4.33148754e-01     -2.09291424e-02                         -4.12219612e-01    
      1160     -4.21000000e-01     -2.15821428e-01     -1.50514677e-03                         -2.14316282e-01    
      1161     -5.56000000e-01     -7.15116087e-01     -2.58817997e-01                         -4.56298090e-01    
      1162     -6.96000000e-01     -6.10013156e-01     -8.38647325e-02                         -5.26148423e-01    
      1163     -4.05000000e-01     -6.74296911e-01     -2.81664672e-01                         -3.92632239e-01    
      1164     -7.44000000e-01     -5.37200873e-01     -2.85820263e-01                         -2.51380610e-01    
      1165     -2.82000000e-01     -1.47395781e+00     -1.36042129e+00                         -1.13536523e-01    
      1166     -6.28000000e-01     -9.38741868e-01     -7.20326279e-01                         -2.18415588e-01    
      1167     -5.96000000e-01     -3.94027906e-01     -2.04617265e-01                         -1.89410641e-01    
      1168     -3.68000000e-01     -2.37493880e-01     -4.89078898e-02                         -1.88585990e-01    
      1169     -9.92000000e-01     -7.64692801e-01     -5.28430209e-02                         -7.11849781e-01    
      1170     -4.31000000e-01     -6.32612298e-01     -4.17769289e-01                         -2.14843009e-01    
      1171     -3.65000000e-01     -1.47120754e-01     -1.69146716e-02                         -1.30206082e-01    
      1172     -3.72000000e-01     -2.01075934e-01      1.12111502e-01                         -3.13187437e-01    
      1173     -2.25000000e-01     -4.85590789e-01     -3.92415658e-01                         -9.31751307e-02    
      1174     -5.60000000e-02     -1.37008488e+00     -1.35649997e+00                         -1.35849033e-02    
      1175     -1.92000000e-01      4.68895297e-03      5.84482843e-02                         -5.37593313e-02    
      1176     -3.04000000e-01     -3.12892275e-01     -2.09497151e-01                         -1.03395124e-01    
      1177     -1.03100000e+00     -1.04287234e-01      1.63824957e-01                         -2.68112191e-01    
      1178     -3.88000000e-01      3.57076787e-01      3.84717762e-01                         -2.76409751e-02    
      1179     -3.50000000e-01     -3.53256428e-01     -1.03058152e-01                         -2.50198276e-01    
      1180     -4.96000000e-01     -9.27200989e-01     -3.62576860e-01                         -5.64624129e-01    
      1181     -3.54000000e-01     -5.10140489e-01     -3.76801557e-01                         -1.33338932e-01    
      1182     -2.93000000e-01     -6.60585543e-01     -6.02464646e-01                         -5.81208972e-02    
      1183     -4.76000000e-01     -5.69039808e-01     -3.57219926e-01                         -2.11819882e-01    
      1184     -1.94000000e-01      1.58004508e-01      2.44382948e-01                         -8.63784397e-02    
      1185     -1.18600000e+00     -1.02258854e-01      5.84837880e-01                         -6.87096733e-01    
      1186     -4.53000000e-01     -8.60677740e-01     -3.30100974e-01                         -5.30576767e-01    
      1187      3.77000000e-01      4.22384695e-01      2.34094307e-01                          1.88290389e-01    
      1188      4.15000000e-01      4.52542373e-01      1.66257714e-01                          2.86284659e-01    
      1189      4.08000000e-01      4.81609784e-01      8.29043242e-02                          3.98705460e-01    
      1190      3.88000000e-01      4.10350062e-01      1.57671714e-01                          2.52678349e-01    
      1191      4.51000000e-01      3.07182009e-01      1.53344910e-01                          1.53837099e-01    
      1192      5.60000000e-01      6.40779451e-01      2.69838724e-01                          3.70940728e-01    
      1193      4.20000000e-01      4.91995593e-01      2.55343042e-01                          2.36652551e-01    
      1194      3.41000000e-01      5.60095873e-01      2.26839875e-01                          3.33255998e-01    
      1195      5.83000000e-01      5.10773357e-01      1.81694862e-01                          3.29078495e-01    
      1196      4.18000000e-01      4.12485692e-01      1.51828608e-01                          2.60657084e-01    
      1197      3.45000000e-01      3.42954003e-01      1.02552025e-01                          2.40401977e-01    
      1198      3.81000000e-01      4.35043835e-01      1.40459283e-01                          2.94584552e-01    
      1199      4.55000000e-01      3.52618012e-01     -2.07218668e-01                          5.59836680e-01    
      1200      3.82000000e-01      3.62971753e-01      2.51120406e-01                          1.11851347e-01    
      1201      4.89000000e-01      3.31351730e-01      8.18265963e-02                          2.49525134e-01    
      1202      4.21000000e-01      4.82191384e-01      1.10312571e-01                          3.71878813e-01    
      1203      5.04000000e-01      5.46186172e-01      2.49881736e-01                          2.96304436e-01    
      1204      3.68000000e-01      2.79302781e-01     -2.12703152e-01                          4.92005934e-01    
      1205      3.86000000e-01      3.26884203e-01      2.86010715e-01                          4.08734885e-02    
      1206      3.24000000e-01      2.62297593e-01      2.68408721e-01                         -6.11112767e-03    
      1207      4.62000000e-01      3.26033672e-01      2.48759980e-01                          7.72736914e-02    
      1208      5.28000000e-01      2.64625536e-01     -1.19616726e-01                          3.84242262e-01    
      1209      5.39000000e-01      6.82641470e-01      1.52852442e-01                          5.29789028e-01    
      1210      6.07000000e-01      7.44285389e-01      3.18572223e-01                          4.25713166e-01    
      1211      4.47000000e-01      1.62380052e-01     -3.00252794e-01                          4.62632846e-01    
      1212      4.86000000e-01      6.47990351e-01      2.94976930e-01                          3.53013422e-01    
      1213      4.74000000e-01      4.87831145e-01     -1.77285807e-01                          6.65116952e-01    
      1214      3.63000000e-01      3.04478781e-01      2.56634532e-01                          4.78442487e-02    
      1215      3.13000000e-01      4.08949188e-01      3.19017334e-01                          8.99318535e-02    
      1216      4.39000000e-01      5.60117103e-01      3.04525366e-01                          2.55591737e-01    
      1217      2.93000000e-01      6.17172951e-01      3.08531059e-01                          3.08641892e-01    
      1218      5.74000000e-01      5.31425273e-01      7.48377270e-02                          4.56587546e-01    
      1219      5.15000000e-01      6.91226904e-01      3.42189100e-01                          3.49037804e-01    
      1220      2.91000000e-01      3.39726801e-01      1.03956751e-01                          2.35770049e-01    
      1221      4.28000000e-01      2.65343710e-01      2.20702885e-01                          4.46408251e-02    
      1222      4.44000000e-01      4.60364625e-01      1.03848934e-01                          3.56515691e-01    
      1223      4.15000000e-01      4.70588554e-01      1.98578214e-01                          2.72010340e-01    
      1224      3.83000000e-01      3.15526821e-01      1.23686805e-01                          1.91840015e-01    
      1225      3.70000000e-01      6.82473600e-01      1.23620076e-01                          5.58853523e-01    
      1226      5.44000000e-01      6.37403555e-01      2.96028760e-01                          3.41374795e-01    
      1227      3.61000000e-01      6.88065095e-01      4.89862536e-01                          1.98202559e-01    
      1228      3.56000000e-01      2.91028732e-01      2.28470337e-01                          6.25583956e-02    
      1229      2.82000000e-01      1.25567486e-01      9.46140513e-02                          3.09534342e-02    
      1230      5.45000000e-01      5.16826476e-01     -2.02085183e-01                          7.18911659e-01    
      1231      3.01000000e-01      3.95392755e-01      2.03068004e-01                          1.92324751e-01    
      1232      4.31000000e-01      6.78317237e-01      4.73032838e-01                          2.05284400e-01    
      1233      4.91000000e-01      4.98053667e-01      6.90019952e-02                          4.29051672e-01    
      1234      5.33000000e-01      4.82869201e-01      9.42955223e-02                          3.88573679e-01    
      1235      2.96000000e-01      4.99651285e-01      2.94419337e-02                          4.70209351e-01    
      1236      5.85000000e-01      3.87960106e-01     -7.47828380e-02                          4.62742944e-01    
      1237      3.82000000e-01      2.43551979e-01     -2.30989180e-01                          4.74541159e-01    
      1238      4.74000000e-01      2.34403039e-01     -5.39384332e-01                          7.73787371e-01    
      1239      3.14000000e-01      1.26293411e-01     -1.54082339e-01                          2.80375750e-01    
      1240      6.66000000e-01      8.82607435e-01      4.64074699e-01                          4.18532736e-01    
      1241      3.53000000e-01      2.04861634e-01      1.80271303e-01                          2.45903313e-02    
      1242      3.97000000e-01      2.08053344e-01      1.14554389e-01                          9.34989550e-02    
      1243      6.85000000e-01      9.64220194e-01      3.53616021e-01                          6.10604173e-01    
      1244      3.02000000e-01      2.05037943e-01     -1.32213921e-01                          3.37251864e-01    
      1245      4.72000000e-01      2.92436366e-01      1.71768642e-01                          1.20667724e-01    
      1246      3.59000000e-01      2.91153931e-01      2.08937751e-01                          8.22161801e-02    
      1247      3.61000000e-01      4.32926959e-01      3.87519188e-01                          4.54077710e-02    
      1248      5.86000000e-01      4.72996076e-01      4.90255019e-01                         -1.72589433e-02    
      1249      4.89000000e-01      5.38500953e-01     -6.31924481e-02                          6.01693401e-01    
      1250      5.64000000e-01      8.27958850e-01      3.86391947e-01                          4.41566903e-01    
      1251      5.28000000e-01      3.34987955e-01     -3.93006634e-01                          7.27994589e-01    
      1252      7.90000000e-01      8.02621111e-01      4.17257046e-01                          3.85364065e-01    
      1253      4.67000000e-01      5.85487384e-01      3.82944380e-01                          2.02543004e-01    
      1254      4.77000000e-01      3.46933041e-01      2.11780363e-01                          1.35152678e-01    
      1255      3.74000000e-01      3.77812355e-01      2.07427652e-01                          1.70384703e-01    
      1256      4.60000000e-01      5.80016056e-01     -3.35452089e-01                          9.15468145e-01    
      1257      1.87000000e-01      2.18635994e-01      3.54707976e-02                          1.83165196e-01    
      1258      4.98000000e-01      4.69056536e-01     -2.51749788e-02                          4.94231515e-01    
      1259      2.97000000e-01      4.31398433e-01      5.43865404e-02                          3.77011892e-01    
      1260      6.07000000e-01      7.75579996e-01      2.19517977e-01                          5.56062019e-01    
      1261      3.97000000e-01      4.28780708e-01     -2.00292205e-01                          6.29072912e-01    
      1262      4.43000000e-01      4.19585232e-01      1.09815800e-01                          3.09769432e-01    
      1263      4.45000000e-01      7.08190627e-01      4.54320325e-02                          6.62758595e-01    
      1264      2.88000000e-01      2.33858668e-01      1.52183417e-01                          8.16752516e-02    
      1265      3.73000000e-01      6.88525562e-01      2.30000162e-01                          4.58525400e-01    
      1266      4.18000000e-01      1.99981533e-01     -5.34889422e-01                          7.34870955e-01    
      1267      5.94000000e-01      1.53312877e-01     -4.80431123e-01                          6.33744000e-01    
      1268      4.84000000e-01      6.73140759e-01      3.71037885e-01                          3.02102874e-01    
      1269      4.37000000e-01     -2.03150652e+00     -2.51828873e+00                          4.86782218e-01    
      1270      4.94000000e-01      1.41106160e-01     -7.66898537e-02                          2.17796013e-01    
      1271      1.60000000e-02      1.75674779e-01     -1.29295928e-01                          3.04970707e-01    
      1272      2.84000000e-01      1.79064289e-01     -9.86199779e-03                          1.88926287e-01    
      1273      3.04000000e-01      3.20615757e-01     -1.08098728e-03                          3.21696744e-01    
      1274     -6.99530000e+01      7.24195874e-01      1.73681271e-01                          5.50514603e-01    
      1275     -4.50000000e-02      4.94869517e-01      2.12087376e-01                          2.82782141e-01    
      1276      4.76000000e-01      6.53512862e-01      3.66066803e-01                          2.87446059e-01    
      1277      4.13000000e-01      7.53349070e-01      2.62625848e-01                          4.90723222e-01    
      1278      4.36000000e-01      3.30131546e-01      3.26422818e-01                          3.70872829e-03    
      1279      3.41000000e-01      1.39619310e-01      3.68103482e-02                          1.02808962e-01    
      1280      3.06000000e-01      6.31322185e-01      3.65120862e-01                          2.66201323e-01    
      1281      5.42000000e-01      5.54675673e-01      4.74275088e-01                          8.04005844e-02    
      1282      5.66000000e-01      1.63458432e-02     -3.98084332e-01                          4.14430175e-01    
      1283      6.96000000e-01      7.86566221e-01     -1.32922596e-01                          9.19488817e-01    
      1284      4.38000000e-01      6.93970393e-01      2.29314824e-01                          4.64655569e-01    
      1285     -8.11000000e-01      1.72789298e-01      7.24926411e-02                          1.00296657e-01    
      1286      1.94000000e-01      2.03823547e-01      2.87949581e-01                         -8.41260338e-02    
      1287      1.69000000e-01      1.18212618e-01     -2.48488389e-01                          3.66701007e-01    
      1288      3.53000000e-01      2.67709390e-01      1.35487770e-01                          1.32221621e-01    
      1289      2.87000000e-01      4.53454375e-01      6.90921265e-02                          3.84362248e-01    
      1290      2.80000000e-01      6.07106471e-02      3.90140671e-02                          2.16965800e-02    
      1291      3.93000000e-01      4.92415871e-01      3.86434646e-01                          1.05981225e-01    
      1292      3.57000000e-01      4.26768893e-01      3.08530240e-01                          1.18238654e-01    
      1293      6.42000000e-01      3.48097987e-01      2.33871531e-01                          1.14226456e-01    
      1294      4.94000000e-01      5.00461373e-01      3.32148677e-01                          1.68312696e-01    
      1295      6.94000000e-01      1.07522066e+00      1.04625639e+00                          2.89642755e-02    
      1296      5.68000000e-01      3.36092676e-01      8.88303619e-02                          2.47262314e-01    
      1297      4.79000000e-01      3.28993844e-01      3.06558445e-01                          2.24353994e-02    
      1298      4.17000000e-01      2.71288167e-01      2.83467837e-01                         -1.21796702e-02    
      1299     -5.61400000e+01     -2.40644820e+00     -2.93828607e+00                          5.31837867e-01    
      1300      2.26000000e-01      2.92857399e-01      8.69718330e-03                          2.84160216e-01    
      1301      4.72000000e-01     -9.89089153e-02     -7.35568222e-01                          6.36659306e-01    
      1302      6.04000000e-01      1.16489410e+00      7.30785796e-01                          4.34108303e-01    
      1303      4.06000000e-01      1.89492103e-01     -4.28400436e-01                          6.17892539e-01    
      1304      6.98000000e-01     -4.33379433e+00     -4.68409039e+00                          3.50296060e-01    
      1305      8.10000000e-01      9.87705864e-01      6.92142382e-01                          2.95563482e-01    
      1306      2.76000000e-01      3.97998992e-01     -2.33218996e-01                          6.31217989e-01    
      1307      2.14000000e-01      4.65696946e-01      3.26137614e-01                          1.39559332e-01    
      1308      5.36000000e-01      7.38280458e-01      3.56379349e-01                          3.81901109e-01    
      1309      4.93000000e-01     -1.36517951e-01     -1.02102220e+00                          8.84504246e-01    
      1310      6.30000000e-02      8.28886574e-01      3.03175088e-01                          5.25711486e-01    
      1311      7.32000000e-01      4.54845029e-01      3.27385323e-01                          1.27459705e-01    
      1312      3.33000000e-01      2.02535513e-01      2.69114310e-01                         -6.65787971e-02    
      1313      4.74000000e-01      4.54973794e-01      1.33229648e-01                          3.21744146e-01    
      1314      4.02000000e-01     -2.81315613e+00     -3.34878793e+00                          5.35631807e-01    
      1315      3.46000000e-01      4.74912454e-01      5.71457393e-02                          4.17766715e-01    
      1316      7.40100000e+01      1.23150582e+00      4.85908154e-01                          7.45597666e-01    
      1317      5.05000000e-01      1.66146164e-01     -2.24325381e-01                          3.90471545e-01    
      1318      4.96000000e-01      1.68938952e+00      1.15175507e+00                          5.37634451e-01    
      1319      4.39000000e-01      5.41763245e-01      5.09233524e-02                          4.90839893e-01    
      1320      4.88540000e+01      1.92934713e-01     -2.56133026e-01                          4.49067740e-01    
      1321      3.48000000e-01      3.34713310e-01      3.85210322e-01                         -5.04970121e-02    
      1322      3.21000000e-01      4.50250877e-01      1.72810062e-01                          2.77440815e-01    
      1323      6.47000000e-01      3.66025277e-02     -6.90515377e-01                          7.27117905e-01    
      1324      6.34000000e-01      4.59638772e-01     -3.36820032e-02                          4.93320775e-01    
      1325      4.64000000e-01      6.68762895e-01      3.50964820e-01                          3.17798075e-01    
      1326     -3.02000000e-01      2.06868632e-01     -1.75137098e-01                          3.82005730e-01    
      1327      3.70000000e-01      5.17092666e-01      4.41222607e-01                          7.58700591e-02    
      1328      3.63000000e-01      7.38415855e-01      6.42636294e-01                          9.57795619e-02    
      1329      3.79000000e-01     -4.04339336e-02     -7.48958801e-02                          3.44619465e-02    
      1330      3.64000000e-01      4.42066346e-01      1.73412529e-01                          2.68653817e-01    
      1331      4.21000000e-01      5.98520573e-01     -6.16811087e-02                          6.60201682e-01    
      1332      6.00900000e+00      7.86352910e+00      5.22380974e+00                          2.63971936e+00    
      1333     -2.06400000e+00     -4.43579965e+00     -2.98672619e+00                         -1.44907346e+00    
      1334     -2.65300000e+00     -2.32069913e+00     -1.53346155e+00                         -7.87237578e-01    
      1335     -1.05630000e+01     -1.13581364e+01     -8.07852353e+00                         -3.27961289e+00    
      1336     -1.85040000e+01     -1.49949784e+01     -1.34771948e+01                         -1.51778357e+00    
      1337      1.27300000e+00      1.60151189e+00      8.00918426e-01                          8.00593464e-01    
      1338     -1.80000000e+00     -1.25150279e+00     -7.72941261e-01                         -4.78561533e-01    
      1339     -5.21000000e-01     -7.66400020e-01     -7.15178573e-01                         -5.12214470e-02    
      1340     -2.90400000e+00     -2.32136106e+00     -2.18240162e+00                         -1.38959442e-01    
      1341     -2.57000000e-01     -4.24603094e-01     -2.27248327e-01                         -1.97354767e-01    
      1342     -5.42000000e-01     -2.62549392e+00     -2.96870634e+00                          3.43212417e-01    
      1343      3.28000000e-01     -2.74388883e-01     -2.68517807e-01                         -5.87107599e-03    
      1344      2.23900000e+00      1.68599438e+00      1.15787099e+00                          5.28123387e-01    
      1345     -7.30000000e-01      8.96707974e-01      1.01688623e+00                         -1.20178257e-01    
      1346      1.66600000e+00     -6.03400481e-01     -4.89667825e-01                         -1.13732656e-01    
      1347     -1.05400000e+00     -9.34433680e-01     -5.59460411e-01                         -3.74973269e-01    
      1348     -9.56600000e+00     -9.38383260e+00     -9.54210274e+00                          1.58270138e-01    
      1349     -6.59000000e+00     -7.46171176e+00     -6.69579838e+00                         -7.65913387e-01    
      1350     -1.47550000e+01     -1.35746973e+01     -1.31190421e+01                         -4.55655192e-01    
      1351     -1.77900000e+00     -1.69959903e+00     -1.40172949e+00                         -2.97869542e-01    
      1352      5.63500000e+00      3.81350406e+00      2.95813856e+00                          8.55365497e-01    
      1353     -7.00000000e-03     -1.64079071e+00     -2.39075535e+00                          7.49964646e-01    
      1354      1.32300000e+00      2.41724672e+00      1.26217580e+00                          1.15507092e+00    
      1355      6.24700000e+00      4.40704041e+00      5.91376679e+00                         -1.50672639e+00    
      1356     -1.79600000e+00     -2.05215598e+00     -3.18170629e+00                          1.12955031e+00    
      1357      2.11900000e+00     -1.52643713e-01      7.03073067e-01                         -8.55716780e-01    
      1358      5.60000000e-02      6.55266135e-02      1.14554490e-02                          5.40711645e-02    
      1359     -1.80300000e+00      9.95016521e-01     -6.76237306e-01                          1.67125383e+00    
      1360      9.61000000e-01      8.56726776e-01     -1.35428395e+00                          2.21101073e+00    
      1361     -1.54970000e+01     -1.49113852e+01     -7.63208415e+00                         -7.27930101e+00    
      1362     -5.29900000e+00     -4.59653963e+00     -3.39215758e+00                         -1.20438205e+00    
      1363     -1.02400000e+00     -1.54088140e+00     -9.82884982e-01                         -5.57996419e-01    
      1364     -1.51940000e+01     -1.60871190e+01     -1.27740835e+01                         -3.31303542e+00    
      1365      9.68000000e-01      1.75298794e+00      1.50449252e+00                          2.48495421e-01    
      1366      2.17600000e+00      3.07339263e-01     -1.03941405e+00                          1.34675331e+00    
      1367     -1.91700000e+00     -1.09652276e+00     -1.96139255e+00                          8.64869791e-01    
      1368      1.13700000e+00      4.37900680e+00      3.19921437e+00                          1.17979243e+00    
      1369     -1.72500000e+00     -1.32026563e+00     -1.24186650e+00                         -7.83991360e-02    
      1370      3.20600000e+00      3.85921489e+00      3.14170491e+00                          7.17509972e-01    
      1371      2.88000000e-01     -7.27671752e-01     -2.32430505e-02                         -7.04428702e-01    
      1372      2.32700000e+00      3.47733292e+00      2.98590330e+00                          4.91429618e-01    
      1373      2.25400000e+00      1.76037301e+00      1.61714329e+00                          1.43229715e-01    
      1374     -1.86000000e-01      5.89286609e-02      1.85306872e-01                         -1.26378211e-01    
      1375     -7.48800000e+00     -7.99824157e+00     -7.20049178e+00                         -7.97749796e-01    
      1376     -6.62100000e+00     -6.43427560e+00     -4.72557464e+00                         -1.70870096e+00    
      1377     -1.25630000e+01     -1.23222334e+01     -8.96160169e+00                         -3.36063167e+00    
      1378     -1.52380000e+01     -1.70776897e+01     -1.57719863e+01                         -1.30570345e+00    
      1379      6.00000000e-02     -6.25008095e-01     -1.83263556e+00                          1.20762747e+00    
