    #index           Reference          Calculated         Polynomials    Electrostatics (Permanent + Induced)    
      7143      7.60000000e-02      5.58009495e-02      1.25513257e-02                          4.32496237e-02    
      7144     -2.66000000e-01     -3.09840522e-01     -2.61454433e-01                         -4.83860889e-02    
      7145     -5.00000000e-03      5.56149378e-02      5.76748434e-02                         -2.05990552e-03    
      7146     -2.50000000e-02      7.48218170e-03      1.43799981e-02                         -6.89781642e-03    
      7147     -9.00000000e-03     -6.46283458e-03      0.00000000e+00                         -6.46283458e-03    
      7148     -8.00000000e-03     -1.40994848e-02     -4.42975056e-03                         -9.66973428e-03    
      7149     -6.20000000e-02     -9.60536524e-02     -3.88611250e-02                         -5.71925274e-02    
      7150      9.00000000e-03      3.09053764e-02      9.64485092e-02                         -6.55431328e-02    
      7151     -2.00000000e-03     -1.46250089e-03      0.00000000e+00                         -1.46250089e-03    
      7152     -1.70000000e-02     -1.06839191e-02     -3.35484417e-03                         -7.32907492e-03    
      7153     -5.00000000e-03      4.49756657e-02      4.59635497e-02                         -9.87883977e-04    
      7154     -6.00000000e-03     -2.73298130e-03      0.00000000e+00                         -2.73298130e-03    
      7155     -2.80000000e-02     -1.32446000e-01     -1.10211580e-01                         -2.22344207e-02    
      7156      1.40000000e-01      1.10711647e-01     -1.40588719e-02                          1.24770519e-01    
      7157      2.60000000e-02     -2.61479392e-03     -1.86757513e-02                          1.60609573e-02    
      7158      4.00000000e-03     -2.19644654e-03      0.00000000e+00                         -2.19644654e-03    
      7159     -3.90000000e-02      7.15124874e-02      8.24631181e-02                         -1.09506308e-02    
      7160      2.10000000e-02      6.65991902e-03      0.00000000e+00                          6.65991902e-03    
      7161      1.07000000e-01      1.19174082e-01      5.47224602e-02                          6.44516221e-02    
      7162      1.93000000e-01     -7.37863544e-02     -1.12531018e-01                          3.87446632e-02    
      7163      1.90000000e-02      4.65637818e-03      7.51796638e-03                         -2.86158821e-03    
      7164     -3.00000000e-02     -6.68622039e-03      0.00000000e+00                         -6.68622039e-03    
      7165     -1.90000000e-02     -1.52744609e-02      2.41618603e-02                         -3.94363212e-02    
      7166      8.40000000e-02      6.75236518e-02      3.21740516e-02                          3.53496002e-02    
      7167     -2.70000000e-02     -3.78443527e-02      0.00000000e+00                         -3.78443527e-02    
      7168     -2.10000000e-02      2.01459712e-02     -5.40482936e-02                          7.41942649e-02    
      7169      4.00000000e-03      3.88282889e-03      0.00000000e+00                          3.88282889e-03    
      7170      1.10000000e-02      3.06884950e-04      0.00000000e+00                          3.06884950e-04    
      7171      3.60000000e-02      8.52794326e-02      3.45143300e-02                          5.07651025e-02    
      7172      7.00000000e-03      5.66759157e-03      0.00000000e+00                          5.66759157e-03    
      7173      6.00000000e-03      3.11371648e-03      0.00000000e+00                          3.11371648e-03    
      7174     -1.79000000e-01     -1.42073415e-01     -5.80249495e-02                         -8.40484652e-02    
      7175     -2.00000000e-03     -6.63700995e-03      0.00000000e+00                         -6.63700995e-03    
      7176      1.90000000e-02      1.33398607e-02      0.00000000e+00                          1.33398607e-02    
      7177     -2.50000000e-02     -2.70404957e-02      0.00000000e+00                         -2.70404957e-02    
      7178     -5.39000000e-01     -3.38836519e-01     -7.15148435e-02                         -2.67321675e-01    
      7179      4.30000000e-02      2.21236711e-02      0.00000000e+00                          2.21236711e-02    
      7180      9.10000000e-02     -6.56480371e-02     -7.03913684e-02                          4.74333131e-03    
      7181     -1.00000000e-03     -1.04622650e-03      0.00000000e+00                         -1.04622650e-03    
      7182      1.88000000e-01      1.14857859e-01      5.77921451e-02                          5.70657140e-02    
      7183      2.40000000e-02      1.82469535e-02      9.84736556e-03                          8.39958792e-03    
      7184      9.00000000e-03     -1.99912589e-02     -1.48151830e-02                         -5.17607593e-03    
      7185      5.90000000e-02     -2.93755250e-02     -3.85147384e-02                          9.13921336e-03    
      7186     -7.00000000e-03      6.28528362e-04      0.00000000e+00                          6.28528362e-04    
      7187     -1.00000000e-03      5.36929942e-02      4.77288065e-02                          5.96418771e-03    
      7188     -3.20000000e-02     -1.20918646e-02      2.30400533e-02                         -3.51319179e-02    
      7189      2.00000000e-03     -3.93894833e-04      0.00000000e+00                         -3.93894833e-04    
      7190      3.60000000e-02      3.50249869e-02     -4.48705086e-03                          3.95120377e-02    
      7191     -1.90000000e-02     -2.98851936e-03      0.00000000e+00                         -2.98851936e-03    
      7192      8.60000000e-02      1.37432014e-01      1.69566929e-01                         -3.21349148e-02    
      7193      1.80000000e-02     -1.75218920e-02     -2.73831967e-02                          9.86130473e-03    
      7194      3.90000000e-02      4.08958374e-02      1.41003514e-02                          2.67954860e-02    
      7195      1.70000000e-02      9.94568344e-03      0.00000000e+00                          9.94568344e-03    
      7196      3.60000000e-02      1.88990144e-02      9.61850700e-02                         -7.72860556e-02    
      7197      1.00000000e-03      2.59858257e-02      2.30107757e-02                          2.97504999e-03    
      7198      6.00000000e-03      3.51459046e-02      3.10383029e-02                          4.10760167e-03    
      7199     -1.00000000e-03     -1.20751009e-02      0.00000000e+00                         -1.20751009e-02    
      7200     -6.60000000e-01     -4.92380093e-01     -3.12126051e-01                         -1.80254042e-01    
      7201     -1.01000000e-01     -6.99418348e-02     -5.62496460e-02                         -1.36921888e-02    
      7202      4.10000000e-02      1.77031957e-01      8.84416877e-02                          8.85902694e-02    
      7203      6.80000000e-02      8.75609781e-02      4.78041763e-02                          3.97568018e-02    
      7204      2.13000000e-01      4.42044797e-01      3.54978195e-01                          8.70666019e-02    
      7205      1.26000000e-01      3.97542191e-02     -1.65335312e-02                          5.62877503e-02    
      7206     -6.00000000e-03     -6.50607242e-03      0.00000000e+00                         -6.50607242e-03    
      7207     -3.53000000e-01     -2.34718829e-01     -1.51335337e-01                         -8.33834923e-02    
      7208     -7.00000000e-03     -3.53321866e-03      0.00000000e+00                         -3.53321866e-03    
      7209      3.00000000e-03     -3.84431498e-04      0.00000000e+00                         -3.84431498e-04    
      7210     -4.70000000e-02     -3.19694088e-02      0.00000000e+00                         -3.19694088e-02    
      7211      6.00000000e-03      4.37230604e-03      0.00000000e+00                          4.37230604e-03    
      7212     -1.17000000e-01     -3.21397763e-01     -1.21276616e-01                         -2.00121147e-01    
      7213      1.37000000e-01      1.52632212e-01      1.17319727e-01                          3.53124844e-02    
      7214      9.00000000e-03      2.48824686e-03      0.00000000e+00                          2.48824686e-03    
      7215     -8.00000000e-02     -3.19782300e-02     -2.78654811e-02                         -4.11274896e-03    
      7216     -3.00000000e-02      1.25129965e-03      1.05609619e-02                         -9.30966229e-03    
      7217     -1.20000000e-02     -2.85752271e-03      0.00000000e+00                         -2.85752271e-03    
      7218      2.00000000e-03     -2.79433112e-03     -3.76553076e-03                          9.71199636e-04    
      7219     -3.30000000e-02      8.80736944e-02      8.60271286e-02                          2.04656587e-03    
      7220      4.30000000e-02      1.02364732e-02     -1.31795419e-02                          2.34160151e-02    
      7221     -5.00000000e-03     -2.71986121e-03      0.00000000e+00                         -2.71986121e-03    
      7222      4.10000000e-02      1.98508771e-02      0.00000000e+00                          1.98508771e-02    
      7223      1.50000000e-01      7.49165311e-02      5.25863718e-02                          2.23301594e-02    
      7224     -2.20000000e-02     -1.76721115e-02     -1.28285212e-03                         -1.63892594e-02    
      7225     -1.90000000e-02     -5.13910743e-02     -6.61051374e-02                          1.47140632e-02    
      7226      1.20000000e-02      4.02370371e-05      3.36494116e-04                         -2.96257079e-04    
      7227     -1.40000000e-02      1.78652683e-01      1.61826290e-01                          1.68263933e-02    
      7228      9.00000000e-03     -9.42428411e-03     -2.27695409e-02                          1.33452568e-02    
      7229     -1.00000000e-02     -8.28840332e-03      1.80482014e-04                         -8.46888533e-03    
      7230      9.60000000e-02      2.17993222e-01      2.09565416e-01                          8.42780632e-03    
      7231     -2.00000000e-03     -4.17369656e-04      0.00000000e+00                         -4.17369656e-04    
      7232      2.04000000e-01      9.72711976e-02      5.41547059e-02                          4.31164918e-02    
      7233     -3.80000000e-02     -1.36599940e-02      0.00000000e+00                         -1.36599940e-02    
      7234      3.70000000e-02      3.05735845e-02      1.04676836e-02                          2.01059009e-02    
      7235      2.60000000e-02      2.10742035e-02      7.37473034e-03                          1.36994731e-02    
      7236     -7.00000000e-03      4.01920140e-01      6.15832944e-01                         -2.13912804e-01    
      7237     -3.00000000e-03     -2.58583925e-03      0.00000000e+00                         -2.58583925e-03    
      7238     -1.00000000e-01     -1.06499084e-01     -2.35449154e-02                         -8.29541686e-02    
      7239      0.00000000e+00      1.75470167e-03      0.00000000e+00                          1.75470167e-03    
      7240      1.10000000e-02      3.47476286e-03     -1.19773297e-02                          1.54520926e-02    
      7241     -5.90000000e-02     -3.48761346e-02     -2.23609275e-03                         -3.26400419e-02    
      7242      9.50000000e-02      4.29915694e-02     -5.61700864e-03                          4.86085781e-02    
      7243      1.70000000e-02      8.39464141e-03      0.00000000e+00                          8.39464141e-03    
      7244      1.22000000e-01     -1.65554297e-01     -8.79651794e-02                         -7.75891173e-02    
      7245      1.18000000e-01      1.43407251e-01      1.01595995e-01                          4.18112563e-02    
      7246     -2.20000000e-02     -1.40768775e-02      0.00000000e+00                         -1.40768775e-02    
      7247     -1.44000000e-01     -1.38480629e-01     -4.75445760e-02                         -9.09360532e-02    
      7248      2.00000000e-03      1.82323466e-03      0.00000000e+00                          1.82323466e-03    
      7249      0.00000000e+00      1.19694698e-03      0.00000000e+00                          1.19694698e-03    
      7250      6.10000000e-02      4.20222950e-02      3.15876724e-03                          3.88635277e-02    
      7251      2.49000000e-01     -9.09593092e-01     -1.05548583e+00                          1.45892742e-01    
      7252      4.70000000e-02     -2.88684160e-02     -5.77833297e-02                          2.89149137e-02    
      7253      9.60000000e-02      8.76464357e-04      1.02738583e-03                         -1.50921476e-04    
      7254      1.64000000e-01      8.64424403e-02     -1.47168028e-02                          1.01159243e-01    
      7255      3.30000000e-02      5.19165179e-02      3.07285609e-02                          2.11879570e-02    
      7256     -2.20000000e-02     -1.17135979e-02      4.39480446e-03                         -1.61084024e-02    
      7257     -1.20000000e-02     -3.59922665e-03      2.62508303e-03                         -6.22430967e-03    
      7258      1.00000000e-03     -3.61213832e-04      0.00000000e+00                         -3.61213832e-04    
      7259     -6.50000000e-02     -4.51150665e-02     -2.48337478e-02                         -2.02813188e-02    
      7260     -4.00000000e-02     -5.19181742e-02     -2.05881744e-02                         -3.13299998e-02    
      7261     -4.00000000e-03      9.52590286e-02      1.13842838e-01                         -1.85838094e-02    
      7262      2.00000000e-02      1.09258902e-02      0.00000000e+00                          1.09258902e-02    
      7263      7.00000000e-03     -2.02772060e-03      0.00000000e+00                         -2.02772060e-03    
      7264      0.00000000e+00     -8.30843744e-03     -6.60410085e-03                         -1.70433658e-03    
      7265     -7.00000000e-03     -7.08976125e-03      0.00000000e+00                         -7.08976125e-03    
      7266     -5.20000000e-02     -4.59367684e-02      0.00000000e+00                         -4.59367684e-02    
      7267      1.21000000e-01      1.28075867e-01      7.75096904e-02                          5.05661762e-02    
      7268      2.40000000e-02      1.15761375e-02      0.00000000e+00                          1.15761375e-02    
      7269     -4.30000000e-02     -2.44869563e-02      0.00000000e+00                         -2.44869563e-02    
      7270      4.30000000e-02      1.61374265e-02      0.00000000e+00                          1.61374265e-02    
      7271      6.00000000e-03      3.34823032e-02      3.16373772e-02                          1.84492597e-03    
      7272     -2.00000000e-03      4.88758140e-03      7.85346933e-03                         -2.96588793e-03    
      7273      2.60000000e-02      1.84587305e-02      0.00000000e+00                          1.84587305e-02    
      7274      3.00000000e-01      3.81842248e-01      2.81409094e-01                          1.00433154e-01    
      7275      7.80000000e-02      2.91020172e-03      3.05927908e-02                         -2.76825890e-02    
      7276      3.00000000e-03     -7.08739470e-03     -4.79956668e-03                         -2.28782803e-03    
      7277     -1.20000000e-01      3.70803205e-03      6.68281423e-02                         -6.31201102e-02    
      7278      3.00000000e-03      4.45788429e-03      0.00000000e+00                          4.45788429e-03    
      7279      2.00000000e-03     -3.65443750e-03      0.00000000e+00                         -3.65443750e-03    
      7280     -7.00000000e-03     -4.58130074e-03      0.00000000e+00                         -4.58130074e-03    
      7281      0.00000000e+00      1.45081649e-03      0.00000000e+00                          1.45081649e-03    
      7282     -3.00000000e-03      4.56399017e-03      0.00000000e+00                          4.56399017e-03    
      7283     -1.20000000e-02      7.87153939e-04      2.95561873e-03                         -2.16846479e-03    
      7284      2.00000000e-03     -9.29605844e-04      0.00000000e+00                         -9.29605844e-04    
      7285      1.60000000e-02      8.04575675e-03     -2.86156899e-02                          3.66614467e-02    
      7286      2.00000000e-02      4.82172180e-02      4.93906270e-02                         -1.17340905e-03    
      7287      3.70000000e-02      4.61964611e-02      1.55479752e-02                          3.06484859e-02    
      7288     -3.66000000e-01     -4.62607068e-01     -1.91626112e-01                         -2.70980956e-01    
      7289     -7.60000000e-02     -1.43816185e-01     -1.05098341e-01                         -3.87178443e-02    
      7290     -2.60000000e-02      1.27914406e-01      1.35681533e-01                         -7.76712644e-03    
      7291     -7.50000000e-02     -7.12278307e-02     -1.91515898e-02                         -5.20762409e-02    
      7292     -3.80000000e-02      3.32059013e-02      5.41664727e-02                         -2.09605713e-02    
      7293     -3.80000000e-02     -1.22166689e-01     -1.02372057e-01                         -1.97946319e-02    
      7294      1.19000000e-01      1.16289444e-02     -4.57698058e-02                          5.73987501e-02    
      7295     -4.10000000e-02      2.02569411e-01      1.37461654e-01                          6.51077568e-02    
      7296     -1.80000000e-02      3.18093301e-02      2.57449262e-02                          6.06440385e-03    
      7297      1.10000000e-02      2.68059197e-03     -4.32855323e-03                          7.00914520e-03    
      7298      1.00000000e-02      1.99447116e-03      0.00000000e+00                          1.99447116e-03    
      7299      3.40000000e-02      1.16441040e-02      0.00000000e+00                          1.16441040e-02    
      7300     -1.01000000e-01      6.26265504e-02      1.83710924e-01                         -1.21084373e-01    
      7301      1.70000000e-02      7.34541475e-03      0.00000000e+00                          7.34541475e-03    
      7302      6.30000000e-02      6.86169590e-02      1.53369730e-03                          6.70832617e-02    
      7303      6.30000000e-02      8.50110978e-03     -3.32519020e-02                          4.17530118e-02    
      7304      3.50000000e-02      8.24623008e-02      7.44210058e-02                          8.04129497e-03    
      7305     -5.40000000e-02     -5.74847111e-02     -1.79086773e-02                         -3.95760338e-02    
      7306      0.00000000e+00     -6.50750319e-03      0.00000000e+00                         -6.50750319e-03    
      7307      1.41000000e-01     -8.99206635e-03     -2.02889922e-02                          1.12969258e-02    
      7308      1.20000000e-02     -1.96523990e-02     -2.96037110e-02                          9.95131206e-03    
      7309      1.80000000e-02      4.19961590e-02      1.89979196e-02                          2.29982393e-02    
      7310     -4.00000000e-03     -1.17096282e-02      0.00000000e+00                         -1.17096282e-02    
      7311     -1.00000000e-03     -9.72278522e-04      0.00000000e+00                         -9.72278522e-04    
      7312     -6.70000000e-02      1.03800165e-03      2.32494656e-02                         -2.22114639e-02    
      7313      6.00000000e-03     -3.46510956e-03      0.00000000e+00                         -3.46510956e-03    
      7314     -1.20000000e-02      5.62185325e-02      5.80414779e-02                         -1.82294537e-03    
      7315      2.00000000e-02     -4.77487703e-02     -8.87827215e-02                          4.10339512e-02    
      7316      3.10000000e-02      1.01591563e-01      8.88920773e-02                          1.26994857e-02    
      7317     -9.50000000e-02     -1.49585478e-02      1.50656506e-02                         -3.00241984e-02    
      7318     -7.90000000e-02     -1.06278605e-01     -1.68638600e-02                         -8.94147449e-02    
      7319      1.80000000e-02      8.22638690e-03      0.00000000e+00                          8.22638690e-03    
      7320     -2.90000000e-02      2.26009556e-02      7.40906529e-02                         -5.14896973e-02    
      7321     -5.00000000e-02     -3.09638360e-02      0.00000000e+00                         -3.09638360e-02    
      7322     -5.40000000e-02     -1.07610667e-02     -3.14121007e-03                         -7.61985663e-03    
      7323      1.59000000e-01      1.36108966e-01      9.65384694e-02                          3.95704961e-02    
      7324     -3.20000000e-02      1.25533641e-01      1.00334801e-01                          2.51988402e-02    
      7325      5.00000000e-03      2.15962437e-03      0.00000000e+00                          2.15962437e-03    
      7326     -1.00000000e-02     -6.42049741e-03      0.00000000e+00                         -6.42049741e-03    
      7327      3.00000000e-03     -1.62421986e-03      0.00000000e+00                         -1.62421986e-03    
      7328     -8.00000000e-03     -3.16019003e-03      0.00000000e+00                         -3.16019003e-03    
      7329      0.00000000e+00     -4.94203757e-03      0.00000000e+00                         -4.94203757e-03    
      7330     -5.80000000e-02     -8.28515923e-02      9.14970809e-02                         -1.74348673e-01    
      7331     -5.90000000e-02      1.30099074e-02     -1.34466947e-02                          2.64566021e-02    
      7332     -6.30000000e-02     -1.23252413e-01     -6.88521802e-02                         -5.44002332e-02    
      7333     -1.20000000e-02     -6.65708982e-03      5.91017338e-04                         -7.24810716e-03    
      7334      1.90000000e-02     -3.55717348e-02     -5.45306669e-02                          1.89589320e-02    
      7335      2.00000000e-03      5.52179344e-04      0.00000000e+00                          5.52179344e-04    
      7336      1.67000000e-01      2.55655425e-01      1.84291086e-01                          7.13643397e-02    
      7337      0.00000000e+00     -3.15681935e-05      0.00000000e+00                         -3.15681935e-05    
      7338      3.60000000e-02     -4.19652226e-02     -2.72238811e-02                         -1.47413416e-02    
      7339     -1.00000000e-03      3.36646605e-03      0.00000000e+00                          3.36646605e-03    
      7340     -6.90000000e-02     -2.67245055e-02      1.91474442e-02                         -4.58719497e-02    
      7341      3.40000000e-02      1.70727208e-02     -3.01809423e-03                          2.00908151e-02    
      7342      4.00000000e-03     -9.13184698e-03     -9.09677765e-03                         -3.50693362e-05    
      7343      8.00000000e-03     -1.56547897e-03      0.00000000e+00                         -1.56547897e-03    
      7344     -1.50000000e-02     -2.86161796e-03      0.00000000e+00                         -2.86161796e-03    
      7345     -8.00000000e-03     -5.39077984e-03     -9.97590199e-04                         -4.39318964e-03    
      7346      7.20000000e-02      5.04075827e-02     -2.00199293e-03                          5.24095757e-02    
      7347      4.00000000e-03     -5.02392659e-04      0.00000000e+00                         -5.02392659e-04    
      7348     -1.50000000e-02      1.02783524e-02      1.75452154e-02                         -7.26686295e-03    
      7349      4.20000000e-02      4.35215145e-02      2.45087498e-02                          1.90127648e-02    
      7350      1.60000000e-02     -1.68203077e-03     -1.41207187e-02                          1.24386880e-02    
      7351     -4.06000000e-01     -6.51087035e-01     -4.41475477e-01                         -2.09611558e-01    
      7352      4.00000000e-02      2.18618708e-02      0.00000000e+00                          2.18618708e-02    
      7353      1.02000000e-01      1.20770015e-02     -4.50813852e-02                          5.71583867e-02    
      7354      1.00000000e-02      1.70972671e-03      0.00000000e+00                          1.70972671e-03    
      7355     -4.50000000e-02     -3.35147698e-02      3.18546090e-03                         -3.67002307e-02    
      7356     -4.60000000e-02      3.68004358e-03      2.65384380e-03                          1.02619979e-03    
      7357     -8.00000000e-03     -9.33131662e-04      0.00000000e+00                         -9.33131662e-04    
      7358      6.00000000e-03     -1.81937835e-04      0.00000000e+00                         -1.81937835e-04    
      7359     -7.00000000e-03      1.00181686e-01      9.16703220e-02                          8.51136367e-03    
      7360     -1.74000000e-01     -1.24207989e-01      2.32741569e-01                         -3.56949558e-01    
      7361      1.10000000e-02      7.29977815e-03      0.00000000e+00                          7.29977815e-03    
      7362      1.20000000e-02      7.30153333e-03      0.00000000e+00                          7.30153333e-03    
      7363      1.84000000e-01      1.89616205e-01      9.11356677e-02                          9.84805370e-02    
      7364     -3.20000000e-02     -2.02728704e-02      0.00000000e+00                         -2.02728704e-02    
      7365     -3.26000000e-01     -6.34358221e-03      2.04296177e-01                         -2.10639759e-01    
      7366      6.00000000e-03      1.49134637e-02      3.17307860e-02                         -1.68173223e-02    
      7367      4.00000000e-03     -1.62879388e-03     -6.92958529e-03                          5.30079141e-03    
      7368      1.46000000e-01      1.53078588e-01      9.94709386e-02                          5.36076497e-02    
      7369      4.00000000e-03      3.73824712e-03      0.00000000e+00                          3.73824712e-03    
      7370     -5.10000000e-02     -2.73415423e-02      0.00000000e+00                         -2.73415423e-02    
      7371      1.10000000e-02      5.66535838e-03      0.00000000e+00                          5.66535838e-03    
      7372      2.03000000e-01      2.32013185e-01      1.01760113e-01                          1.30253072e-01    
      7373      9.00000000e-03      5.94526886e-03      0.00000000e+00                          5.94526886e-03    
      7374     -4.00000000e-03     -1.96144968e-03      0.00000000e+00                         -1.96144968e-03    
      7375     -2.00000000e-03     -2.18227390e-03      0.00000000e+00                         -2.18227390e-03    
      7376      5.00000000e-02      1.00168076e-01      8.20134506e-02                          1.81546256e-02    
      7377      6.30000000e-02      4.43329849e-02      2.78591268e-02                          1.64738581e-02    
      7378     -1.00000000e-03     -2.73797699e-03      0.00000000e+00                         -2.73797699e-03    
      7379      3.10000000e-02      4.67650404e-02      4.80727623e-02                         -1.30772192e-03    
      7380     -2.59000000e-01     -2.24785360e-01     -1.46489285e-02                         -2.10136431e-01    
      7381     -6.90000000e-02     -4.08411631e-02      0.00000000e+00                         -4.08411631e-02    
      7382     -1.30000000e-02     -8.33616019e-03      0.00000000e+00                         -8.33616019e-03    
      7383      8.30000000e-02      9.16959397e-02      5.69585477e-02                          3.47373920e-02    
      7384     -3.00000000e-03     -6.80622334e-03     -1.20365397e-02                          5.23031637e-03    
      7385      1.19000000e-01      5.32691337e-02      6.25194422e-04                          5.26439392e-02    
      7386      1.40000000e-02      1.07702445e-01      9.94601379e-02                          8.24230755e-03    
      7387     -5.80000000e-02     -5.76515974e-03      2.20103990e-02                         -2.77755587e-02    
      7388      5.04000000e-01      4.93570452e-01      2.79268116e-01                          2.14302336e-01    
      7389     -2.53000000e-01      6.54929222e-02      6.56069461e-02                         -1.14023866e-04    
      7390     -5.10000000e-02     -2.90925690e-02     -2.02770656e-02                         -8.81550347e-03    
      7391      4.00000000e-03      2.20537892e-03      0.00000000e+00                          2.20537892e-03    
      7392      1.80000000e-02      4.29758389e-02      3.19978512e-02                          1.09779877e-02    
      7393      2.00000000e-03      1.90271098e-03      0.00000000e+00                          1.90271098e-03    
      7394      8.00000000e-03      9.31890114e-03      8.28502953e-03                          1.03387160e-03    
      7395      7.50000000e-02     -8.85976434e-02     -1.11564080e-01                          2.29664363e-02    
      7396      1.00000000e-03     -4.63006601e-02     -4.99892917e-02                          3.68863160e-03    
      7397      5.00000000e-03     -5.27887063e-03     -7.97203608e-03                          2.69316544e-03    
      7398     -4.40000000e-02     -4.87211746e-03      1.39558521e-02                         -1.88279696e-02    
      7399     -1.30000000e-02     -1.49846396e-02      2.63878528e-02                         -4.13724924e-02    
      7400     -6.00000000e-03     -2.53881771e-03      0.00000000e+00                         -2.53881771e-03    
      7401      1.00000000e-03      5.29539635e-02      3.78881494e-02                          1.50658141e-02    
      7402     -2.10000000e-01     -1.64662056e-01      1.12857526e-02                         -1.75947809e-01    
      7403     -4.70000000e-02     -5.19520810e-02      1.88800451e-02                         -7.08321261e-02    
      7404      0.00000000e+00      8.49379087e-03      1.48593381e-03                          7.00785706e-03    
      7405     -1.00000000e-02     -7.87115258e-03     -7.84839565e-05                         -7.79266862e-03    
      7406     -1.06000000e-01     -7.89140256e-02      1.54253842e-02                         -9.43394098e-02    
      7407      2.60000000e-02      3.09810512e-02      1.42250789e-02                          1.67559723e-02    
      7408     -5.20000000e-02     -5.99746711e-02     -2.73985431e-02                         -3.25761280e-02    
      7409      1.40000000e-02      3.81183072e-03      0.00000000e+00                          3.81183072e-03    
      7410     -5.00000000e-02     -2.22223440e-02      0.00000000e+00                         -2.22223440e-02    
      7411     -2.10000000e-02     -1.45664977e-02     -6.81314268e-03                         -7.75335506e-03    
      7412      2.20000000e-02      4.20392725e-02      3.07584775e-02                          1.12807950e-02    
      7413      8.00000000e-03     -1.05284513e-03      0.00000000e+00                         -1.05284513e-03    
      7414     -1.05000000e-01     -1.18944101e-01     -5.94898682e-02                         -5.94542330e-02    
      7415     -2.00000000e-03      7.87704497e-04      0.00000000e+00                          7.87704497e-04    
      7416      3.90000000e-02     -7.50847696e-03     -3.23944879e-02                          2.48860109e-02    
      7417      1.82000000e-01      1.69000899e-01      5.44543022e-02                          1.14546597e-01    
      7418      7.00000000e-03      2.51775354e-03      0.00000000e+00                          2.51775354e-03    
      7419     -1.50000000e-02     -1.65527045e-02     -8.38545041e-03                         -8.16725409e-03    
      7420      2.90000000e-02      3.50010362e-02      6.43049063e-03                          2.85705456e-02    
      7421      3.00000000e-02      3.67726988e-02      6.06278493e-03                          3.07099139e-02    
      7422      7.00000000e-03      1.77022218e-02      4.39556212e-02                         -2.62533994e-02    
      7423     -1.13000000e-01     -1.26847153e-01     -4.94134284e-02                         -7.74337247e-02    
      7424     -5.00000000e-03     -4.20031308e-03      0.00000000e+00                         -4.20031308e-03    
      7425      2.00000000e-03      3.14379241e-02      4.34404210e-02                         -1.20024968e-02    
      7426     -3.33000000e-01     -1.04851687e-01      6.52931184e-02                         -1.70144805e-01    
      7427     -1.21000000e-01     -8.32240271e-02     -7.23075801e-02                         -1.09164470e-02    
      7428     -7.10000000e-02     -2.14670651e-02      3.27130311e-02                         -5.41800962e-02    
      7429     -7.00000000e-03     -6.29522366e-03      0.00000000e+00                         -6.29522366e-03    
      7430      8.00000000e-02      6.89182620e-02      3.68206992e-02                          3.20975628e-02    
      7431      9.00000000e-03     -2.45849620e-03      0.00000000e+00                         -2.45849620e-03    
      7432     -5.00000000e-03     -7.75934066e-04      0.00000000e+00                         -7.75934066e-04    
      7433     -2.30000000e-02     -1.45691276e-02      0.00000000e+00                         -1.45691276e-02    
      7434      3.22000000e-01      3.11646533e-01      2.43569680e-01                          6.80768534e-02    
      7435      3.00000000e-03     -1.23965715e-03      6.53833123e-05                         -1.30504047e-03    
      7436      5.90000000e-02      5.39126129e-02      8.77506742e-02                         -3.38380613e-02    
      7437     -3.40000000e-02      1.58958207e-02      3.66892849e-02                         -2.07934643e-02    
      7438      1.50000000e-02     -3.30587638e-04     -4.67476370e-03                          4.34417606e-03    
      7439      1.50000000e-02     -3.20089372e-02     -3.58332635e-02                          3.82432633e-03    
      7440     -2.00000000e-02      1.01965193e-01      1.10098604e-01                         -8.13341118e-03    
      7441      5.00000000e-03     -6.67508649e-04      0.00000000e+00                         -6.67508649e-04    
      7442     -1.20000000e-02      2.48163430e-03      0.00000000e+00                          2.48163430e-03    
      7443      8.00000000e-03      6.20909881e-03     -4.22452082e-04                          6.63155090e-03    
      7444     -1.60000000e-02     -6.63830457e-03      0.00000000e+00                         -6.63830457e-03    
      7445      6.60000000e-02      1.11009725e-01      6.32982169e-02                          4.77115077e-02    
      7446     -1.00000000e-01     -1.88351474e-01     -1.82043642e-01                         -6.30783181e-03    
      7447      4.00000000e-03     -7.96868647e-04      0.00000000e+00                         -7.96868647e-04    
      7448      0.00000000e+00      3.05702141e-03      0.00000000e+00                          3.05702141e-03    
      7449     -2.50000000e-02     -5.12253156e-02     -2.93297728e-02                         -2.18955428e-02    
      7450      2.39000000e-01      2.10009543e-01      7.46139745e-02                          1.35395569e-01    
      7451     -1.60000000e-02     -1.66896856e-02      0.00000000e+00                         -1.66896856e-02    
      7452     -9.00000000e-03     -8.83701945e-04      0.00000000e+00                         -8.83701945e-04    
      7453     -3.08000000e-01     -3.58044541e-01     -2.34324501e-01                         -1.23720040e-01    
      7454      0.00000000e+00      9.77334718e-04      0.00000000e+00                          9.77334718e-04    
      7455     -6.00000000e-03      4.79091138e-03      0.00000000e+00                          4.79091138e-03    
      7456     -2.00000000e-03     -3.73757275e-03      0.00000000e+00                         -3.73757275e-03    
      7457     -6.40000000e-02     -8.16754195e-02     -5.10618003e-02                         -3.06136192e-02    
      7458      1.80000000e-02      1.19808777e-02      0.00000000e+00                          1.19808777e-02    
      7459     -1.30000000e-02     -9.30158564e-03      0.00000000e+00                         -9.30158564e-03    
      7460     -5.00000000e-02     -5.46506797e-04      1.94915620e-02                         -2.00380688e-02    
      7461      3.00000000e-03      1.02155973e-03      2.24768746e-03                         -1.22612772e-03    
