    #index           Reference          Calculated         Polynomials          Dispersion    Electrostatics (Permanent + Induced)    
      2407      9.66400000e+00      9.60968302e+00      1.91041889e+01     -6.04156368e+00                         -3.45294223e+00    
      2408      3.83800000e+01      3.70634713e+01      3.89871475e+01     -5.38517188e+00                          3.46149568e+00    
      2409      7.56030000e+01      7.50834890e+01      1.06616070e+02     -2.14020849e+01                         -1.01304963e+01    
      2410      1.29846000e+02      1.19895349e+02      1.58495574e+02     -3.93385166e+01                          7.38291618e-01    
      2411      4.43020000e+01      4.45479541e+01      6.79315649e+01     -1.87739566e+01                         -4.60965414e+00    
      2412      5.48140000e+01      5.33088168e+01      7.43909736e+01     -1.86787444e+01                         -2.40341244e+00    
      2413      3.06810000e+01      3.21959280e+01      4.75759862e+01     -1.02921875e+01                         -5.08787067e+00    
      2414      6.42580000e+01      5.33899908e+01      7.01739737e+01     -9.02429961e+00                         -7.75968331e+00    
      2415      8.18790000e+01      8.39271563e+01      1.02777102e+02     -1.26785852e+01                         -6.17136051e+00    
      2416      5.60110000e+01      4.91791085e+01      7.66455199e+01     -1.33730703e+01                         -1.40933411e+01    
      2417      1.23443000e+02      1.30612917e+02      1.78939169e+02     -2.40909406e+01                         -2.42353108e+01    
      2418      1.33736000e+02      1.35952775e+02      1.66146732e+02     -3.37778984e+01                          3.58394099e+00    
      2419      7.26700000e+00      4.80549570e+00      1.06318208e+01     -4.08638849e+00                         -1.73993657e+00    
      2420      8.77140000e+01      8.12784350e+01      1.17654251e+02     -2.95323962e+01                         -6.84341962e+00    
      2421      6.57920000e+01      6.64285592e+01      7.31111356e+01     -8.60600143e+00                          1.92342501e+00    
      2422      1.49669000e+02      1.41620808e+02      1.88577314e+02     -4.62992307e+01                         -6.57275994e-01    
      2423      1.43182000e+02      1.33171839e+02      1.74161750e+02     -3.33351047e+01                         -7.65480660e+00    
      2424      4.63450000e+01      4.56529824e+01      4.60841382e+01     -5.62926279e+00                          5.19810703e+00    
      2425      1.31634000e+02      1.34034571e+02      1.66249063e+02     -2.46658704e+01                         -7.54862122e+00    
      2426      4.33000000e+01      4.50057201e+01      4.83582384e+01     -7.13794849e+00                          3.78543020e+00    
      2427      3.76950000e+01      3.54262910e+01      6.35053767e+01     -2.47865821e+01                         -3.29250352e+00    
      2428      1.19607000e+02      1.17827385e+02      1.90839475e+02     -5.99045186e+01                         -1.31075708e+01    
      2429      3.26900000e+01      3.61746819e+01      4.36016888e+01     -9.84907817e+00                          2.42207128e+00    
      2430      4.80210000e+01      4.23075057e+01      5.55725441e+01     -8.00974803e+00                         -5.25529030e+00    
      2431      1.92340000e+02      1.91409746e+02      2.28038186e+02     -3.13343473e+01                         -5.29409308e+00    
      2432      9.78420000e+01      1.07746483e+02      1.23893261e+02     -1.89496364e+01                          2.80285876e+00    
      2433      1.02850000e+02      9.64996359e+01      1.25755960e+02     -2.72006545e+01                         -2.05566967e+00    
      2434      6.51000000e+01      5.68679622e+01      6.76218287e+01     -9.07196496e+00                         -1.68190156e+00    
      2435      4.75700000e+00      5.90471077e+00      1.30134659e+01     -4.94678377e+00                         -2.16197133e+00    
      2436      1.56603000e+02      1.62934955e+02      1.86769076e+02     -2.97132656e+01                          5.87914403e+00    
      2437      2.75550000e+01      2.16568180e+01      4.59705882e+01     -1.84739304e+01                         -5.83983983e+00    
      2438      1.14516000e+02      1.14210267e+02      1.43845678e+02     -2.77800193e+01                         -1.85539125e+00    
      2439      6.21740000e+01      5.51925998e+01      6.58915081e+01     -1.07076523e+01                          8.74406177e-03    
      2440      7.31160000e+01      7.53119954e+01      9.36919131e+01     -1.45080420e+01                         -3.87187566e+00    
      2441      1.16390000e+01      1.47657175e+01      1.49588814e+01     -4.13653030e+00                          3.94336637e+00    
      2442      9.97900000e+01      9.46244371e+01      1.37594376e+02     -2.45420256e+01                         -1.84279132e+01    
      2443      1.93110000e+01      2.06835027e+01      4.61230851e+01     -1.39549286e+01                         -1.14846539e+01    
      2444      8.49120000e+01      8.56247525e+01      1.10145584e+02     -1.99244593e+01                         -4.59637189e+00    
      2445      1.14764000e+02      1.14388910e+02      1.52602375e+02     -2.79928338e+01                         -1.02206304e+01    
      2446      3.16960000e+01      2.88757390e+01      4.12744276e+01     -1.60094349e+01                          3.61074634e+00    
      2447      1.56130000e+01      2.00598604e+01      2.87043420e+01     -8.51164517e+00                         -1.32836409e-01    
      2448      2.90300000e+00      4.33119624e+00      2.77994139e+00     -1.31116195e+00                          2.86241680e+00    
      2449      3.25670000e+01      2.71628330e+01      6.04714216e+01     -2.37404459e+01                         -9.56814273e+00    
      2450      9.41280000e+01      9.45208860e+01      1.24033209e+02     -2.21730665e+01                         -7.33925654e+00    
      2451      1.69100000e+01      1.48959517e+01      1.33682859e+01     -2.04619329e+00                          3.57385903e+00    
      2452      9.11060000e+01      8.62059676e+01      1.09928621e+02     -2.30804317e+01                         -6.42221887e-01    
      2453      3.33630000e+01      2.56807877e+01      4.66499500e+01     -1.51029430e+01                         -5.86621931e+00    
      2454      1.94390000e+01      1.79879255e+01      3.36780522e+01     -1.12828405e+01                         -4.40728626e+00    
      2455      8.01900000e+00      7.10731403e+00      1.29338795e+01     -6.09278951e+00                          2.66224077e-01    
      2456      1.06700000e+01      9.63625704e+00      1.23998405e+01     -2.57337568e+00                         -1.90207826e-01    
      2457      4.47850000e+01      4.84494909e+01      6.16483906e+01     -1.09306291e+01                         -2.26827055e+00    
      2458      3.31230000e+01      3.88874638e+01      5.22648571e+01     -1.17080400e+01                         -1.66935328e+00    
      2459     -4.30700000e+00     -1.62193373e+00      5.04842693e+00     -3.43060482e+00                         -3.23975583e+00    
      2460     -2.78200000e+00     -2.95716630e+00      2.95690773e+00     -2.68266986e+00                         -3.23140417e+00    
      2461      7.28140000e+01      7.16496804e+01      1.07467021e+02     -3.10609438e+01                         -4.75639642e+00    
      2462      8.10400000e+00      4.82642227e+00      1.60386611e+01     -6.41013194e+00                         -4.80210685e+00    
      2463      7.50100000e+00      6.81349557e+00      1.05722496e+01     -3.14136675e+00                         -6.17387270e-01    
      2464      5.49260000e+01      5.56058577e+01      7.98183632e+01     -2.37990744e+01                         -4.13431209e-01    
      2465      1.92500000e+00      2.63811266e+00      9.37927528e+00     -3.55203429e+00                         -3.18912833e+00    
      2466      4.19390000e+01      3.66688578e+01      5.70766639e+01     -2.31462375e+01                          2.73843141e+00    
      2467      9.46300000e+00      1.06228287e+01      9.87809280e+00     -2.61687021e+00                          3.36160611e+00    
      2468      2.86190000e+01      2.84474357e+01      4.25259776e+01     -1.45985205e+01                          5.19978599e-01    
      2469      1.02200000e+00      1.22302234e+00      5.44631085e+00     -3.39364989e+00                         -8.29638616e-01    
      2470     -1.88400000e+00     -3.64575709e+00      2.75359701e+00     -2.95855754e+00                         -3.44079656e+00    
      2471      3.30800000e+00      4.62327344e+00      1.01247575e+01     -5.46580204e+00                         -3.56820485e-02    
      2472      1.29710000e+01      1.59463894e+01      2.54586359e+01     -1.11619594e+01                          1.64971289e+00    
      2473      3.42990000e+01      3.34160108e+01      4.70131065e+01     -8.24251207e+00                         -5.35458359e+00    
      2474      2.77020000e+01      2.95475334e+01      3.76686569e+01     -5.27822542e+00                         -2.84289811e+00    
      2475     -3.13000000e-01      1.94661091e+00      1.93445547e+00     -1.70036172e+00                          1.71251716e+00    
      2476     -9.04000000e-01     -3.41210646e-01      2.63033346e+00     -1.53750281e+00                         -1.43404130e+00    
      2477      8.66000000e+01      8.84849364e+01      1.14197801e+02     -1.94622323e+01                         -6.25063204e+00    
      2478     -7.56000000e-01     -1.14409344e+00      1.25208498e+00     -1.58826146e+00                         -8.07916971e-01    
      2479      4.87700000e+00      1.59574427e+00      6.30264911e+00     -2.87945807e+00                         -1.82744677e+00    
      2480     -4.82000000e-01     -4.15814720e-01      2.99067838e+00     -1.35559950e+00                         -2.05089360e+00    
      2481      6.14300000e+00      7.64783687e+00      1.40961776e+01     -4.78330376e+00                         -1.66503695e+00    
      2482      1.16110000e+01      1.41057660e+01      2.09538365e+01     -5.89435656e+00                         -9.53714016e-01    
      2483      3.72050000e+01      4.46786420e+01      5.55035550e+01     -7.53463086e+00                         -3.29028216e+00    
      2484      5.00780000e+01      4.88671414e+01      8.03194143e+01     -2.88375565e+01                         -2.61471651e+00    
      2485      2.16660000e+01      1.83609699e+01      2.06644230e+01     -4.10925675e+00                          1.80580368e+00    
      2486      2.70950000e+01      2.72219091e+01      3.74492717e+01     -8.34396531e+00                         -1.88339729e+00    
      2487      8.70300000e+00      1.07942616e+01      1.65501571e+01     -5.45905014e+00                         -2.96845375e-01    
      2488      1.31630000e+01      1.13447036e+01      1.70253233e+01     -5.17053736e+00                         -5.10082265e-01    
      2489      2.60400000e+00      3.26059278e+00      2.68576806e+00     -1.52621148e+00                          2.10103619e+00    
      2490     -4.09600000e+00     -4.35924039e+00     -1.12620667e+00     -1.32075811e+00                         -1.91227561e+00    
      2491     -1.25900000e+00     -7.70279499e-01      5.90844165e-01     -1.29081855e+00                         -7.03051106e-02    
      2492     -4.72000000e-01     -8.72294306e-01      1.82274736e-01     -7.03500093e-01                         -3.51068948e-01    
      2493     -4.94000000e-01     -1.19567912e+00      1.73870242e+00     -2.07199366e+00                         -8.62387879e-01    
      2494      8.59100000e+00      9.48978401e+00      1.58361418e+01     -6.41398914e+00                          6.76314030e-02    
      2495     -5.86000000e-01     -1.78212306e-01      1.26246764e+00     -8.20748629e-01                         -6.19931315e-01    
      2496      5.71000000e-01     -5.77324680e-01      2.14147833e-02     -1.44058335e+00                          8.41843883e-01    
      2497      1.05000000e-01      1.26443138e-01      1.87614959e+00     -1.19408396e+00                         -5.55622494e-01    
      2498      7.46000000e-01      9.56077788e-01      5.99294744e-01     -9.86286993e-01                          1.34307004e+00    
      2499     -8.64000000e-01     -5.98887364e-01      2.80296080e-01     -4.44321715e-01                         -4.34861729e-01    
      2500     -4.70000000e-02     -1.55342656e+00     -9.15943884e-01     -1.01683963e+00                          3.79356951e-01    
      2501      2.38000000e+00      3.90159798e+00      8.49288251e+00     -3.47179386e+00                         -1.11949068e+00    
      2502      1.22780000e+01      1.18268018e+01      2.00805434e+01     -9.19282565e+00                          9.39084082e-01    
      2503     -2.64100000e+00     -2.80564122e+00     -1.15894603e+00     -1.35179306e+00                         -2.94902132e-01    
      2504      1.10100000e+00      1.75617481e-01     -4.49617656e-01     -9.30008159e-01                          1.55524330e+00    
      2505      6.14000000e-01      1.37746696e+00      1.48988410e+00     -2.12542569e+00                          2.01300856e+00    
      2506      5.38900000e+00      6.13922586e+00      1.15872307e+01     -5.49313030e+00                          4.51254660e-02    
      2507      2.66200000e+00      1.81355041e+00      4.51123667e+00     -2.61327411e+00                         -8.44121393e-02    
      2508      7.92000000e-01      8.00879407e-01      2.93512444e+00     -1.65466998e+00                         -4.79575048e-01    
      2509      2.85800000e+00      2.79175550e+00      1.37958483e+00     -5.84896017e-01                          1.99706669e+00    
      2510     -7.88000000e-01     -1.78469750e+00     -1.73170171e+00     -7.93716138e-01                          7.40720351e-01    
      2511     -7.00000000e-02      1.39094460e+00      5.26286746e+00     -3.49711882e+00                         -3.74804047e-01    
      2512      3.74000000e-01     -4.58400089e-01      1.31027840e-01     -1.01522761e+00                          4.25799679e-01    
      2513     -3.10200000e+00     -2.49299160e+00     -1.02672711e+00     -6.33169459e-01                         -8.33095033e-01    
      2514      2.12200000e+00      1.38997089e+00      7.77978338e-01     -6.46075670e-01                          1.25806822e+00    
      2515      3.56300000e+00      4.50864016e+00      7.66997050e+00     -2.44116275e+00                         -7.20167592e-01    
      2516      1.07800000e+00      1.41482249e-01      8.65591832e-01     -5.15172412e-01                         -2.08937170e-01    
      2517     -3.43000000e-01     -2.02020355e-01      1.73775346e-01     -6.12907006e-01                          2.37111304e-01    
      2518     -1.19800000e+00     -1.43712972e+00     -4.36473237e-01     -5.55217251e-01                         -4.45439230e-01    
      2519     -2.49500000e+00     -4.49175072e-01      1.21562265e+00     -4.78385562e-01                         -1.18641216e+00    
      2520      7.27000000e-01      5.54155766e-01      2.39621642e+00     -1.05341374e+00                         -7.88646914e-01    
      2521     -1.24400000e+00     -1.55867622e+00      1.09216077e-01     -6.18289518e-01                         -1.04960278e+00    
      2522     -5.09000000e-01     -6.62283962e-01     -2.28098683e-03     -5.91590095e-01                         -6.84128808e-02    
      2523     -1.71400000e+00     -1.98672422e+00     -1.28763523e-01     -1.04727553e+00                         -8.10685159e-01    
      2524      3.96700000e+00      4.71003521e+00      1.11455671e+01     -6.29210954e+00                         -1.43422334e-01    
      2525      1.08000000e+00      3.10776920e+00      6.47017993e+00     -3.28402784e+00                         -7.83828901e-02    
      2526     -3.49000000e-01     -2.63477482e-01      6.32721484e-01     -3.76500165e-01                         -5.19698802e-01    
      2527     -3.52500000e+00     -3.94279786e+00     -1.56313414e+00     -6.99396098e-01                         -1.68026763e+00    
      2528      1.70700000e+00      2.36310519e+00      3.50594049e+00     -2.16179571e+00                          1.01896041e+00    
      2529      7.10000000e-01     -1.22686165e-02      4.82029010e-01     -3.95362332e-01                         -9.89352945e-02    
      2530      4.69000000e-01      3.36676768e-01      2.15181262e+00     -1.79167651e+00                         -2.34593398e-02    
      2531     -5.70000000e-02     -1.17396337e+00     -8.34838833e-01     -5.77170223e-01                          2.38045686e-01    
      2532      2.42600000e+00      2.69206558e+00      7.74442509e+00     -3.44327069e+00                         -1.60908882e+00    
      2533     -6.40000000e-01     -6.31368011e-01     -1.81823489e-02     -3.46688299e-01                         -2.66497363e-01    
      2534     -7.80000000e-02     -8.13031950e-02      2.29311650e+00     -2.76994003e+00                          3.95520327e-01    
      2535     -3.96000000e-01     -6.08874331e-02      4.57974671e-01     -4.26907122e-01                         -9.19549821e-02    
      2536     -3.89400000e+00     -4.34160246e+00     -2.18374811e-01     -1.48343866e+00                         -2.63978898e+00    
      2537     -9.04000000e-01     -1.82268726e+00     -1.05365771e+00     -7.20311175e-01                         -4.87183758e-02    
      2538      7.76000000e-01      8.47687324e-01      2.04587459e+00     -4.39781491e-01                         -7.58405772e-01    
      2539     -7.11000000e-01     -3.69811660e-01      1.02291940e-01     -9.36616031e-01                          4.64512431e-01    
      2540      4.97000000e-01     -2.28701805e-02      5.96981586e-01     -4.32946980e-01                         -1.86904786e-01    
      2541      7.10000000e-02     -7.66011295e-01      1.16348601e+00     -1.59679985e+00                         -3.32697454e-01    
      2542     -1.39100000e+00     -1.04168178e+00      1.18944334e-01     -2.97477294e-01                         -8.63148819e-01    
      2543     -7.61000000e-01     -1.07004726e+00      3.74959414e-01     -1.76382819e+00                          3.18821513e-01    
      2544      1.18000000e-01     -5.10886745e-01     -6.96850443e-01     -1.85416426e-01                          3.71380125e-01    
      2545      1.42000000e-01      3.44495745e-02      5.53857599e-04     -1.93785825e-01                          2.27681542e-01    
      2546     -4.53000000e-01     -2.38320122e-01     -2.79503069e-03     -5.25014750e-01                          2.89489658e-01    
      2547     -9.40000000e-02      9.07080318e-01      1.00287880e+00     -1.55691160e-01                          5.98926788e-02    
      2548     -1.67000000e-01     -6.09552195e-02      7.48213549e-02     -2.06922714e-01                          7.11461392e-02    
      2549      1.83000000e-01     -2.25619649e-02     -8.21824989e-02     -1.72280103e-01                          2.31900637e-01    
      2550     -6.44000000e-01     -7.86672206e-01      6.92765234e-02     -2.56461284e-01                         -5.99487445e-01    
      2551      3.16000000e-01     -4.73604517e-02      1.81347875e-01     -7.20246028e-01                          4.91537701e-01    
      2552      3.76000000e-01      1.03788856e-01     -7.60714727e-02     -9.83992100e-02                          2.78259539e-01    
      2553     -1.50600000e+00     -1.90354481e+00     -3.18318024e-01     -5.65061788e-01                         -1.02016500e+00    
      2554     -7.80000000e-01     -1.08187823e+00     -2.85346388e-01     -1.00712906e+00                          2.10597216e-01    
      2555     -4.38000000e-01     -2.89983007e-01     -2.80652742e-01     -2.07992592e-01                          1.98662328e-01    
      2556     -1.25000000e-01     -3.73894150e-01     -3.03392795e-01     -9.28369564e-02                          2.23356021e-02    
      2557     -3.37000000e-01     -1.13227793e+00     -8.79784589e-01     -3.70712196e-01                          1.18218854e-01    
      2558      7.15000000e-01      2.85152328e-01      3.34918562e-01     -7.60777906e-01                          7.11011673e-01    
      2559     -2.15700000e+00     -2.61817692e+00     -1.00496755e+00     -5.42654772e-01                         -1.07055460e+00    
      2560     -6.70000000e-02     -1.08969159e-01     -1.58044748e-01     -1.12681898e-01                          1.61757487e-01    
      2561      3.02100000e+00      2.03869420e+00      5.74050862e-01     -5.93997609e-01                          2.05864095e+00    
      2562     -4.20000000e-02      3.00134731e-02      3.46048374e-03     -1.31324424e-01                          1.57877413e-01    
      2563     -1.30000000e-01     -8.14111489e-01      6.28026561e-01     -1.20201414e+00                         -2.40123906e-01    
      2564      1.17000000e-01     -4.54639301e-01     -6.11930127e-01     -2.15480566e-01                          3.72771393e-01    
      2565     -1.20000000e-02      5.16241462e-01      1.00439684e+00     -8.94007784e-01                          4.05852403e-01    
      2566     -1.27500000e+00     -4.94723045e-01      3.32601713e-01     -4.33994621e-01                         -3.93330136e-01    
      2567     -5.28000000e-01     -5.43412757e-01     -3.64158409e-02     -2.84010408e-01                         -2.22986508e-01    
      2568     -8.69000000e-01     -1.26966154e+00     -8.94761120e-01     -1.54348534e-01                         -2.20551886e-01    
      2569     -6.89000000e-01     -5.20602564e-01      3.21029937e-01     -5.07057654e-01                         -3.34574847e-01    
      2570     -3.31000000e-01     -5.26817881e-01     -2.46163172e-01     -1.52490004e-01                         -1.28164705e-01    
      2571     -1.29600000e+00     -2.21681530e+00     -1.26376290e+00     -2.31519066e-01                         -7.21533332e-01    
      2572     -4.29000000e-01     -7.07249530e-01     -4.50597869e-01     -1.39449642e-01                         -1.17202019e-01    
      2573      6.69000000e-01      4.49698892e-01     -9.09249904e-02     -1.33271614e-01                          6.73895496e-01    
      2574     -1.34300000e+00     -1.55281607e+00     -6.01898055e-01     -3.01890844e-01                         -6.49027174e-01    
      2575     -1.09000000e+00     -1.19250023e+00     -2.62825322e-01     -2.62947630e-01                         -6.66727280e-01    
      2576     -5.64000000e-01     -8.13562321e-01      5.00469039e-01     -8.41262005e-01                         -4.72769355e-01    
      2577     -1.30100000e+00     -1.66076874e+00     -3.91247594e-01     -5.81895117e-01                         -6.87626030e-01    
      2578     -1.83300000e+00     -2.61767911e+00     -1.33268734e+00     -3.64083071e-01                         -9.20908699e-01    
      2579      4.30000000e-02     -5.03471271e-02      4.40215566e-02     -1.02918605e-01                          8.54992169e-03    
      2580     -1.55300000e+00     -2.89142620e+00     -1.71439523e+00     -3.23759355e-01                         -8.53271611e-01    
      2581     -4.71000000e-01     -4.48098237e-01     -1.64889771e-01     -1.44742098e-01                         -1.38466368e-01    
      2582     -1.06800000e+00     -1.22964478e+00     -4.86235314e-01     -1.30060001e-01                         -6.13349465e-01    
      2583      3.00000000e-01      1.11430321e-01     -1.03796729e-01     -8.18545001e-02                          2.97081550e-01    
      2584     -6.00000000e-03     -8.73235671e-01     -3.74456901e-01     -9.47755238e-01                          4.48976469e-01    
      2585     -3.92000000e-01      7.30855278e-01      8.45512529e-01     -1.31929899e-01                          1.72726481e-02    
      2586     -8.42000000e-01     -6.54179443e-01      1.66569931e-02     -2.22891809e-01                         -4.47944628e-01    
      2587     -9.16000000e-01     -7.27825156e-01      8.87292322e-03     -9.63535249e-02                         -6.40344554e-01    
      2588      1.60000000e-01     -1.99419713e-01     -2.74924297e-01     -6.84611960e-02                          1.43965779e-01    
      2589     -9.05000000e-01     -1.82064294e-01      3.13960009e-01     -3.06206806e-01                         -1.89817497e-01    
      2590      6.47000000e-01      4.45944069e-01     -2.65852478e-02     -9.24311562e-02                          5.64960473e-01    
      2591     -3.73000000e-01     -2.90065651e-01     -1.45163956e-01     -2.55739402e-01                          1.10837707e-01    
      2592     -7.24000000e-01      3.90931287e-02      3.36141620e-01     -9.13370072e-02                         -2.05711484e-01    
      2593     -2.23000000e-01     -1.11601169e-01     -6.90904075e-02     -9.34701021e-02                          5.09593404e-02    
      2594      1.94000000e-01     -4.81340453e-01     -3.99531351e-01     -1.54007674e-01                          7.21985723e-02    
      2595     -1.16200000e+00     -1.20719827e+00     -5.06673029e-01     -1.03179241e-01                         -5.97346003e-01    
      2596     -1.64400000e+00     -1.37680514e+00     -6.45958608e-01     -1.37313822e-01                         -5.93532712e-01    
      2597      3.44000000e-01     -1.43298983e-02     -2.00083413e-01     -1.08039925e-01                          2.93793440e-01    
      2598     -8.02000000e-01     -3.51182307e-01      3.96022007e-03     -7.07874056e-02                         -2.84355122e-01    
      2599      1.50000000e-02     -5.25329619e-02      3.79176341e-01     -1.48723779e-01                         -2.82985525e-01    
      2600      6.23000000e-01      6.03547148e-01      8.17953111e-02     -1.12345861e-01                          6.34097697e-01    
      2601     -1.98000000e-01     -2.00277619e-01     -1.62781646e-01     -7.02727999e-02                          3.27768273e-02    
      2602     -2.21000000e-01     -3.28137077e-01     -3.17408598e-02     -5.26540790e-02                         -2.43742138e-01    
      2603     -2.99000000e-01     -5.52414976e-01     -2.36538572e-01     -8.19236420e-02                         -2.33952762e-01    
      2604     -2.37000000e-01     -4.84253267e-01     -3.95257223e-01     -5.09471007e-02                         -3.80489432e-02    
      2605     -2.52000000e-01     -4.94075260e-01     -1.88070671e-01     -7.48655829e-02                         -2.31139006e-01    
      2606      2.00000000e-01     -2.94870471e-02     -1.00003410e-01     -9.40103981e-02                          1.64526761e-01    
      2607     -6.60000000e-02      1.73701522e-01      1.55191280e-01     -1.15680097e-01                          1.34190339e-01    
      2608      4.20000000e-02     -1.42930287e-01     -1.30081616e-01     -9.01373261e-02                          7.72886545e-02    
      2609     -1.40000000e-01     -3.90798395e-01     -7.86828275e-02     -6.35704520e-02                         -2.48545116e-01    
      2610      4.50000000e-02      2.49868334e-01      2.43100404e-01     -1.07561020e-01                          1.14328950e-01    
      2611      9.00000000e-03      6.97536935e-02      1.74367289e-01     -8.34273389e-02                         -2.11862563e-02    
      2612     -5.01000000e-01      8.28721002e-03      2.96433572e-01     -4.35272111e-02                         -2.44619150e-01    
      2613     -3.15000000e-01      2.02114886e-02      9.69937253e-02     -5.61095765e-02                         -2.06726602e-02    
      2614     -5.60000000e-02      2.06580121e-01      3.11546714e-01     -5.88884023e-02                         -4.60781915e-02    
      2615     -2.16000000e-01     -1.07513159e-01      1.21254227e-01     -5.59881322e-02                         -1.72779254e-01    
      2616     -2.03000000e-01     -9.15106249e-02     -3.89773418e-02     -5.45831276e-02                          2.04984454e-03    
      2617     -3.20000000e-02     -4.46532533e-01     -3.12482419e-01     -8.70211062e-02                         -4.70290073e-02    
      2618     -2.58000000e-01     -4.46609848e-01     -2.58602917e-01     -4.38027242e-02                         -1.44204207e-01    
      2619     -2.48000000e-01     -6.11225284e-01     -3.59613372e-01     -5.09720633e-02                         -2.00639849e-01    
      2620     -3.60000000e-02     -3.00151952e-01     -1.48451248e-01     -5.21510484e-02                         -9.95496556e-02    
      2621      2.55000000e-01      1.58577318e-01     -6.39959187e-03     -8.21806595e-02                          2.47157570e-01    
      2622      1.03000000e-01     -2.25250690e-01     -2.51239728e-01     -6.73332651e-02                          9.33223037e-02    
      2623      6.00000000e-03      4.46399105e-01      5.28124648e-01     -4.52997280e-02                         -3.64258151e-02    
      2624      1.04000000e-01      1.51219068e-01      2.48249383e-02     -2.34833813e-02                          1.49877511e-01    
      2625     -1.73000000e-01     -4.42819919e-02      8.31557034e-02     -4.28784397e-02                         -8.45592556e-02    
      2626     -1.20000000e-01     -1.14248226e-01     -1.47972297e-01     -3.60007349e-02                          6.97248060e-02    
      2627     -3.69000000e-01     -5.00889383e-01     -2.63715034e-01     -5.21474484e-02                         -1.85026900e-01    
      2628      6.80000000e-02      9.43119755e-02      8.79632158e-02     -6.35677915e-02                          6.99165512e-02    
      2629     -3.36000000e-01     -4.75505960e-01     -2.22819192e-01     -3.67018098e-02                         -2.15984959e-01    
      2630     -2.12000000e-01      8.13234271e-02      1.07600190e-01     -5.65419087e-02                          3.02651463e-02    
      2631     -2.34000000e-01     -5.26097318e-02     -4.87018520e-02     -3.85703379e-02                          3.46624581e-02    
      2632      2.23000000e-01      2.67420874e-01      2.01964980e-01     -5.67010948e-02                          1.22156989e-01    
      2633     -2.19000000e-01     -1.59421867e-01     -9.62340808e-02     -2.43803817e-02                         -3.88074043e-02    
      2634      3.00000000e-02     -6.92629213e-02      1.17589714e-02     -7.86940538e-02                         -2.32783889e-03    
      2635      8.90000000e-02     -2.05739141e-03      3.77126340e-02     -2.82993862e-02                         -1.14706392e-02    
      2636     -1.17000000e-01     -1.29829556e-01     -5.95111337e-02     -3.81323981e-02                         -3.21860246e-02    
      2637     -2.67000000e-01     -1.78806737e-01     -2.17512087e-03     -1.57119911e-02                         -1.60919625e-01    
      2638      9.00000000e-02      5.18256796e-02      3.79324587e-02     -6.74145470e-02                          8.13077680e-02    
      2639      1.71000000e-01      1.38530508e-01      1.12616967e-04     -1.82797976e-02                          1.56697689e-01    
      2640     -2.90000000e-02     -2.92972473e-02     -2.53314031e-02     -1.99941478e-02                          1.60283036e-02    
      2641      5.00000000e-03      2.50100271e-01      1.36084097e-01     -2.11755047e-02                          1.35191679e-01    
      2642      1.97000000e-01      1.97373771e-01     -2.73218247e-06     -1.30002512e-02                          2.10376754e-01    
      2643     -6.40000000e-02     -5.02792247e-02     -5.74018300e-04     -2.66745715e-02                         -2.30306349e-02    
      2644      1.68000000e-01      8.72058399e-02      1.47845045e-05     -3.48286676e-02                          1.22019723e-01    
      2645      1.66000000e-01      2.29265424e-01     -2.21492072e-03     -4.89082309e-02                          2.80388576e-01    
      2646     -3.74000000e-01     -2.38302603e-01     -5.84081209e-03     -2.77772947e-02                         -2.04684496e-01    
      2647      2.51000000e-01     -6.33276686e-02     -3.73592221e-01     -3.58687555e-02                          3.46133308e-01    
      2648     -1.17000000e-01      4.41735451e-02     -2.06760014e-02     -1.76810060e-02                          8.25305525e-02    
      2649     -4.55000000e-01     -5.05005531e-01     -8.79697088e-02     -3.35590584e-02                         -3.83476764e-01    
      2650     -2.80000000e-02      4.48853935e-02      5.65375245e-02     -2.21699178e-02                          1.05177868e-02    
      2651     -1.10000000e-01      6.13404593e-02      9.44447449e-02     -2.79396452e-02                         -5.16464045e-03    
      2652     -3.10000000e-02     -1.93429325e-02      2.25144390e-05     -1.37514928e-02                         -5.61395421e-03    
      2653      1.15000000e-01      5.05833558e-02      2.80208164e-02     -4.41227369e-02                          6.66852763e-02    
      2654      7.00000000e-03     -2.45613011e-01     -1.16001034e-01     -2.96090896e-02                         -1.00002888e-01    
      2655     -1.10000000e-02      1.27109809e-01      9.34598095e-02     -3.23885282e-02                          6.60385275e-02    
      2656     -1.12900000e+00     -1.17286808e+00     -1.20736984e+00     -3.90638013e-02                          7.35655631e-02    
      2657     -3.60000000e-01     -6.22921305e-01     -4.47859424e-01     -2.95855657e-02                         -1.45476316e-01    
      2658      1.29000000e-01      4.18796204e-02     -1.12616880e-01     -4.41700302e-02                          1.98666531e-01    
      2659      4.30000000e-01      2.98732783e-01      9.35032872e-03     -3.95297596e-02                          3.28912214e-01    
      2660      2.15000000e-01      5.03348256e-02     -2.16249022e-01     -2.83480960e-02                          2.94931943e-01    
      2661      1.82000000e-01      3.92684737e-01      2.28756081e-01     -2.65426062e-02                          1.90471263e-01    
      2662     -9.00000000e-03      1.20297729e-01      1.73332562e-01     -2.26502122e-02                         -3.03846200e-02    
      2663     -1.40000000e-02     -1.31818141e-02      2.27313584e-03     -1.13356453e-02                         -4.11930462e-03    
      2664      1.26000000e-01      7.49947274e-02      1.73835075e-03     -1.83972518e-02                          9.16536285e-02    
      2665     -1.98000000e-01     -4.55141619e-02     -5.70845272e-02     -3.45557334e-02                          4.61260986e-02    
