    #index           Reference          Calculated         Polynomials          Dispersion    Electrostatics (Permanent + Induced)    
       966     -4.71000000e-01     -1.77867485e-01     -9.04350773e-02     -1.17521300e-01                          3.00888925e-02    
       967     -2.33000000e-01     -2.20882799e-01     -2.61225308e-02     -9.68147508e-02                         -9.79455172e-02    
       968      5.67000000e-01      2.60689788e-01      2.88529680e-01     -8.73045159e-02                          5.94646240e-02    
       969     -1.47600000e+00     -1.59647422e+00     -8.04988362e-01     -4.75303252e-01                         -3.16182610e-01    
       970     -1.75000000e-01     -6.31050629e-01     -1.02368685e+00     -1.85298575e-01                          5.77934798e-01    
       971     -1.01000000e-01      4.60322907e-02     -2.22702942e-02     -1.52704036e-01                          2.21006621e-01    
       972     -4.41000000e-01     -5.04433825e-01     -5.77720162e-03     -3.00794906e-01                         -1.97861718e-01    
       973     -1.94000000e-01     -1.85428194e-01      4.19154876e-02     -1.55125024e-01                         -7.22186575e-02    
       974      1.55000000e-01      8.81354187e-02     -2.81443762e-01     -6.43975113e-01                          1.01355429e+00    
       975     -2.32000000e-01     -1.96807503e-01      1.65304657e-01     -7.00091995e-02                         -2.92102961e-01    
       976     -7.78000000e-01     -1.13542313e+00     -8.21624965e-01     -2.01330641e-01                         -1.12467522e-01    
       977     -4.99000000e-01     -6.60832679e-01     -3.84083309e-01     -8.84290415e-02                         -1.88320329e-01    
       978     -1.69000000e-01     -8.01156496e-01     -1.47240271e-01     -7.49916884e-01                          9.60006586e-02    
       979     -1.25000000e+00     -1.13389775e+00     -8.95568783e-01     -2.65933491e-01                          2.76045205e-02    
       980     -2.48000000e-01      6.17536286e-02      1.17060979e-01     -1.32156998e-01                          7.68496484e-02    
       981     -1.71300000e+00     -9.19014301e-01     -1.13283415e-01     -1.26507188e-01                         -6.79223698e-01    
       982     -8.49000000e-01     -6.96404316e-01     -3.66587044e-01     -2.02854591e-01                         -1.26962681e-01    
       983      1.47700000e+00      9.15210069e-01     -1.78572527e-01     -2.21667273e-01                          1.31544987e+00    
       984      1.34300000e+00      1.14363724e+00      1.46161233e-01     -1.16717511e-01                          1.11419352e+00    
       985     -6.26000000e-01     -7.38695282e-01     -3.76979632e-01     -1.15358843e-01                         -2.46356807e-01    
       986     -1.15100000e+00     -9.87318983e-01     -2.39166166e-01     -2.75242162e-01                         -4.72910655e-01    
       987      7.20000000e-02     -6.77674995e-01     -7.99472853e-01     -2.07898789e-01                          3.29696647e-01    
       988      1.85000000e-01     -1.13449554e-02     -1.62501784e-01     -8.96568420e-02                          2.40813671e-01    
       989     -2.37000000e-01     -5.10219407e-01     -1.96614455e-01     -1.91246730e-01                         -1.22358222e-01    
       990     -5.74000000e-01     -4.89434073e-01     -1.40477609e-01     -3.70364326e-01                          2.14078627e-02    
       991     -8.91000000e-01     -9.54389413e-01     -1.77716894e-01     -2.97501054e-01                         -4.79171465e-01    
       992      6.59000000e-01      1.87695610e+00      3.29660560e+00     -1.73713445e+00                          3.17484951e-01    
       993     -1.22700000e+00     -9.99790800e-01     -1.25757339e-01     -8.23510107e-01                         -5.05233544e-02    
       994     -4.27000000e-01     -7.46325351e-01     -2.79699442e-01     -1.30971645e-01                         -3.35654265e-01    
       995     -6.31000000e-01     -2.79707583e-01      3.45751209e-02     -2.68026740e-01                         -4.62559638e-02    
       996     -4.79000000e-01     -1.59740183e-01      1.21979818e-01     -3.94456338e-01                          1.12736336e-01    
       997     -6.47000000e-01      3.18407194e-01      1.82251507e+00     -6.31632613e-01                         -8.72475266e-01    
       998     -5.98000000e-01     -5.60193846e-01     -5.33270253e-02     -3.08086529e-01                         -1.98780291e-01    
       999     -1.70300000e+00     -2.84080000e+00     -1.70313231e+00     -1.89359360e+00                          7.55925901e-01    
      1000     -2.72000000e-01     -6.95171900e-01     -1.21608702e-01     -2.91458488e-01                         -2.82104711e-01    
      1001     -3.83000000e-01     -7.70044858e-03      4.74636022e-01     -3.48680818e-01                         -1.33655653e-01    
      1002     -4.84000000e-01     -1.81251804e+00     -5.70320031e-01     -9.65274577e-01                         -2.76923427e-01    
      1003     -2.38000000e-01     -7.22971774e-01     -6.50003266e-01     -6.77566036e-02                         -5.21190437e-03    
      1004      4.50000000e-02      3.20066747e-01      3.11372320e-01     -8.54232711e-02                          9.41176977e-02    
      1005     -2.15000000e-01     -2.58176408e-01     -1.21337106e-01     -4.08562036e-02                         -9.59830985e-02    
      1006     -1.63500000e+00     -1.64516300e+00     -5.98229035e-02     -4.53284957e-01                         -1.13205514e+00    
      1007     -2.64000000e-01     -3.69479860e-01     -2.81958265e-01     -1.68480264e-01                          8.09586687e-02    
      1008      1.81000000e-01      1.51173498e-01     -6.95352376e-02     -7.63462524e-02                          2.97054988e-01    
      1009     -9.86000000e-01     -1.26158994e+00     -7.33496017e-01     -7.64123629e-01                          2.36029705e-01    
      1010     -2.42400000e+00     -1.50999599e+00      1.99274194e-01     -3.20078230e-01                         -1.38919196e+00    
      1011     -1.30000000e-02     -1.57637611e-01      3.03282785e-01     -2.06289786e-01                         -2.54630610e-01    
      1012     -1.01900000e+00     -2.56057973e+00     -1.22191835e+00     -6.61540169e-01                         -6.77121214e-01    
      1013     -1.06700000e+00     -8.71288205e-01     -8.04635775e-02     -1.52897869e-01                         -6.37926758e-01    
      1014     -3.41000000e-01     -1.96241467e-01     -2.80755241e-02     -8.30336399e-02                         -8.51323030e-02    
      1015     -5.00000000e-01     -3.46901343e-01      1.24092423e-01     -3.41072194e-01                         -1.29921573e-01    
      1016      1.55000000e-01     -1.50042227e-02      6.96350445e-03     -8.39396209e-02                          6.19718937e-02    
      1017     -3.00000000e-01      4.47080756e-02      1.14712839e-01     -8.69242699e-02                          1.69195067e-02    
      1018     -4.24000000e-01     -4.87787088e-01     -8.28182418e-02     -1.23001520e-01                         -2.81967326e-01    
      1019      1.40000000e-01     -3.35741427e-01     -3.51542202e-01     -9.14928004e-02                          1.07293575e-01    
      1020      1.59400000e+00      2.25174198e+00      1.73786008e+00     -8.50793251e-01                          1.36467515e+00    
      1021     -1.13200000e+00     -1.03881795e+00     -5.16723057e-01     -4.67936657e-01                         -5.41582399e-02    
      1022     -4.27000000e-01     -2.91695740e-01      1.10121236e-01     -5.54546012e-02                         -3.46362375e-01    
      1023     -1.62100000e+00     -2.32150219e+00     -1.14640758e+00     -3.59967815e-01                         -8.15126796e-01    
      1024      9.00000000e-03     -8.18652741e-02      1.92779709e-01     -2.40880753e-01                         -3.37642302e-02    
      1025     -3.01700000e+00     -2.26008475e+00     -8.32482727e-01     -5.16254245e-01                         -9.11347782e-01    
      1026      1.32000000e-01      3.07080492e-02      4.31167831e-02     -4.81230509e-01                          4.68821775e-01    
      1027      9.90000000e-02      1.29139093e-01      7.49760250e-02     -5.12420516e-02                          1.05405120e-01    
      1028     -3.56000000e+00     -1.54073741e+00     -1.29606868e+00     -2.99559952e-01                          5.48912231e-02    
      1029      1.82000000e-01     -2.58820460e-01      2.29462739e-01     -2.06626857e-01                         -2.81656343e-01    
      1030     -4.03000000e-01     -3.50454349e-01      2.59165887e-01     -4.31714722e-01                         -1.77905514e-01    
      1031     -3.59000000e-01      1.28636689e-01      2.02188274e-01     -9.30594286e-02                          1.95078446e-02    
      1032      3.00000000e-03      2.64999147e-02     -1.30543365e-01     -7.27515640e-02                          2.29794844e-01    
      1033     -7.36000000e-01     -1.13028130e+00     -7.98562524e-01     -1.87692524e-01                         -1.44026253e-01    
      1034     -4.35000000e-01     -2.01184233e-01     -1.36984954e-01     -6.33827963e-02                         -8.16482244e-04    
      1035     -7.80000000e-02     -6.19399729e-03     -3.00872337e-02     -1.60410771e-01                          1.84304008e-01    
      1036     -7.98000000e-01     -5.33958518e-01     -1.82271788e-02     -1.19440477e-01                         -3.96290862e-01    
      1037     -4.94000000e-01     -3.15970931e-01      9.77949847e-03     -1.09898125e-01                         -2.15852305e-01    
      1038      2.52000000e-01      1.43420005e+00      7.85314188e-01     -7.48455243e-02                          7.23731385e-01    
      1039     -2.57000000e-01     -7.77942336e-01     -4.12652709e-01     -9.17117526e-02                         -2.73577874e-01    
      1040     -9.75000000e-01     -6.59914584e-01     -2.56019921e-01     -2.16074517e-01                         -1.87820146e-01    
      1041     -8.98000000e-01     -7.76233882e-01     -1.96240353e-01     -6.92845190e-02                         -5.10709010e-01    
      1042     -5.07000000e-01     -4.51910682e-01     -3.12466115e-01     -2.44934346e-01                          1.05489779e-01    
      1043     -2.96000000e-01     -2.13752343e-01      1.16069910e-01     -1.44299101e-01                         -1.85523152e-01    
      1044      2.50000000e-01     -7.88273213e-02     -1.38082430e-01     -7.69842670e-02                          1.36239376e-01    
      1045     -4.60000000e-02      3.05357931e-01      8.24324807e-01     -9.33644755e-01                          4.14677879e-01    
      1046     -1.60000000e-01      2.75926484e-01      4.83734427e-01     -2.95861296e-01                          8.80533526e-02    
      1047     -8.40000000e-01     -7.94978776e-01     -2.96569521e-01     -2.43199931e-01                         -2.55209324e-01    
      1048     -2.66000000e-01      3.02718701e-01      3.87539840e-01     -1.49758123e-01                          6.49369844e-02    
      1049     -3.76000000e-01     -4.37655052e-01     -2.35923700e-01     -9.76006527e-02                         -1.04130699e-01    
      1050     -2.30000000e-01     -1.48342069e+00     -8.82868037e-01     -2.65144926e-01                         -3.35407730e-01    
      1051      7.00000000e-03      2.71856793e-01      4.87268967e-02     -1.41913327e-01                          3.65043222e-01    
      1052     -2.23400000e+00     -2.44622408e+00     -8.14222288e-01     -3.42599081e-01                         -1.28940271e+00    
      1053     -1.16000000e-01     -1.49713363e-01     -2.21647897e-01     -1.02227770e-01                          1.74162305e-01    
      1054      5.37000000e-01      1.59802277e+00      1.07447602e+00     -1.07510459e-01                          6.31057206e-01    
      1055     -4.06000000e-01     -8.44915221e-01     -6.16404555e-01     -2.02545689e-01                         -2.59649770e-02    
      1056     -3.04000000e-01     -4.70840030e-01     -8.69936822e-02     -3.14217655e-01                         -6.96286935e-02    
      1057     -1.03300000e+00     -6.12431027e-01      1.74007846e-01     -1.81234566e-01                         -6.05204306e-01    
      1058     -1.87000000e-01      1.27888833e-01      1.82909320e-01     -3.80122586e-01                          3.25102100e-01    
      1059     -4.29000000e-01     -3.34214393e-01      4.03838104e-02     -1.23275363e-01                         -2.51322840e-01    
      1060     -1.92000000e-01     -4.74858844e-02      8.05149155e-02     -1.70129892e-01                          4.21290919e-02    
      1061     -3.46000000e-01     -1.93076597e-01     -3.70319110e-02     -1.73805349e-01                          1.77606634e-02    
      1062     -1.01500000e+00     -8.70092408e-01     -1.41281599e-01     -3.04163790e-01                         -4.24647019e-01    
      1063     -1.68300000e+00     -1.65308400e+00     -8.25614566e-01     -2.20712911e-01                         -6.06756528e-01    
      1064      1.67000000e-01     -2.02617826e-01     -3.10343309e-01     -6.77297121e-02                          1.75455195e-01    
      1065     -2.58000000e-01     -1.39712557e-01     -5.42614870e-02     -3.01908615e-01                          2.16457545e-01    
      1066      1.91000000e-01      1.23147107e+00      9.30737617e-01     -1.23670815e-01                          4.24404264e-01    
      1067     -1.13000000e-01      2.55565090e-01      2.19238292e-01     -2.55035089e-01                          2.91361887e-01    
      1068      8.00000000e-02     -1.25667088e-01     -7.69344395e-04     -9.98595845e-02                         -2.50381588e-02    
      1069     -3.36000000e-01      1.30558172e-01      9.82683096e-02     -2.47534972e-01                          2.79824835e-01    
      1070     -1.68000000e-01      1.03804506e-01      1.18429101e-01     -1.34508512e-01                          1.19883917e-01    
      1071      1.22000000e-01      1.93521419e-01      1.98889990e-01     -1.22447915e-01                          1.17079344e-01    
      1072     -4.42000000e-01     -1.04532019e-01      4.04604529e-02     -1.36336149e-01                         -8.65632297e-03    
      1073     -2.09000000e-01      3.08254516e-01      4.39056371e-01     -1.24514880e-01                         -6.28697530e-03    
      1074     -2.82000000e-01      1.18985186e-01      1.64770243e-01     -1.02547786e-01                          5.67627289e-02    
      1075     -8.20000000e-01     -6.85915988e-01     -1.86052239e-01     -8.89692491e-02                         -4.10894500e-01    
      1076     -8.57000000e-01     -1.22497939e+00     -3.39618467e-01     -1.51180439e-01                         -7.34180488e-01    
      1077     -3.90000000e-02      1.96082858e-01      2.43248017e-01     -1.09711704e-01                          6.25465452e-02    
      1078      4.31000000e-01      5.86403314e-01      6.98444721e-01     -1.57682956e-01                          4.56415484e-02    
      1079      9.17000000e-01     -6.15843973e-01     -9.51191567e-01     -6.71747060e-02                          4.02522300e-01    
      1080     -3.65000000e-01     -4.05244088e-01      1.03365830e-01     -8.97090087e-02                         -4.18900910e-01    
      1081     -3.59000000e-01     -3.35678439e-01     -3.72839788e-01     -1.76166515e-01                          2.13327864e-01    
      1082     -6.30000000e-02      1.47845146e-01      6.50862088e-02     -6.84815603e-02                          1.51240497e-01    
      1083     -4.02000000e-01     -2.48182445e-01     -1.51969387e-02     -1.14752252e-01                         -1.18233254e-01    
      1084      3.64000000e-01     -1.14603940e-01     -2.84334000e-01     -2.40659463e-01                          4.10389523e-01    
      1085      5.80000000e-02     -3.94021778e-03     -9.88651763e-02     -1.21985045e-01                          2.16910003e-01    
      1086     -3.69000000e-01     -1.84360521e-01     -3.51178591e-01     -1.15411153e-01                          2.82229223e-01    
      1087      6.80000000e-01      1.99123709e-02     -4.77216497e-01     -1.66256243e-01                          6.63385111e-01    
      1088      7.84000000e-01      9.44729971e-01      4.21702035e-01     -5.95047384e-02                          5.82532675e-01    
      1089     -5.50000000e-01     -3.07052448e-01      2.57454021e-03     -7.96088064e-02                         -2.30018182e-01    
      1090     -1.93000000e-01     -5.55601487e-01     -4.78594478e-01     -1.27542437e-01                          5.05354277e-02    
      1091     -2.99000000e-01      1.02922824e-01      2.27169547e-01     -1.09292239e-01                         -1.49544839e-02    
      1092     -4.28000000e-01     -3.32303556e-01      4.93585476e-02     -8.89244324e-02                         -2.92737671e-01    
      1093      6.31000000e-01      8.13624878e-01      4.00281620e-01     -6.99814118e-02                          4.83324670e-01    
      1094     -9.56000000e-01     -7.32213595e-01     -1.04489863e-01     -7.96594030e-02                         -5.48064330e-01    
      1095     -3.27000000e-01     -1.98540952e-01      1.47070109e-02     -7.96880256e-02                         -1.33559937e-01    
      1096      2.09000000e-01      2.87549136e-01      2.51355203e-02     -7.19771177e-02                          3.34390734e-01    
      1097     -4.13000000e-01     -3.16196006e-01     -2.55647083e-01     -1.01448051e-01                          4.08991284e-02    
      1098      1.96000000e-01      8.01414262e-02      9.33473503e-02     -1.48267970e-01                          1.35062046e-01    
      1099     -2.57000000e-01     -2.32461628e-01     -2.94700266e-01     -8.29544931e-02                          1.45193131e-01    
      1100      2.39000000e-01     -2.37586696e-01     -5.66850126e-01     -5.41747754e-02                          3.83438206e-01    
      1101     -6.50000000e-02     -1.27602482e-01     -1.50136032e-01     -1.41607132e-01                          1.64140682e-01    
      1102     -2.25000000e-01     -4.69622979e-01     -3.43574114e-01     -7.12603541e-02                         -5.47885111e-02    
      1103     -3.13000000e-01      3.13177504e-02      3.66868503e-02     -1.80454495e-01                          1.75085395e-01    
      1104      3.88000000e-01      2.16898119e-01      5.64512575e-02     -1.59290652e-01                          3.19737514e-01    
      1105     -1.77000000e-01     -1.55480753e-01      1.32336079e-01     -5.16012487e-02                         -2.36215583e-01    
      1106     -7.52000000e-01     -6.01219823e-01     -2.28562762e-01     -1.50052981e-01                         -2.22604080e-01    
      1107     -7.27000000e-01     -2.14340548e-01      1.73688485e-01     -1.80354078e-01                         -2.07674955e-01    
      1108      9.80000000e-02      4.70966518e-01      4.69535895e-01     -1.64583148e-01                          1.66013771e-01    
      1109      1.02000000e-01      1.00592897e+00      8.62841412e-01     -1.34456042e-01                          2.77543602e-01    
      1110     -3.38000000e-01     -6.19047882e-01     -4.17323189e-01     -5.10390755e-02                         -1.50685617e-01    
      1111     -4.31000000e-01     -1.44906663e+00     -1.07022273e+00     -7.91574940e-02                         -2.99686407e-01    
      1112     -2.75000000e-01     -1.83498024e-01     -3.41724699e-02     -8.48037647e-02                         -6.45217893e-02    
      1113     -3.20000000e-02     -1.25779571e-01     -4.21824022e-02     -1.32996985e-01                          4.93998159e-02    
      1114     -1.46000000e-01     -1.57945804e-01      7.33526257e-02     -1.82145230e-01                         -4.91531994e-02    
      1115     -1.73600000e+00     -1.55263853e+00     -5.02574743e-01     -1.25511799e-01                         -9.24551986e-01    
      1116     -3.93000000e-01     -2.72822727e-01     -1.23144898e-01     -1.09363092e-01                         -4.03147367e-02    
      1117     -2.84000000e-01     -3.17022758e-01      4.67388262e-02     -3.59409384e-01                         -4.35220098e-03    
      1118     -2.54000000e-01     -4.87517502e-01      3.05745015e-02     -1.26934100e-01                         -3.91157903e-01    
      1119     -2.87000000e-01     -3.20633260e-01     -7.90650434e-03     -6.12159919e-02                         -2.51510764e-01    
      1120     -2.27000000e-01      4.31205056e-01      5.90831850e-01     -5.99906724e-02                         -9.96361219e-02    
      1121     -1.21500000e+00     -1.34346855e+00     -6.68994705e-01     -1.82036668e-01                         -4.92437176e-01    
      1122      1.61000000e-01      1.23477142e-01      2.25133207e-02     -4.08729840e-02                          1.41836805e-01    
      1123     -6.76000000e-01     -7.40747244e-01     -4.31172645e-01     -1.70844856e-01                         -1.38729743e-01    
      1124     -1.12800000e+00     -8.82615580e-01     -2.57180497e-01     -1.28107008e-01                         -4.97328075e-01    
      1125      3.87000000e-01      5.69923648e-01      6.99674822e-01     -2.46475162e-01                          1.16723988e-01    
      1126      1.92000000e-01      1.15774294e-01      1.56847734e-01     -7.86695819e-02                          3.75961425e-02    
      1127     -3.41000000e-01     -2.88686185e-01     -9.66637895e-02     -8.30497093e-02                         -1.08972686e-01    
      1128     -4.51000000e-01     -4.99543717e-01     -1.55373640e-01     -4.96357125e-02                         -2.94534365e-01    
      1129     -1.96000000e-01      2.67066656e-01      4.94071569e-01     -2.86812512e-01                          5.98075980e-02    
      1130     -4.82000000e-01     -2.93690000e-02      2.10991199e-01     -1.07347234e-01                         -1.33012964e-01    
      1131     -7.54000000e-01     -9.17986235e-02      3.91032296e-01     -5.12423240e-02                         -4.31588596e-01    
      1132     -5.88000000e-01     -7.55255216e-01     -3.52759411e-01     -8.17318011e-02                         -3.20764005e-01    
      1133     -1.80000000e-02     -1.79586107e-01     -4.76972813e-03     -7.16698250e-02                         -1.03146554e-01    
      1134     -7.10000000e-02      6.50266941e-01      5.22269375e-01     -1.12880304e-01                          2.40877870e-01    
      1135     -1.43000000e-01      9.44736456e-03      1.74169072e-01     -6.06967827e-02                         -1.04024925e-01    
      1136     -4.22000000e-01     -4.04674712e-01     -7.49762317e-02     -7.46910981e-02                         -2.55007382e-01    
      1137     -4.80000000e-02     -1.43470301e-01     -2.01520839e-01     -1.06915609e-01                          1.64966148e-01    
      1138     -3.46000000e-01     -3.30004062e-01     -1.21854294e-01     -1.63606035e-01                         -4.45437334e-02    
      1139     -4.78000000e-01     -1.00977182e+00     -6.05025988e-01     -8.13610280e-02                         -3.23384800e-01    
      1140     -3.70000000e-02     -1.22364833e-01      1.39366591e-01     -1.76418758e-01                         -8.53126659e-02    
      1141     -5.08000000e-01     -1.92257454e-01     -5.29308507e-02     -6.96251771e-02                         -6.97014260e-02    
      1142     -3.45000000e-01     -2.49725032e-02      2.60297572e-01     -1.00275673e-01                         -1.84994402e-01    
      1143     -1.22000000e-01     -3.86050612e-01     -3.61177959e-01     -6.11673301e-02                          3.62946770e-02    
      1144     -5.50000000e-01     -4.26201952e-01      6.18679029e-02     -8.26168756e-02                         -4.05452979e-01    
      1145     -3.20000000e-01     -2.80998709e-01     -2.45439322e-01     -1.19400717e-01                          8.38413309e-02    
      1146      6.79000000e-01      1.14597382e+00      7.23572323e-01     -9.80704275e-02                          5.20471929e-01    
      1147     -3.00000000e-02      7.13135844e-02     -1.28130093e-01     -8.97759122e-02                          2.89219589e-01    
      1148     -3.60000000e-02     -1.82237636e-01     -3.40391512e-01     -9.67904891e-02                          2.54944366e-01    
      1149     -1.41000000e-01     -3.78749954e-01     -2.07929056e-01     -8.43195353e-02                         -8.65013619e-02    
      1150      2.45000000e-01      5.80974151e-01      4.39657493e-01     -6.28436917e-02                          2.04160350e-01    
      1151     -7.32000000e-01     -4.93868296e-01      2.58230679e-03     -6.09361648e-02                         -4.35514438e-01    
      1152     -8.16000000e-01     -5.93835207e-01     -8.31498009e-02     -9.34932712e-02                         -4.17192135e-01    
      1153     -8.50000000e-02     -5.52893485e-02     -5.39607000e-02     -6.96683214e-02                          6.83396729e-02    
      1154     -1.29000000e-01     -2.00053252e-02      1.69962807e-01     -8.21285767e-02                         -1.07839556e-01    
      1155     -4.66000000e-01     -6.04791660e-02      1.55964363e-01     -5.54277091e-02                         -1.61015820e-01    
      1156      3.30000000e-01      4.80047560e-01      1.84508825e-01     -5.56798013e-02                          3.51218536e-01    
      1157      1.74000000e-01     -6.13957161e-02     -2.70273270e-02     -1.05561746e-01                          7.11933567e-02    
      1158      1.60000000e-01     -1.75789021e-01     -1.92879788e-01     -1.02150166e-01                          1.19240934e-01    
      1159     -2.68000000e-01     -3.21254428e-01     -1.39140640e-01     -9.01773796e-02                         -9.19364084e-02    
      1160     -9.58000000e-01     -7.79881119e-01     -9.11571471e-02     -9.25042043e-02                         -5.96219767e-01    
      1161      1.63000000e-01      3.02760498e-02     -2.90462885e-01     -5.85982092e-02                          3.79337144e-01    
      1162     -6.58000000e-01     -7.10904945e-01     -2.35332784e-01     -9.17632539e-02                         -3.83808907e-01    
      1163     -3.80000000e-01     -2.10990954e-01      4.95998230e-02     -6.07201931e-02                         -1.99870584e-01    
      1164     -8.27000000e-01     -3.77273083e-01      2.12535638e-01     -9.10616712e-02                         -4.98747049e-01    
      1165      4.43000000e-01      6.38893890e-01      7.71005576e-02     -1.11294905e-01                          6.73088237e-01    
      1166     -5.40000000e-02     -1.48205204e-01     -1.31091651e-01     -4.97143248e-02                          3.26007709e-02    
      1167     -5.52000000e-01     -7.40580325e-01     -2.82469313e-01     -7.75924143e-02                         -3.80518597e-01    
      1168      6.29000000e-01      8.07286072e-01      3.45131709e-01     -5.64338914e-02                          5.18588254e-01    
      1169      9.90000000e-02      3.15616854e-01      2.86728535e-01     -5.65108205e-02                          8.53991398e-02    
      1170     -1.46000000e-01      9.60313831e-02      1.96835985e-01     -7.34347541e-02                         -2.73698479e-02    
      1171     -1.30000000e-02      4.08320805e-01      3.65014893e-01     -5.09509376e-02                          9.42568494e-02    
      1172     -1.91000000e-01     -3.57952181e-01     -1.20997473e-01     -5.86402849e-02                         -1.78314423e-01    
      1173      1.24000000e-01     -7.18345845e-02     -1.17701507e-01     -1.20198203e-01                          1.66065125e-01    
      1174     -2.79000000e-01     -3.65947703e-01     -6.19751054e-02     -5.82330707e-02                         -2.45739527e-01    
      1175      2.40000000e-02      4.04405757e-02      1.14599062e-01     -1.29305249e-01                          5.51467621e-02    
      1176     -1.74000000e-01     -2.82227395e-01     -5.11687574e-03     -7.98273751e-02                         -1.97283144e-01    
      1177     -5.00000000e-02      4.02300247e-02      1.33506915e-01     -9.51898022e-02                          1.91291187e-03    
      1178     -1.81000000e-01      6.08002387e-02      1.90156800e-01     -6.96303548e-02                         -5.97262069e-02    
      1179     -1.25000000e-01      2.82352289e-01      2.23720694e-01     -1.11424589e-01                          1.70056185e-01    
      1180     -5.50000000e-02     -1.92569470e-01     -9.27934168e-02     -4.27442158e-02                         -5.70318371e-02    
      1181     -1.00000000e-01     -3.00687891e-01     -6.54974488e-02     -6.90231620e-02                         -1.66167280e-01    
      1182     -9.10000000e-02      3.27605194e-01      3.38634370e-01     -6.83517260e-02                          5.73225500e-02    
      1183      1.59000000e-01     -1.15043803e-01     -4.30037281e-01     -9.46434584e-02                          4.09636936e-01    
      1184     -7.80000000e-02      4.88239062e-02      3.81613430e-02     -1.10713652e-01                          1.21376215e-01    
      1185     -1.77000000e-01     -2.61147235e-02      2.34910087e-02     -1.11030213e-01                          6.14244805e-02    
      1186      1.13000000e-01      6.18395990e-01      5.03642889e-01     -7.40636394e-02                          1.88816740e-01    
      1187     -1.82000000e-01      5.97180459e-02      2.75785104e-02     -9.66909746e-02                          1.28830510e-01    
      1188      1.34000000e-01      1.34701490e-01      2.26476311e-02     -1.03567467e-01                          2.15621326e-01    
      1189     -9.60000000e-02      2.71941864e-02     -2.45175461e-02     -1.12229016e-01                          1.63940749e-01    
      1190     -6.37000000e-01     -7.24471693e-01     -5.19948056e-02     -7.31019773e-02                         -5.99374910e-01    
      1191      3.32000000e-01      2.90655314e-01      5.68254883e-02     -4.15456558e-02                          2.75375482e-01    
      1192     -2.59000000e-01      1.24107210e-01      2.75842788e-01     -5.25838032e-02                         -9.91517741e-02    
      1193      2.16000000e-01     -2.41043191e-02     -1.33699854e-01     -6.04876959e-02                          1.70083230e-01    
      1194      8.00000000e-03      1.07380871e-01      2.25506715e-01     -6.03788957e-02                         -5.77469485e-02    
      1195      2.31000000e-01      1.11028792e-01      2.02712237e-01     -4.92080803e-02                         -4.24753651e-02    
      1196      3.06000000e-01      8.33225858e-01      6.28575332e-01     -7.35320562e-02                          2.78182582e-01    
      1197     -1.91000000e-01      2.20108431e-01      2.62958574e-01     -9.68816038e-02                          5.40314605e-02    
      1198     -6.13000000e-01     -8.84751706e-01     -2.57991317e-01     -5.31106026e-02                         -5.73649786e-01    
      1199     -1.04000000e-01     -4.34922135e-01     -3.43419572e-01     -5.66818659e-02                         -3.48206966e-02    
      1200     -1.22000000e-01     -2.96830529e-01     -9.38256316e-02     -3.95656189e-02                         -1.63439279e-01    
      1201     -2.91000000e-01     -5.62343609e-01     -6.37496298e-01     -7.91723487e-02                          1.54325038e-01    
      1202     -2.09000000e-01     -4.22815961e-01     -2.11943332e-01     -5.17074496e-02                         -1.59165180e-01    
      1203     -3.62000000e-01     -6.14365941e-01     -3.81412992e-01     -3.90335960e-02                         -1.93919354e-01    
      1204     -8.90000000e-02      2.41076906e-01      1.52896070e-01     -4.77239866e-02                          1.35904822e-01    
      1205     -5.80000000e-01      2.92460830e-02      2.88578639e-01     -5.09937318e-02                         -2.08338824e-01    
      1206      1.14000000e-01      9.39779431e-02      1.92205815e-02     -5.11059228e-02                          1.25863284e-01    
      1207     -4.28000000e-01     -4.38023753e-01     -1.19026777e-01     -4.92518041e-02                         -2.69745172e-01    
      1208      3.87000000e-01      5.29532025e-01      4.53228823e-01     -5.93519237e-02                          1.35655125e-01    
      1209     -2.87000000e-01     -6.77150447e-01     -4.45135356e-01     -7.22054682e-02                         -1.59809623e-01    
      1210     -1.07000000e-01     -2.15341473e-01     -2.25283607e-01     -9.01197309e-02                          1.00061865e-01    
      1211      9.00000000e-03      1.72771036e-01      2.65655212e-01     -9.20207064e-02                         -8.63469526e-04    
      1212     -2.92000000e-01      8.46015650e-02      1.13335220e-01     -8.86361840e-02                          5.99025291e-02    
      1213     -9.80000000e-02      1.47324650e-01      1.51135402e-01     -8.48071614e-02                          8.09964091e-02    
      1214      1.58000000e-01     -2.42211693e-01     -3.08930139e-01     -9.03808472e-02                          1.57099293e-01    
      1215     -8.40000000e-02      1.47897424e-01      6.89491210e-02     -4.50518386e-02                          1.24000141e-01    
      1216     -2.00000000e-02      4.96007444e-02     -4.13274364e-02     -1.00804502e-01                          1.91732683e-01    
      1217      9.30000000e-02      7.17865017e-02     -4.78568902e-02     -5.15412458e-02                          1.71184638e-01    
      1218     -3.07000000e-01     -1.36367423e-01     -2.63112989e-02     -9.68975129e-02                         -1.31586113e-02    
      1219     -2.83000000e-01     -3.28234637e-01     -1.44417765e-01     -6.27447420e-02                         -1.21072131e-01    
      1220     -3.79000000e-01      3.36173771e-01      3.96090617e-01     -5.31730212e-02                         -6.74382470e-03    
      1221      1.10000000e-01      7.41217915e-02     -1.71581399e-01     -5.97277280e-02                          3.05430918e-01    
