0.000000000000000000e+00 2.272424065475231079e-04 7.324812671158221328e-05
1.855261057591920182e-05 2.191915490742015881e-04 7.023916231403484214e-05
3.710522115183840364e-05 1.966347871307484133e-04 6.174706088882358200e-05
5.565783172775760207e-05 1.639573207032260223e-04 4.925638641465509269e-05
7.421044230367680728e-05 1.272484857185045867e-04 3.487644444066282339e-05
9.276305287959601248e-05 9.285606527031490295e-05 2.091996966920345012e-05
1.113156634555152041e-04 6.599439025143745343e-05 9.696059494870706705e-06
1.298682740314344229e-04 4.977561087229713364e-05 5.211195195505254105e-06
1.484208846073536146e-04 4.487489359771140853e-05 7.814536044189174840e-06
1.669734951832728062e-04 4.982972203692267625e-05 9.831170100018759615e-06
1.855261057591920250e-04 6.178680843826576138e-05 1.087420665304560372e-05
2.040787163351112166e-04 7.740810000027027304e-05 1.230260231178713774e-05
2.226313269110304083e-04 9.365425008360723277e-05 1.521518932532627429e-05
2.411839374869496270e-04 1.082618546945569898e-04 2.010907371216845264e-05
2.597365480628688458e-04 1.198709488967224164e-04 2.700110260462043580e-05
2.782891586387880103e-04 1.278842136456032541e-04 3.537208843177479435e-05
2.968417692147072291e-04 1.322061054345849732e-04 4.417931848486001073e-05
3.153943797906264479e-04 1.330050940890519027e-04 5.211752929481826356e-05
3.339469903665456124e-04 1.305823338425861346e-04 5.797965081103501577e-05
3.524996009424648312e-04 1.253514862793272705e-04 6.096367118898353454e-05
3.710522115183840499e-04 1.178744614014074139e-04 6.084096903872534103e-05
3.896048220943032145e-04 1.088793115300561588e-04 5.795672239145610761e-05
4.081574326702224332e-04 9.921001671730316754e-05 5.308073347806135521e-05
4.267100432461416520e-04 8.970499877396005564e-05 4.716458909476197592e-05
4.452626538220608166e-04 8.104541952204670735e-05 4.108202255482706260e-05
4.638152643979800353e-04 7.363424567673467294e-05 3.543217849313168820e-05
4.823678749738992541e-04 6.755543856621391635e-05 3.046836718362562067e-05
5.009204855498184186e-04 6.262785886892931371e-05 2.616844543843582546e-05
5.194730961257376916e-04 5.852883547084902386e-05 2.239370077644714939e-05
5.380257067016568561e-04 5.493638355371002334e-05 1.904192536974133655e-05
5.565783172775760207e-04 5.163706418403525046e-05 1.612516560362974279e-05
5.751309278534952937e-04 4.856677884922572962e-05 1.375754050868685391e-05
5.936835384294144582e-04 4.578295214225790340e-05 1.208258519643540991e-05
6.122361490053336228e-04 4.339376989542394599e-05 1.120320598319672589e-05
6.307887595812528957e-04 4.148234129878244897e-05 1.115853281782192256e-05
6.493413701571720603e-04 4.005797533850613280e-05 1.188899209067516224e-05
6.678939807330912248e-04 3.904865268156470836e-05 1.315469913865619692e-05
6.864465913090104978e-04 3.832829770015591843e-05 1.453668653693722031e-05
7.049992018849296624e-04 3.775901916371801186e-05 1.557019562204176383e-05
7.235518124608488269e-04 3.722667315320286950e-05 1.590120562316830891e-05
7.421044230367680999e-04 3.665637822568876096e-05 1.538201408757282999e-05
7.606570336126872644e-04 3.600711050308044362e-05 1.408578510756371500e-05
7.792096441886064290e-04 3.525453083805921736e-05 1.225287910235961359e-05
7.977622547645257019e-04 3.437454134815162883e-05 1.020302717485812154e-05
8.163148653404448665e-04 3.333656512426308037e-05 8.254143372167109101e-06
8.348674759163640310e-04 3.210837943862399909e-05 6.666074559090985045e-06
8.534200864922833040e-04 3.066784978297256922e-05 5.583774881020831560e-06
8.719726970682024686e-04 2.901421768658640510e-05 4.972092195767891235e-06
8.905253076441216331e-04 2.717323063583265583e-05 4.660231768075489180e-06
9.090779182200409061e-04 2.519456078141758224e-05 4.531065129522695290e-06
9.276305287959600706e-04 2.314388707270318064e-05 4.612338972768270103e-06
9.461831393718793436e-04 2.109366730941755850e-05 4.930285394691885522e-06
9.647357499477985081e-04 1.911564959048019408e-05 5.340141719175618889e-06
9.832883605237177811e-04 1.727579395775103515e-05 5.585769645239238373e-06
1.001840971099636837e-03 1.563031759277094435e-05 5.468626348897765040e-06
1.020393581675556110e-03 1.422127890276556746e-05 4.949346009328868714e-06
1.038946192251475383e-03 1.307145230522763186e-05 4.178771098209337942e-06
1.057498802827394439e-03 1.218008504948499745e-05 3.495145339243208186e-06
1.076051413403313712e-03 1.152204486003029462e-05 3.305131169014481519e-06
1.094604023979232985e-03 1.105207416103732895e-05 3.681993382933085556e-06
1.113156634555152041e-03 1.071369869081290231e-05 4.300504607500366117e-06
1.131709245131071314e-03 1.045003626052727180e-05 4.874311536703026748e-06
1.150261855706990587e-03 1.021270025865868114e-05 5.278795048280987937e-06
1.168814466282909643e-03 9.965886425315863609e-06 5.475932083163545093e-06
1.187367076858828916e-03 9.685154278692614170e-06 5.457186750730455414e-06
1.205919687434748189e-03 9.353067906461890151e-06 5.225544722750708792e-06
1.224472298010667246e-03 8.955295104700612788e-06 4.800314829982459880e-06
1.243024908586586518e-03 8.480189861027090755e-06 4.225844818846239278e-06
1.261577519162505791e-03 7.922608845041170851e-06 3.571422583894588434e-06
1.280130129738424848e-03 7.289971442771586914e-06 2.919370973995625400e-06
1.298682740314344121e-03 6.606851828604155108e-06 2.346829902381211380e-06
1.317235350890263394e-03 5.914633929866420501e-06 1.911865707122991379e-06
1.335787961466182450e-03 5.264874863938200122e-06 1.651405608947460977e-06
1.354340572042101723e-03 4.707950372629280722e-06 1.578612700021494440e-06
1.372893182618020996e-03 4.280838274476904413e-06 1.662743499299733738e-06
1.391445793193940052e-03 3.998428639865601534e-06 1.826829111343699353e-06
1.409998403769859325e-03 3.851322515486076967e-06 1.983921621034908925e-06
