0.000000000000000000e+00 9.258109061648153077e-07 1.187718773773857493e-08
4.134137300000000437e+01 9.026373925763968718e-07 1.184873580903242111e-08
8.268274600000000873e+01 8.450168813884156341e-07 1.183684822774526064e-08
1.240241190000000131e+02 7.803376529460359225e-07 1.183896049425785114e-08
1.653654920000000175e+02 7.392692763976572948e-07 1.185425594427362168e-08
2.067068650000000218e+02 7.410552157498951558e-07 1.188257569076047032e-08
2.480482380000000262e+02 7.843258621346285356e-07 1.191170479777911891e-08
2.893896110000000590e+02 8.477942328542407699e-07 1.192137728309127768e-08
3.307309840000000349e+02 9.004828464006714934e-07 1.190407512916266050e-08
3.720723570000000109e+02 9.165914322178216002e-07 1.187367037710653756e-08
4.134137300000000437e+02 8.878707574605399813e-07 1.184985858489964403e-08
4.547551030000000765e+02 8.275382738956561781e-07 1.184057748500877177e-08
4.960964760000000524e+02 7.638607888603264530e-07 1.184417017502357228e-08
5.374378490000000284e+02 7.265424397696734806e-07 1.185987846298717249e-08
5.787792220000001180e+02 7.324997332838665343e-07 1.188540281467553360e-08
6.201205950000000939e+02 7.778281621838250760e-07 1.190863900972629242e-08
6.614619680000000699e+02 8.397532996447977843e-07 1.191371409137848163e-08
7.028033410000000458e+02 8.875979429581201862e-07 1.189704439754259183e-08
7.441447140000000218e+02 8.975057794081324319e-07 1.187132124877752621e-08
7.854860870000001114e+02 8.638511962026578144e-07 1.185206216952926275e-08
8.268274600000000873e+02 8.018484978070513486e-07 1.184529497028422563e-08
8.681688330000000633e+02 7.401407620853275252e-07 1.185008911658275826e-08
9.095102060000001529e+02 7.070028833183277338e-07 1.186528823486751397e-08
9.508515790000001289e+02 7.168271727367216817e-07 1.188699569440448326e-08
9.921929520000001048e+02 7.633397779142526778e-07 1.190431522114574224e-08
1.033534325000000081e+03 8.227254470434253249e-07 1.190584733974984356e-08
1.074875698000000057e+03 8.651149731580878827e-07 1.189088653411342539e-08
1.116217071000000033e+03 8.689138783322712277e-07 1.187018736083102096e-08
1.157558444000000236e+03 8.310906313062476989e-07 1.185539459952699761e-08
1.198899817000000212e+03 7.684944904207297914e-07 1.185102947589809026e-08
1.240241190000000188e+03 7.096306193610862852e-07 1.185655474107724847e-08
1.281582563000000164e+03 6.809325190170467786e-07 1.187019902920472027e-08
1.322923936000000140e+03 6.941605872641894987e-07 1.188726785546554231e-08
1.364265309000000116e+03 7.409204997348880120e-07 1.189897254535406057e-08
1.405606682000000092e+03 7.968389710975540087e-07 1.189810154556035308e-08
1.446948055000000068e+03 8.333335984249357174e-07 1.188575975983972040e-08
1.488289428000000044e+03 8.313097496675357470e-07 1.187030558767545676e-08
1.529630801000000247e+03 7.902091756376380431e-07 1.185990570474067768e-08
1.570972174000000223e+03 7.280968740075887313e-07 1.185775917105608054e-08
1.612313547000000199e+03 6.728307994837003452e-07 1.186333837862517032e-08
1.653654920000000175e+03 6.486552541332221117e-07 1.187434124670359070e-08
