LAMMPS data file via write_data, version 23 Jun 2022, timestep = 200000

1536 atoms
2 atom types

0.0 24.7977 xlo xhi
0.0 24.7977 ylo yhi
0.0 100.0 zlo zhi

Masses

1 15.9994
2 1.00784

Atoms

1 1 1 0 5.80420505 -4.20239955 -3.58722192
2 1 2 0 6.51098505 -3.94152955 -4.18904192
3 1 2 0 5.52970505 -3.32134955 -3.30424192
4 1 1 0 -3.38659495 7.06306045 1.43664808
5 1 2 0 -2.83211495 6.43573045 1.01285808
6 1 2 0 -4.17450495 7.04934045 0.82935008
7 1 1 0 7.38701505 -6.82932955 9.87404808
8 1 2 0 6.70114505 -6.99923955 10.55378808
9 1 2 0 7.64777505 -7.65914955 9.52471808
10 1 1 0 -10.72962495 -9.84492955 7.51861808
11 1 2 0 -10.48692495 -8.99814955 7.10335808
12 1 2 0 -10.20432495 -10.51992955 6.97507808
13 1 1 0 2.10025505 2.73276045 0.69076808
14 1 2 0 1.12494505 2.55651045 0.83392308
15 1 2 0 2.54326505 1.88938045 0.77532008
16 1 1 0 -9.89817495 1.01333345 14.20418808
17 1 2 0 -9.33279495 1.11753945 14.93518808
18 1 2 0 -9.50788495 0.18057305 13.76808808
19 1 1 0 -12.10862495 -4.45013955 2.74170808
20 1 2 0 -12.29132495 -4.73289955 1.76329808
21 1 2 0 -12.45952495 -5.05873955 3.39716808
22 1 1 0 -7.96336495 -1.13472955 10.73878808
23 1 2 0 -7.38766495 -0.37422955 10.80838808
24 1 2 0 -8.86285495 -0.85432955 10.36028808
25 1 1 0 1.35847505 9.98607045 8.34732808
26 1 2 0 2.26424505 9.79577045 8.80139808
27 1 2 0 0.96992505 10.51497045 9.07400808
28 1 1 0 -4.34051495 3.61939045 8.50138808
29 1 2 0 -5.19260495 3.54931045 8.97732808
30 1 2 0 -4.49319495 4.40420045 7.89003808
31 1 1 0 5.14317505 3.85739045 0.90320608
32 1 2 0 6.13784505 3.77359045 0.96918008
33 1 2 0 4.96157505 3.87858045 1.88658808
34 1 1 0 -9.50952495 -5.41278955 8.25208808
35 1 2 0 -9.71422495 -6.04455955 8.97141808
36 1 2 0 -8.73992495 -4.92038955 8.43097808
37 1 1 0 8.52349505 -10.82192955 -3.99040192
38 1 2 0 8.07732505 -10.63822955 -4.89588192
39 1 2 0 8.58479505 -9.95012955 -3.64898192
40 1 1 0 -8.22085495 -0.10620255 7.39935808
41 1 2 0 -7.85702495 -0.95073955 7.64974808
42 1 2 0 -9.11048495 -0.26436055 7.02490808
43 1 1 0 -11.58092495 5.57677045 5.64524808
44 1 2 0 -12.16172495 5.18665045 6.35480808
45 1 2 0 -12.13362495 5.46975045 4.85744808
46 1 1 0 4.55164505 12.08967045 -4.97287192
47 1 2 0 4.17786505 12.94737045 -5.17644192
