#     index      Reference     Calculated        Error^2    
      1339 1.36433817e+02 1.26161798e+02 1.05514374e+02    
      1340 1.71834817e+02 1.73479772e+02 2.70587555e+00    
      1341 6.25078175e+01 6.05338535e+01 3.89653361e+00    
      1342 1.31836817e+02 1.36438265e+02 2.11733171e+01    
      1343 7.80608175e+01 8.29503699e+01 2.39077229e+01    
      1344 1.14585817e+02 1.10491020e+02 1.67673625e+01    
      1345 8.51008175e+01 8.51119352e+01 1.23604664e-04    
      1346 1.08895817e+02 1.04528365e+02 1.90746441e+01    
      1347 1.06238817e+02 1.11259854e+02 2.52108099e+01    
      1348 7.85648175e+01 8.09495206e+01 5.68680923e+00    
      1349 8.62228175e+01 9.06238478e+01 1.93690683e+01    
      1350 1.96910817e+02 1.88640829e+02 6.83927076e+01    
      1351 1.39182817e+02 1.33597130e+02 3.11999047e+01    
      1352 5.87098175e+01 5.92697771e+01 3.13554743e-01    
      1353 1.68466817e+02 1.54593237e+02 1.92476249e+02    
      1354 1.62858817e+02 1.45713213e+02 2.93971740e+02    
      1355 8.30228175e+01 8.50042478e+01 3.92606606e+00    
      1356 1.54548817e+02 1.49508039e+02 2.54094468e+01    
      1357 6.22888175e+01 6.24069710e+01 1.39602536e-02    
      1358 1.20703817e+02 1.19200646e+02 2.25952531e+00    
      1359 7.65418175e+01 7.99097929e+01 1.13432588e+01    
      1360 8.71498175e+01 8.38859902e+01 1.06525685e+01    
      1361 7.79138175e+01 7.21377000e+01 3.33635335e+01    
      1362 5.94788175e+01 5.88715787e+01 3.68738952e-01    
      1363 8.51698175e+01 8.50749875e+01 8.99272413e-03    
      1364 5.36358175e+01 5.57427356e+01 4.43910401e+00    
      1365 1.23412817e+02 1.26716592e+02 1.09149294e+01    
      1366 1.54629817e+02 1.58575202e+02 1.55660584e+01    
      1367 1.31690817e+02 1.29721134e+02 3.87965277e+00    
      1368 1.32105817e+02 1.41537758e+02 8.89614942e+01    
      1369 1.57510817e+02 1.50381603e+02 5.08256944e+01    
      1370 9.42718175e+01 9.38927644e+01 1.43681238e-01    
      1371 6.13358175e+01 6.27605591e+01 2.02988868e+00    
      1372 1.88393817e+02 1.91596365e+02 1.02563119e+01    
      1373 1.65344817e+02 1.59196899e+02 3.77969055e+01    
      1374 1.28996817e+02 1.27815682e+02 1.39508198e+00    
      1375 1.35004817e+02 1.32311139e+02 7.25590405e+00    
      1376 1.29417817e+02 1.31204658e+02 3.19279787e+00    
      1377 1.07793817e+02 1.08273908e+02 2.30486528e-01    
      1378 5.12318175e+01 5.10953589e+01 1.86209520e-02    
      1379 9.92438175e+01 9.85817368e+01 4.38350841e-01    
      1380 1.00759817e+02 1.03941601e+02 1.01237480e+01    
      1381 1.77140817e+02 1.73889387e+02 1.05718015e+01    
      1382 8.63678175e+01 8.22277672e+01 1.71400166e+01    
      1383 1.41585817e+02 1.35785195e+02 3.36472208e+01    
      1384 7.29888175e+01 7.13172318e+01 2.79419865e+00    
      1385 5.76818175e+01 5.75397811e+01 2.01743404e-02    
      1386 9.18708175e+01 9.09180761e+01 9.07716142e-01    
      1387 7.29128175e+01 7.29619679e+01 2.41576409e-03    
      1388 8.38818175e+01 8.51689318e+01 1.65666328e+00    
      1389 1.69027817e+02 1.76533475e+02 5.63348980e+01    
      1390 1.62538817e+02 1.60994613e+02 2.38456636e+00    
      1391 9.89938175e+01 1.02068159e+02 9.45157731e+00    
      1392 6.40518175e+01 6.46097554e+01 3.11294758e-01    
      1393 7.83138175e+01 7.73980565e+01 8.38618224e-01    
      1394 6.96238175e+01 6.40332037e+01 3.12549619e+01    
      1395 1.90794817e+02 1.66972106e+02 5.67521594e+02    
      1396 1.21135817e+02 1.25428409e+02 1.84263406e+01    
      1397 1.81829817e+02 1.76349829e+02 3.00302686e+01    
      1398 1.08251817e+02 1.06065053e+02 4.78193874e+00    
      1399 1.03595817e+02 1.05789180e+02 4.81084129e+00    
      1400 1.31315817e+02 1.36590770e+02 2.78251207e+01    
      1401 8.48458175e+01 9.17992836e+01 4.83506916e+01    
      1402 1.04396817e+02 9.96436897e+01 2.25922235e+01    
      1403 9.01518175e+01 8.53588527e+01 2.29725117e+01    
      1404 1.04318817e+02 1.08218188e+02 1.52050933e+01    
      1405 8.62188175e+01 8.30587477e+01 9.98604070e+00    
      1406 1.01417817e+02 1.06197653e+02 2.28468322e+01    
      1407 9.98788175e+01 1.02808843e+02 8.58504736e+00    
      1408 7.74748175e+01 8.03581639e+01 8.31368635e+00    
      1409 1.09722817e+02 1.15966363e+02 3.89818667e+01    
      1410 1.49904817e+02 1.49523060e+02 1.45738975e-01    
      1411 1.19662817e+02 1.24361217e+02 2.20749542e+01    
      1412 1.27659817e+02 1.32342531e+02 2.19278048e+01    
      1413 8.77578175e+01 8.69419582e+01 6.65626283e-01    
      1414 1.21626817e+02 1.10443816e+02 1.25059522e+02    
      1415 6.88778175e+01 6.35731506e+01 2.81394904e+01    
      1416 8.16758175e+01 8.53839650e+01 1.37503584e+01    
      1417 1.07895817e+02 1.11857637e+02 1.56960175e+01    
      1418 1.88358817e+02 1.91805844e+02 1.18819891e+01    
      1419 7.83528175e+01 8.08407468e+01 6.18979259e+00    
      1420 7.93138175e+01 7.37587412e+01 3.08588721e+01    
      1421 1.68057817e+02 1.69578591e+02 2.31275273e+00    
      1422 9.06648175e+01 9.07887696e+01 1.53641192e-02    
      1423 7.82598175e+01 7.66435524e+01 2.61231269e+00    
      1424 7.29478175e+01 6.84801117e+01 1.99603944e+01    
      1425 8.93688175e+01 9.42754159e+01 2.40747079e+01    
      1426 1.76202817e+02 1.79926473e+02 1.38656090e+01    
      1427 1.48285817e+02 1.42970669e+02 2.82507984e+01    
      1428 6.47488175e+01 6.24717527e+01 5.18502407e+00    
      1429 1.61576817e+02 1.63596906e+02 4.08075850e+00    
      1430 1.07789817e+02 9.72019896e+01 1.12102099e+02    
      1431 8.22488175e+01 8.27454119e+01 2.46606037e-01    
      1432 1.16238817e+02 1.24072458e+02 6.13659210e+01    
      1433 9.20418175e+01 9.61695681e+01 1.70383253e+01    
      1434 1.49023817e+02 1.43921337e+02 2.60353031e+01    
      1435 1.79770817e+02 1.74517736e+02 2.75948602e+01    
      1436 1.10562817e+02 1.10184275e+02 1.43294177e-01    
      1437 1.61750817e+02 1.60916717e+02 6.95724019e-01    
      1438 1.04103817e+02 1.03275272e+02 6.86487908e-01    
      1439 1.74349817e+02 1.57676671e+02 2.77993813e+02    
      1440 1.24090817e+02 1.33114620e+02 8.14290081e+01    
      1441 7.65498175e+01 7.58248680e+01 5.25551667e-01    
      1442 1.08156817e+02 9.99771319e+01 6.69072557e+01    
      1443 1.24789817e+02 1.27416814e+02 6.90111257e+00    
      1444 1.13800817e+02 1.05224755e+02 7.35488463e+01    
      1445 7.75758175e+01 8.07133362e+01 9.84402405e+00    
      1446 1.01208817e+02 1.01616097e+02 1.65876502e-01    
      1447 7.49118175e+01 7.45957989e+01 9.98677129e-02    
      1448 8.30588175e+01 8.56203839e+01 6.56162237e+00    
      1449 1.05928817e+02 1.03735559e+02 4.81038444e+00    
      1450 1.20387817e+02 1.16975528e+02 1.16437203e+01    
      1451 1.57470817e+02 1.53198483e+02 1.82528445e+01    
      1452 1.12867817e+02 1.15459416e+02 6.71638084e+00    
      1453 1.12282817e+02 1.05817580e+02 4.17992999e+01    
      1454 1.98530817e+02 2.04158588e+02 3.16718018e+01    
      1455 8.52118175e+01 8.90546707e+01 1.47675211e+01    
      1456 8.28888175e+01 8.52321884e+01 5.49138738e+00    
      1457 1.39154817e+02 1.31463278e+02 5.91597755e+01    
      1458 1.14363817e+02 1.21241536e+02 4.73030114e+01    
      1459 2.12662817e+02 2.02137900e+02 1.10773880e+02    
      1460 9.28948175e+01 8.91509384e+01 1.40166306e+01    
      1461 8.20638175e+01 7.98418196e+01 4.93727473e+00    
      1462 9.01828175e+01 9.56451229e+01 2.98367810e+01    
      1463 6.22348175e+01 6.25658546e+01 1.09585601e-01    
      1464 6.82948175e+01 6.95108414e+01 1.47871431e+00    
      1465 1.15038817e+02 1.19848444e+02 2.31325121e+01    
      1466 1.60360817e+02 1.65733030e+02 2.88606683e+01    
      1467 1.16969817e+02 1.14298024e+02 7.13847965e+00    
      1468 9.54738175e+01 9.85243613e+01 9.30581757e+00    
      1469 7.30028175e+01 7.34149374e+01 1.69842877e-01    
      1470 7.23478175e+01 7.12608874e+01 1.18141708e+00    
      1471 1.27349817e+02 1.36860736e+02 9.04575625e+01    
      1472 1.47316817e+02 1.47951263e+02 4.02521591e-01    
      1473 1.96121817e+02 1.82512160e+02 1.85222770e+02    
      1474 5.77558175e+01 5.68106696e+01 8.93304583e-01    
      1475 1.37198817e+02 1.45535107e+02 6.94937159e+01    
      1476 1.07354817e+02 1.09576611e+02 4.93636754e+00    
      1477 5.39798175e+01 5.30643287e+01 8.38119715e-01    
      1478 1.28875817e+02 1.32922613e+02 1.63765547e+01    
      1479 1.54126817e+02 1.62254915e+02 6.60659643e+01    
      1480 9.42328175e+01 9.52170798e+01 9.68772416e-01    
      1481 1.73481817e+02 1.66539802e+02 4.81915847e+01    
      1482 6.99498175e+01 7.18674745e+01 3.67740847e+00    
      1483 7.66818175e+01 7.22993126e+01 1.92063491e+01    
      1484 1.03927817e+02 1.00798738e+02 9.79113901e+00    
      1485 9.89378175e+01 1.06451297e+02 5.64523672e+01    
      1486 1.00253817e+02 1.01095874e+02 7.09059070e-01    
      1487 3.82068175e+01 3.87686625e+01 3.15669856e-01    
      1488 1.27576817e+02 1.33822619e+02 3.90100335e+01    
      1489 9.77568175e+01 9.16017342e+01 3.78850498e+01    
      1490 8.07978175e+01 7.70511559e+01 1.40374732e+01    
      1491 1.05173817e+02 9.68034579e+01 7.00629197e+01    
      1492 1.04502817e+02 1.08338750e+02 1.47143783e+01    
      1493 1.71186817e+02 1.65635830e+02 3.08134607e+01    
      1494 1.67726817e+02 1.70178054e+02 6.00856223e+00    
      1495 1.02710817e+02 1.05434620e+02 7.41910293e+00    
      1496 6.61718175e+01 6.77441340e+01 2.47217931e+00    
      1497 1.12097817e+02 1.10799120e+02 1.68661514e+00    
      1498 1.74174817e+02 1.81521867e+02 5.39791380e+01    
      1499 6.14268175e+01 6.06360500e+01 6.25313148e-01    
      1500 6.91088175e+01 7.61464810e+01 4.95287073e+01    
      1501 6.67688175e+01 6.79787519e+01 1.46394128e+00    
      1502 6.88768175e+01 6.43256766e+01 2.07128829e+01    
      1503 1.20886817e+02 1.20484026e+02 1.62240986e-01    
      1504 9.72488175e+01 9.26711799e+01 2.09547659e+01    
      1505 2.01594817e+02 1.83863613e+02 3.14395626e+02    
      1506 1.10489817e+02 1.16200189e+02 3.26083413e+01    
      1507 9.00998175e+01 9.31174715e+01 9.10623602e+00    
      1508 6.60978175e+01 6.54634019e+01 4.02483114e-01    
      1509 1.70964817e+02 1.66898606e+02 1.65340720e+01    
      1510 9.90368175e+01 9.77379098e+01 1.68716116e+00    
      1511 1.31297817e+02 1.29270143e+02 4.11146308e+00    
      1512 9.35078175e+01 9.76314480e+01 1.70043291e+01    
      1513 8.94088175e+01 9.23807503e+01 8.83238489e+00    
      1514 8.51928175e+01 8.73107488e+01 4.48563324e+00    
      1515 6.78728175e+01 6.39776443e+01 1.51723739e+01    
      1516 1.56162817e+02 1.49330812e+02 4.66763029e+01    
      1517 7.46068175e+01 7.91494811e+01 2.06357931e+01    
      1518 1.71695817e+02 1.74250019e+02 6.52394761e+00    
      1519 7.78108175e+01 8.44862221e+01 4.45610275e+01    
      1520 5.61658175e+01 5.59354228e+01 5.30817129e-02    
      1521 1.00542817e+02 1.02960044e+02 5.84298376e+00    
      1522 8.17198175e+01 7.84942331e+01 1.04043943e+01    
      1523 1.02437817e+02 9.97726284e+01 7.10323278e+00    
      1524 5.18148175e+01 5.46697950e+01 8.15089673e+00    
      1525 6.76768175e+01 6.50650114e+01 6.82153119e+00    
      1526 8.66598175e+01 8.94173892e+01 7.60420212e+00    
      1527 1.78114817e+02 1.70528180e+02 5.75570659e+01    
      1528 7.01598175e+01 6.59890662e+01 1.73951661e+01    
      1529 1.02895817e+02 1.06078281e+02 1.01280710e+01    
      1530 1.61149817e+02 1.76049918e+02 2.22012984e+02    
      1531 1.27823817e+02 1.30351371e+02 6.38852626e+00    
      1532 1.12437817e+02 1.10881399e+02 2.42243838e+00    
      1533 1.85014817e+02 1.88067334e+02 9.31785426e+00    
      1534 1.31044817e+02 1.33314467e+02 5.15130782e+00    
      1535 1.14959817e+02 1.09842257e+02 2.61894203e+01    
      1536 8.49688175e+01 8.55328094e+01 3.18086934e-01    
      1537 1.35685817e+02 1.44500995e+02 7.77073546e+01    
      1538 1.37543817e+02 1.45720586e+02 6.68595449e+01    
      1539 9.97838175e+01 1.00174889e+02 1.52936666e-01    
      1540 1.33876817e+02 1.31945640e+02 3.72944742e+00    
      1541 7.47008175e+01 7.52962247e+01 3.54509766e-01    
      1542 6.71718175e+01 6.70571866e+01 1.31402467e-02    
      1543 1.10345817e+02 1.12459637e+02 4.46823343e+00    
      1544 9.50268175e+01 9.49676853e+01 3.49661076e-03    
      1545 1.83616817e+02 1.85641853e+02 4.10076692e+00    
      1546 1.58809817e+02 1.58676286e+02 1.78307119e-02    
      1547 7.45848175e+01 7.57988876e+01 1.47396617e+00    
      1548 9.13858175e+01 1.00026767e+02 7.46660057e+01    
      1549 1.84192817e+02 2.04129407e+02 3.97467608e+02    
      1550 2.24656817e+02 2.27934207e+02 1.07412803e+01    
      1551 1.62438817e+02 1.55644912e+02 4.61571513e+01    
      1552 7.66868175e+01 7.60633342e+01 3.88731407e-01    
      1553 1.60512817e+02 1.52271049e+02 6.79267475e+01    
      1554 1.21493817e+02 1.12439725e+02 8.19765868e+01    
      1555 9.91668175e+01 1.01473097e+02 5.31892589e+00    
      1556 1.02668817e+02 1.04150291e+02 2.19476431e+00    
      1557 8.06758175e+01 7.98293770e+01 7.16461447e-01    
      1558 6.54098175e+01 6.92226941e+01 1.45380286e+01    
      1559 9.10378175e+01 9.00038602e+01 1.06906772e+00    
      1560 1.32072817e+02 1.32412222e+02 1.15195241e-01    
      1561 9.26128175e+01 9.53155076e+01 7.30453415e+00    
      1562 1.04586817e+02 1.02458665e+02 4.52903401e+00    
      1563 5.99878175e+01 6.25878371e+01 6.76010183e+00    
      1564 8.68468175e+01 8.52557217e+01 2.53158577e+00    
      1565 1.89492817e+02 1.80664367e+02 7.79415293e+01    
      1566 1.06304817e+02 1.04123278e+02 4.75911249e+00    
      1567 1.47433817e+02 1.47475537e+02 1.74049873e-03    
      1568 1.27613817e+02 1.27215934e+02 1.58311326e-01    
      1569 1.43653817e+02 1.38240174e+02 2.93075395e+01    
      1570 1.75003817e+02 1.77301776e+02 5.28061517e+00    
      1571 1.10560817e+02 1.09831645e+02 5.31692675e-01    
      1572 9.71218175e+01 9.38037422e+01 1.10096238e+01    
      1573 1.05381817e+02 9.66550454e+01 7.61565499e+01    
      1574 8.78038175e+01 8.42379252e+01 1.27155879e+01    
      1575 8.59208175e+01 8.66189619e+01 4.87405600e-01    
      1576 1.29383817e+02 1.23413477e+02 3.56449701e+01    
      1577 1.14649817e+02 1.10433466e+02 1.77776230e+01    
      1578 1.05176817e+02 1.11777884e+02 4.35740808e+01    
      1579 1.32861817e+02 1.36645236e+02 1.43142554e+01    
      1580 8.78288175e+01 8.09577798e+01 4.72111582e+01    
      1581 8.49438175e+01 8.37712576e+01 1.37489674e+00    
      1582 1.34331817e+02 1.42876467e+02 7.30110323e+01    
      1583 1.14428817e+02 9.50260734e+01 3.76466476e+02    
      1584 1.10929817e+02 1.14366241e+02 1.18090033e+01    
      1585 7.55088175e+01 7.75058280e+01 3.98805118e+00    
      1586 9.69478175e+01 1.00238212e+02 1.08266946e+01    
      1587 9.32598175e+01 9.04772158e+01 7.74287218e+00    
      1588 7.29998175e+01 7.49562632e+01 3.82768004e+00    
      1589 1.00775817e+02 1.00924896e+02 2.22242620e-02    
      1590 8.67578175e+01 9.21051315e+01 2.85937673e+01    
      1591 1.04023817e+02 1.01523260e+02 6.25278749e+00    
      1592 1.00398817e+02 1.06772272e+02 4.06209183e+01    
      1593 1.22646817e+02 1.22150192e+02 2.46637000e-01    
      1594 1.62616817e+02 1.61131664e+02 2.20568215e+00    
      1595 8.78418175e+01 8.69687969e+01 7.62164996e-01    
      1596 1.31372817e+02 1.28907183e+02 6.07935336e+00    
      1597 8.97148175e+01 8.75131640e+01 4.84727812e+00    
      1598 8.41318175e+01 8.30789838e+01 1.10845882e+00    
      1599 9.15558175e+01 9.32145934e+01 2.75153757e+00    
      1600 7.70018175e+01 7.23021971e+01 2.20864312e+01    
      1601 1.27602817e+02 1.31855527e+02 1.80855422e+01    
      1602 8.89718175e+01 9.09331219e+01 3.84671510e+00    
      1603 9.42718175e+01 1.01087626e+02 4.64552521e+01    
      1604 1.16709817e+02 1.11807514e+02 2.40325793e+01    
      1605 1.52626817e+02 1.48144005e+02 2.00956046e+01    
      1606 8.78948175e+01 8.38423275e+01 1.64226747e+01    
      1607 1.31579817e+02 1.40822194e+02 8.54215331e+01    
      1608 1.61342817e+02 1.59860606e+02 2.19695189e+00    
      1609 1.66860817e+02 1.71240705e+02 1.91834154e+01    
      1610 1.03460817e+02 1.04784216e+02 1.75138382e+00    
      1611 4.25058175e+01 4.43658132e+01 3.45958397e+00    
      1612 1.08747817e+02 1.12916737e+02 1.73798895e+01    
      1613 7.55608175e+01 7.78943200e+01 5.44523426e+00    
      1614 1.10614817e+02 1.08929014e+02 2.84193302e+00    
      1615 7.02848175e+01 7.07764962e+01 2.41748007e-01    
      1616 8.09298175e+01 8.17016655e+01 5.95749325e-01    
      1617 1.42791817e+02 1.30361742e+02 1.54506775e+02    
      1618 6.19238175e+01 6.11786808e+01 5.55228707e-01    
      1619 1.22220817e+02 1.22774682e+02 3.06765641e-01    
      1620 1.03103817e+02 1.04551679e+02 2.09630248e+00    
      1621 9.69618175e+01 9.50849949e+01 3.52246287e+00    
      1622 1.12982817e+02 1.13349082e+02 1.34149822e-01    
      1623 1.00380817e+02 9.85755502e+01 3.25898978e+00    
      1624 9.81028175e+01 9.81394638e+01 1.34295083e-03    
      1625 1.17907817e+02 1.16557477e+02 1.82341983e+00    
      1626 5.57408175e+01 5.42958710e+01 2.08787018e+00    
      1627 9.24568175e+01 8.97224427e+01 7.47680531e+00    
      1628 8.10288175e+01 8.32700073e+01 5.02293189e+00    
      1629 6.99568175e+01 7.17388387e+01 3.17559959e+00    
      1630 1.20859817e+02 1.26812257e+02 3.54315378e+01    
      1631 1.37092817e+02 1.26145944e+02 1.19834050e+02    
      1632 1.33857817e+02 1.29769334e+02 1.67156947e+01    
      1633 5.80278175e+01 6.13934427e+01 1.13274331e+01    
      1634 7.42718175e+01 7.54548889e+01 1.39965806e+00    
      1635 1.87454817e+02 1.86176796e+02 1.63333811e+00    
      1636 8.36068175e+01 8.64660119e+01 8.17499261e+00    
      1637 8.86408175e+01 9.15346447e+01 8.37423585e+00    
      1638 8.74008175e+01 8.69631422e+01 1.91559623e-01    
      1639 8.57208175e+01 8.56492324e+01 5.12442411e-03    
      1640 1.05050817e+02 1.08975388e+02 1.54022518e+01    
      1641 1.13482817e+02 1.15943033e+02 6.05266218e+00    
      1642 1.19301817e+02 1.13956799e+02 2.85692180e+01    
      1643 9.17298175e+01 8.85693185e+01 9.98875374e+00    
      1644 9.33388175e+01 1.00781457e+02 5.53928815e+01    
      1645 1.03507817e+02 9.99069050e+01 1.29665707e+01    
      1646 9.13308175e+01 9.13714622e+01 1.65199424e-03    
      1647 1.18958817e+02 1.18640701e+02 1.01198119e-01    
      1648 1.40889817e+02 1.36783724e+02 1.68600048e+01    
      1649 5.97828175e+01 6.20819030e+01 5.28579405e+00    
      1650 5.48938175e+01 5.69039338e+01 4.04056776e+00    
      1651 9.04648175e+01 8.06021046e+01 9.72731046e+01    
      1652 6.82168175e+01 6.90307698e+01 6.62518328e-01    
      1653 1.82029817e+02 1.90383848e+02 6.97898197e+01    
      1654 1.38088817e+02 1.38190929e+02 1.04268194e-02    
      1655 6.54458175e+01 6.60613125e+01 3.78834117e-01    
      1656 7.31618175e+01 7.10710219e+01 4.37142625e+00    
      1657 9.61418175e+01 9.32681364e+01 8.25804283e+00    
      1658 6.02388175e+01 6.01175225e+01 1.47124674e-02    
      1659 6.49808175e+01 6.48069390e+01 3.02337070e-02    
      1660 8.71878175e+01 8.35915406e+01 1.29332073e+01    
      1661 7.93228175e+01 8.11679562e+01 3.40453710e+00    
      1662 6.59768175e+01 6.65917506e+01 3.78142719e-01    
      1663 7.46808175e+01 7.06117627e+01 1.65572070e+01    
      1664 7.71988175e+01 7.49043887e+01 5.26440337e+00    
      1665 9.28148175e+01 8.51058069e+01 5.94288445e+01    
      1666 7.89298175e+01 8.44268222e+01 3.02170613e+01    
      1667 1.27027817e+02 1.18385196e+02 7.46949027e+01    
      1668 7.35828175e+01 7.61329694e+01 6.50327506e+00    
      1669 2.14081817e+02 2.11111623e+02 8.82205285e+00    
      1670 1.29770817e+02 1.29091734e+02 4.61153786e-01    
      1671 1.11680817e+02 1.18367012e+02 4.47052011e+01    
      1672 6.35838175e+01 6.56917508e+01 4.44338283e+00    
      1673 6.71598175e+01 6.87305830e+01 2.46730427e+00    
      1674 2.65272817e+02 2.58051778e+02 5.21434157e+01    
      1675 7.19318175e+01 7.07667850e+01 1.35730068e+00    
      1676 7.77618175e+01 7.73668149e+01 1.56027009e-01    
      1677 1.14541817e+02 1.12970651e+02 2.46856252e+00    
      1678 9.05498175e+01 8.94877446e+01 1.12799880e+00    
      1679 6.08538175e+01 6.45998752e+01 1.40329487e+01    
      1680 5.77718175e+01 6.24976983e+01 2.23339493e+01    
      1681 1.25369817e+02 1.17208988e+02 6.65991352e+01    
      1682 1.23718817e+02 1.27124360e+02 1.15977185e+01    
      1683 9.11538175e+01 8.69241287e+01 1.78902672e+01    
      1684 7.72278175e+01 7.97440391e+01 6.33137131e+00    
      1685 1.33533817e+02 1.26130300e+02 5.48120766e+01    
      1686 9.26948175e+01 9.53647958e+01 7.12878436e+00    
      1687 2.02654817e+02 1.96986867e+02 3.21256649e+01    
      1688 1.39754817e+02 1.41211678e+02 2.12244129e+00    
      1689 1.17630817e+02 1.19032743e+02 1.96539642e+00    
      1690 1.02998817e+02 1.01274791e+02 2.97226807e+00    
      1691 7.07578175e+01 7.25268943e+01 3.12963280e+00    
      1692 1.05739817e+02 1.08262179e+02 6.36230608e+00    
      1693 1.25505817e+02 1.28114293e+02 6.80414386e+00    
      1694 1.26528817e+02 1.17797459e+02 7.62366211e+01    
      1695 5.88098175e+01 5.51552685e+01 1.33557278e+01    
      1696 6.64188175e+01 6.91480874e+01 7.44891423e+00    
      1697 9.43958175e+01 9.82307779e+01 1.47069211e+01    
      1698 1.14557817e+02 1.07830618e+02 4.52552134e+01    
      1699 1.10719817e+02 1.04113637e+02 4.36416206e+01    
      1700 8.73728175e+01 9.04301893e+01 9.34752241e+00    
      1701 1.26374817e+02 1.25285563e+02 1.18647502e+00    
      1702 1.37192817e+02 1.35389223e+02 3.25295479e+00    
      1703 1.40774817e+02 1.43745952e+02 8.82764298e+00    
      1704 7.60908175e+01 7.41379675e+01 3.81362295e+00    
      1705 9.73988175e+01 9.46437867e+01 7.59019465e+00    
      1706 7.27678175e+01 7.40746879e+01 1.70791027e+00    
      1707 1.07942817e+02 1.05699208e+02 5.03378186e+00    
      1708 1.68379817e+02 1.63822605e+02 2.07681886e+01    
      1709 1.14411817e+02 1.13332954e+02 1.16394711e+00    
      1710 8.94308175e+01 8.67510502e+01 7.18115264e+00    
      1711 1.23343817e+02 1.28687493e+02 2.85548644e+01    
      1712 1.05182817e+02 1.02078273e+02 9.63819794e+00    
      1713 9.38288175e+01 9.49971291e+01 1.36495204e+00    
      1714 1.48721817e+02 1.47937501e+02 6.15152042e-01    
      1715 1.28795817e+02 1.32592797e+02 1.44170522e+01    
      1716 1.01292817e+02 9.64480533e+01 2.34717397e+01    
      1717 6.96658175e+01 6.90899446e+01 3.31629529e-01    
      1718 9.47818175e+01 9.64017695e+01 2.62424449e+00    
      1719 1.27886817e+02 1.22727439e+02 2.66191884e+01    
      1720 1.08157817e+02 1.05974445e+02 4.76711403e+00    
      1721 1.15074817e+02 1.15915058e+02 7.06003565e-01    
      1722 9.20728175e+01 8.89014780e+01 1.00573943e+01    
      1723 1.69155817e+02 1.73897315e+02 2.24818007e+01    
      1724 7.08598175e+01 6.86117546e+01 5.05378671e+00    
      1725 1.49522817e+02 1.47956110e+02 2.45457077e+00    
      1726 6.51078175e+01 6.63653861e+01 1.58147884e+00    
      1727 1.01947817e+02 1.03419584e+02 2.16609594e+00    
      1728 6.32298175e+01 6.58138673e+01 6.67731364e+00    
      1729 7.31418175e+01 6.90836027e+01 1.64691071e+01    
      1730 5.30418175e+01 5.31338038e+01 8.46149339e-03    
      1731 6.57738175e+01 6.58345521e+01 3.68869643e-03    
      1732 8.22218175e+01 8.23739725e+01 2.31511512e-02    
      1733 7.28508175e+01 7.64233845e+01 1.27632353e+01    
      1734 8.87028175e+01 8.41295600e+01 2.09146838e+01    
      1735 8.87218175e+01 8.72414557e+01 2.19147097e+00    
      1736 1.74180817e+02 1.74148202e+02 1.06379834e-03    
      1737 1.43380817e+02 1.32081168e+02 1.27682078e+02    
      1738 7.26118175e+01 7.66843025e+01 1.65851342e+01    
      1739 8.55248175e+01 8.04778509e+01 2.54718712e+01    
      1740 6.32618175e+01 6.06898125e+01 6.61520964e+00    
      1741 1.35145817e+02 1.33953161e+02 1.42242932e+00    
      1742 1.72306817e+02 1.72443364e+02 1.86449141e-02    
      1743 1.45053817e+02 1.48755135e+02 1.36997543e+01    
      1744 1.34765817e+02 1.32610123e+02 4.64702040e+00    
      1745 1.10957817e+02 1.02150825e+02 7.75631090e+01    
      1746 1.28507817e+02 1.26049358e+02 6.04402528e+00    
      1747 1.11077817e+02 1.17252159e+02 3.81224910e+01    
      1748 1.06519817e+02 1.06666423e+02 2.14932228e-02    
      1749 1.84486817e+02 1.75073383e+02 8.86127422e+01    
      1750 1.09920817e+02 1.11078161e+02 1.33944485e+00    
      1751 1.18235817e+02 1.19836159e+02 2.56109203e+00    
      1752 7.91338175e+01 8.14609165e+01 5.41538993e+00    
      1753 9.03938175e+01 8.86130446e+01 3.17115194e+00    
      1754 1.13249817e+02 1.14299821e+02 1.10250691e+00    
      1755 1.05355817e+02 1.04429438e+02 8.58179126e-01    
      1756 1.68345817e+02 1.73743024e+02 2.91298362e+01    
      1757 8.12018175e+01 8.42894802e+01 9.53366092e+00    
      1758 1.24398817e+02 1.22488691e+02 3.64858382e+00    
      1759 6.70668175e+01 7.06911634e+01 1.31358838e+01    
      1760 9.87058175e+01 9.47850515e+01 1.53724059e+01    
      1761 1.42438817e+02 1.29958043e+02 1.55769723e+02    
      1762 1.03199817e+02 1.03605991e+02 1.64976621e-01    
      1763 1.97824817e+02 1.97108127e+02 5.13645039e-01    
      1764 1.33070817e+02 1.31445810e+02 2.64064852e+00    
      1765 1.11966817e+02 1.14836959e+02 8.23771163e+00    
      1766 7.80848175e+01 8.29713968e+01 2.38786571e+01    
      1767 1.11854817e+02 1.01616541e+02 1.04822315e+02    
      1768 9.55948175e+01 9.93976584e+01 1.44615992e+01    
      1769 7.47898175e+01 7.23671347e+01 5.86939161e+00    
      1770 1.25844817e+02 1.26839859e+02 9.90107679e-01    
      1771 6.97938175e+01 7.48033343e+01 2.50952584e+01    
      1772 8.78428175e+01 8.50392465e+01 7.86001020e+00    
      1773 6.35618175e+01 6.24986921e+01 1.13023562e+00    
      1774 9.26728175e+01 9.31147804e+01 1.95331201e-01    
