#     index      Reference     Calculated        Error^2    
       448 4.21781747e+00 4.24076429e+00 5.26556508e-04    
       449 3.02881747e+00 3.04343002e+00 2.13526494e-04    
       450 3.74681747e+00 3.65483689e+00 8.46042768e-03    
       451 2.65781747e+00 2.73566012e+00 6.05947757e-03    
       452 1.14988175e+01 1.23089844e+01 6.56370397e-01    
       453 1.16278175e+01 1.10664643e+01 3.15117436e-01    
       454 8.44781747e+00 9.38512580e+00 8.78546902e-01    
       455 8.13481747e+00 8.30076061e+00 2.75371271e-02    
       456 6.73981747e+00 6.99779285e+00 6.65512950e-02    
       457 1.30488175e+01 1.25612451e+01 2.37726804e-01    
       458 9.95581747e+00 9.37980924e+00 3.31785486e-01    
       459 6.71081747e+00 6.79430344e+00 6.96990690e-03    
       460 7.50981747e+00 7.07504622e+00 1.89026040e-01    
       461 1.12478175e+01 1.19022686e+01 4.28306313e-01    
       462 6.99581747e+00 8.03343210e+00 1.07664412e+00    
       463 5.76381747e+00 6.02818217e+00 6.98886966e-02    
       464 7.62381747e+00 8.01159667e+00 1.50372710e-01    
       465 1.13658175e+01 1.12529668e+01 1.27352780e-02    
       466 9.08981747e+00 8.92040305e+00 2.87012441e-02    
       467 8.32781747e+00 8.58894802e+00 6.81891639e-02    
       468 5.98381747e+00 6.18514478e+00 4.05326868e-02    
       469 1.04838175e+01 1.06915287e+01 4.31439664e-02    
       470 6.92681747e+00 6.59600778e+00 1.09435050e-01    
       471 1.45438175e+01 1.47609307e+01 4.71381484e-02    
       472 7.52081747e+00 7.39513061e+00 1.57971876e-02    
       473 7.14881747e+00 7.77457041e+00 3.91566739e-01    
       474 9.13381747e+00 9.68504240e+00 3.03848918e-01    
       475 8.01181747e+00 7.97307675e+00 1.50084301e-03    
       476 8.21881747e+00 8.40456455e+00 3.45019773e-02    
       477 5.23481747e+00 4.79699629e+00 1.91687388e-01    
       478 2.73981747e+00 2.79555393e+00 3.10655259e-03    
       479 1.34768175e+01 1.34792495e+01 5.91469118e-06    
       480 5.00281747e+00 4.56078782e+00 1.95390213e-01    
       481 4.77281747e+00 4.77860462e+00 3.34911002e-05    
       482 8.58181747e+00 8.80033300e+00 4.77490384e-02    
       483 5.42881747e+00 5.23910171e+00 3.59920683e-02    
       484 6.25681747e+00 6.24120041e+00 2.43892521e-04    
       485 7.10181747e+00 7.38547818e+00 8.04633985e-02    
       486 4.01981747e+00 4.07045744e+00 2.56440647e-03    
       487 9.39581747e+00 8.94406052e+00 2.04084340e-01    
       488 3.50381747e+00 3.44576629e+00 3.36993955e-03    
       489 5.75081747e+00 5.53039502e+00 4.85860565e-02    
       490 5.04181747e+00 5.35914112e+00 1.00694298e-01    
       491 5.35781747e+00 6.03513382e+00 4.58757438e-01    
       492 4.36181747e+00 4.35054713e+00 1.27020654e-04    
       493 8.34181747e+00 8.41784507e+00 5.78019624e-03    
       494 4.49281747e+00 4.39782600e+00 9.02337919e-03    
       495 9.00481747e+00 8.70702620e+00 8.86796383e-02    
       496 2.55481747e+00 2.88840898e+00 1.11283293e-01    
       497 9.15881747e+00 9.53709161e+00 1.43091324e-01    
       498 8.47881747e+00 8.32149106e+00 2.47515997e-02    
       499 1.35438175e+01 1.38123509e+01 7.21102267e-02    
       500 1.32638175e+01 1.33099667e+01 2.12975114e-03    
       501 9.76881747e+00 9.72302823e+00 2.09665474e-03    
       502 1.07758175e+01 1.07843073e+01 7.20772454e-05    
       503 3.06281747e+00 3.20774941e+00 2.10052682e-02    
       504 8.97181747e+00 9.33239045e+00 1.30012876e-01    
       505 4.81681747e+00 4.93750584e+00 1.45656821e-02    
       506 7.02681747e+00 7.25731720e+00 5.31301278e-02    
       507 1.08728175e+01 1.07120476e+01 2.58469555e-02    
       508 6.44081747e+00 6.53256608e+00 8.41780828e-03    
       509 9.31881747e+00 8.99397123e+00 1.05525077e-01    
       510 1.33108175e+01 1.27027017e+01 3.69804849e-01    
       511 5.04881747e+00 5.06403744e+00 2.31647620e-04    
       512 5.00481747e+00 4.99107163e+00 1.88948226e-04    
       513 1.23268175e+01 1.22377748e+01 7.92859152e-03    
       514 1.46718175e+01 1.48684401e+01 3.86604447e-02    
       515 1.54358175e+01 1.54050392e+01 9.47301527e-04    
       516 1.15388175e+01 1.17862136e+01 6.12048284e-02    
       517 4.71681747e+00 4.61758102e+00 9.84787286e-03    
       518 9.54681747e+00 9.93088296e+00 1.47506304e-01    
       519 1.10298175e+01 1.06686990e+01 1.30406566e-01    
       520 3.61881747e+00 3.81204069e+00 3.73352134e-02    
       521 6.34481747e+00 6.37747077e+00 1.06623818e-03    
       522 8.09381747e+00 7.55912296e+00 2.85898215e-01    
       523 3.83381747e+00 4.18454657e+00 1.23010899e-01    
       524 8.94981747e+00 8.63381889e+00 9.98551048e-02    
       525 3.87381747e+00 3.84956908e+00 5.87984432e-04    
       526 8.39981747e+00 8.53085870e+00 1.71718030e-02    
       527 7.26081747e+00 7.34762065e+00 7.53479182e-03    
       528 1.72548175e+01 1.66619559e+01 3.51484869e-01    
       529 9.95781747e+00 9.81723219e+00 1.97642196e-02    
       530 9.44981747e+00 9.31637616e+00 1.78065821e-02    
       531 9.66181747e+00 9.73724218e+00 5.68888624e-03    
       532 3.48881747e+00 3.48766525e+00 1.32761437e-06    
       533 9.97581747e+00 9.98373983e+00 6.27637893e-05    
       534 1.00248175e+01 1.00085612e+01 2.64266741e-04    
       535 5.85581747e+00 5.50256907e+00 1.24784432e-01    
       536 3.77581747e+00 3.78405730e+00 6.78948581e-05    
       537 9.22081747e+00 8.68920613e+00 2.82610621e-01    
       538 1.07578175e+01 1.09435108e+01 3.44820263e-02    
       539 6.77281747e+00 7.13423871e+00 1.30625310e-01    
       540 4.06681747e+00 4.29169752e+00 5.05710381e-02    
       541 1.10528175e+01 1.03527108e+01 4.90149341e-01    
       542 5.12781747e+00 5.51994895e+00 1.53767098e-01    
       543 1.71278175e+01 1.66206763e+01 2.57192172e-01    
       544 1.06988175e+01 1.04324826e+01 7.09342629e-02    
       545 1.15568175e+01 1.11540925e+01 1.62187427e-01    
       546 4.45181747e+00 4.96307769e+00 2.61387016e-01    
       547 8.61681747e+00 8.98327539e+00 1.34291406e-01    
       548 3.85481747e+00 4.05555936e+00 4.02973081e-02    
       549 1.04288175e+01 1.03811463e+01 2.27254469e-03    
       550 1.01248175e+01 1.00584109e+01 4.40982826e-03    
       551 1.30518175e+01 1.32254928e+01 3.01631273e-02    
       552 5.68781747e+00 5.73879617e+00 2.59882782e-03    
       553 7.59981747e+00 7.49542987e+00 1.08967714e-02    
       554 5.42981747e+00 5.59158608e+00 2.61690825e-02    
       555 9.90181747e+00 1.00388695e+01 1.87832718e-02    
       556 3.51881747e+00 3.72063364e+00 4.07297656e-02    
       557 3.47081747e+00 3.60892330e+00 1.90732214e-02    
       558 1.11328175e+01 1.07161507e+01 1.73611221e-01    
       559 9.59481747e+00 8.11463864e+00 2.19092938e+00    
       560 8.00781747e+00 8.02615325e+00 3.36200905e-04    
       561 4.91081747e+00 4.77612412e+00 1.81422985e-02    
       562 9.92981747e+00 9.95420793e+00 5.94894589e-04    
       563 8.75381747e+00 9.07282511e+00 1.01765876e-01    
       564 1.11458175e+01 1.10329944e+01 1.27290545e-02    
       565 8.30881747e+00 8.90919650e+00 3.60454978e-01    
       566 1.23628175e+01 1.23878226e+01 6.25254503e-04    
       567 5.67481747e+00 5.72423194e+00 2.44179013e-03    
       568 1.35108175e+01 1.40078419e+01 2.47033300e-01    
       569 9.70381747e+00 1.02789568e+01 3.30785281e-01    
       570 1.09418175e+01 1.00401649e+01 8.12977356e-01    
       571 1.88548175e+01 1.87365985e+01 1.39757149e-02    
       572 6.52281747e+00 6.60541893e+00 6.82300064e-03    
       573 1.01978175e+01 1.07445812e+01 2.98950615e-01    
       574 5.62481747e+00 5.02740210e+00 3.56905128e-01    
       575 6.78981747e+00 6.92807921e+00 1.91163083e-02    
       576 6.65081747e+00 6.38642668e+00 6.99024915e-02    
       577 3.52881747e+00 3.25286272e+00 7.61510229e-02    
       578 1.13898175e+01 1.08189603e+01 3.25877903e-01    
       579 1.00378175e+01 1.00048312e+01 1.08809484e-03    
       580 1.78808175e+01 1.76320931e+01 6.18637887e-02    
       581 3.66881747e+00 4.10094631e+00 1.86735334e-01    
       582 5.33581747e+00 4.97862417e+00 1.27587056e-01    
       583 1.53248175e+01 1.49884469e+01 1.13145156e-01    
       584 1.66088175e+01 1.58473207e+01 5.79877282e-01    
       585 1.53988175e+01 1.49566931e+01 1.95473974e-01    
       586 5.10581747e+00 4.57394751e+00 2.82885652e-01    
       587 8.53281747e+00 7.57719173e+00 9.13220560e-01    
       588 4.89681747e+00 4.84514645e+00 2.66989469e-03    
       589 3.72781747e+00 3.67996998e+00 2.28938198e-03    
       590 7.77581747e+00 7.99345230e+00 4.73649213e-02    
       591 7.14981747e+00 6.56758310e+00 3.38996862e-01    
       592 4.03181747e+00 3.99768779e+00 1.16483513e-03    
       593 6.17681747e+00 6.74799499e+00 3.26243759e-01    
       594 5.63881747e+00 5.58159253e+00 3.27469383e-03    
       595 8.02981747e+00 8.10034740e+00 4.97447100e-03    
       596 9.68781747e+00 9.60837271e+00 6.31146996e-03    
       597 6.04481747e+00 6.12541460e+00 6.49589757e-03    
       598 1.28438175e+01 1.39660338e+01 1.25936941e+00    
       599 6.63181747e+00 6.41113746e+00 4.86996646e-02    
       600 7.02381747e+00 7.08091502e+00 3.26013036e-03    
       601 8.40881747e+00 8.33373221e+00 5.63779609e-03    
       602 5.10681747e+00 4.80741964e+00 8.96390602e-02    
       603 6.56681747e+00 6.30386344e+00 6.91448234e-02    
       604 1.03668175e+01 1.02346025e+01 1.74807922e-02    
       605 1.60728175e+01 1.62311553e+01 2.50708643e-02    
       606 9.55681747e+00 9.49839947e+00 3.41266253e-03    
       607 8.29881747e+00 8.07984601e+00 4.79485012e-02    
       608 7.31981747e+00 7.20292687e+00 1.36634116e-02    
       609 9.95181747e+00 9.95522614e+00 1.16190647e-05    
       610 1.38138175e+01 1.45982432e+01 6.15323791e-01    
       611 6.34881747e+00 6.29612918e+00 2.77605545e-03    
       612 8.05681747e+00 8.52137083e+00 2.15809821e-01    
       613 7.51181747e+00 7.99936489e+00 2.37702488e-01    
       614 1.03638175e+01 1.09531020e+01 3.47256222e-01    
       615 7.13081747e+00 7.00975283e+00 1.46566470e-02    
       616 7.99081747e+00 8.15456501e+00 2.68132552e-02    
       617 1.91158175e+01 1.81852299e+01 8.65993215e-01    
       618 1.71481747e+00 1.69773112e+00 2.91943400e-04    
       619 6.32881747e+00 6.51022702e+00 3.29094237e-02    
       620 8.56981747e+00 7.95857412e+00 3.73618436e-01    
       621 6.02181747e+00 5.65718084e+00 1.32959873e-01    
       622 8.67981747e+00 1.02476497e+01 2.45809796e+00    
       623 7.25581747e+00 7.00521765e+00 6.28002703e-02    
       624 7.85381747e+00 7.89436117e+00 1.64379127e-03    
       625 5.16581747e+00 5.03118676e+00 1.81254276e-02    
       626 5.11281747e+00 5.25947472e+00 2.15083504e-02    
       627 1.30918175e+01 1.32458784e+01 2.37347845e-02    
       628 9.66281747e+00 9.74936460e+00 7.49040538e-03    
       629 1.04658175e+01 1.04421503e+01 5.60137132e-04    
       630 9.32481747e+00 8.78902209e+00 2.87076689e-01    
       631 7.38281747e+00 8.23082888e+00 7.19123354e-01    
       632 1.28988175e+01 1.20231199e+01 7.66846172e-01    
       633 1.36278175e+01 1.41011896e+01 2.24081127e-01    
       634 3.38468175e+01 3.32683493e+01 3.34625406e-01    
       635 9.04481747e+00 9.51101895e+00 2.17343817e-01    
       636 6.41781747e+00 6.42663422e+00 7.77350441e-05    
       637 1.66518175e+01 1.67596943e+01 1.16374072e-02    
       638 4.75181747e+00 4.81108102e+00 3.51216777e-03    
       639 8.10981747e+00 7.67118338e+00 1.92399861e-01    
       640 6.31181747e+00 6.86749597e+00 3.08778595e-01    
       641 4.75181747e+00 4.56864941e+00 3.35505384e-02    
       642 8.79081747e+00 8.30442682e+00 2.36575869e-01    
       643 6.13181747e+00 5.67520634e+00 2.08493721e-01    
       644 7.52581747e+00 7.38422167e+00 2.00493714e-02    
       645 1.20118175e+01 1.21011895e+01 7.98735099e-03    
       646 5.70781747e+00 5.72091088e+00 1.71437316e-04    
       647 1.09668175e+01 1.02596756e+01 5.00049595e-01    
       648 1.04538175e+01 1.02299433e+01 5.01196314e-02    
       649 1.00738175e+01 1.05160828e+01 1.95598601e-01    
       650 1.10878175e+01 1.16778813e+01 3.48175266e-01    
       651 2.12468175e+01 2.18908358e+01 4.14759580e-01    
       652 6.29281747e+00 6.40927929e+00 1.35633558e-02    
       653 1.09448175e+01 1.08929091e+01 2.69447817e-03    
       654 5.54081747e+00 5.60020998e+00 3.52746982e-03    
       655 7.22281747e+00 8.05986526e+00 7.00649002e-01    
       656 8.45781747e+00 8.61078070e+00 2.33977497e-02    
       657 1.05808175e+01 1.08724530e+01 8.50512644e-02    
       658 2.87281747e+00 2.81428795e+00 3.42570475e-03    
       659 8.12481747e+00 7.78571227e+00 1.14992337e-01    
       660 7.78581747e+00 7.65562405e+00 1.69503275e-02    
       661 1.80248175e+01 1.77229993e+01 9.10941880e-02    
       662 1.27518175e+01 1.30104870e+01 6.69099264e-02    
       663 1.58048175e+01 1.55182173e+01 8.21396525e-02    
       664 4.24181747e+00 3.99579841e+00 6.05253800e-02    
       665 5.85481747e+00 6.24074957e+00 1.48943586e-01    
       666 5.91281747e+00 5.58922788e+00 1.04710224e-01    
       667 4.39881747e+00 4.65695727e+00 6.66361557e-02    
       668 2.28768175e+01 2.29482453e+01 5.10192989e-03    
       669 9.51581747e+00 9.98944765e+00 2.24325550e-01    
       670 6.53081747e+00 7.09798737e+00 3.21681696e-01    
       671 8.74581747e+00 8.76549240e+00 3.87102965e-04    
       672 3.69481747e+00 3.64790735e+00 2.20055912e-03    
       673 3.17381747e+00 3.30808526e+00 1.80278383e-02    
       674 8.45781747e+00 8.72707248e+00 7.24982593e-02    
       675 5.23681747e+00 5.01896252e+00 4.74607793e-02    
       676 1.04348175e+01 1.01450059e+01 8.39907383e-02    
       677 4.76581747e+00 4.73587369e+00 8.96630117e-04    
       678 1.03358175e+01 9.69314980e+00 4.13021728e-01    
       679 9.12181747e+00 9.76717716e+00 4.16489135e-01    
       680 1.72498175e+01 1.72162676e+01 1.12559274e-03    
       681 1.21998175e+01 1.23894997e+01 3.59793599e-02    
       682 5.13581747e+00 4.82395097e+00 9.72607145e-02    
       683 7.45981747e+00 7.33075015e+00 1.66583733e-02    
       684 4.67581747e+00 4.12212828e+00 3.06571724e-01    
       685 4.15081747e+00 4.23251118e+00 6.67386192e-03    
       686 4.05781747e+00 3.94093721e+00 1.36609942e-02    
       687 5.15281747e+00 4.84931083e+00 9.21162819e-02    
       688 1.03928175e+01 1.06359416e+01 5.91093260e-02    
       689 3.63681747e+00 3.44792483e+00 3.56804311e-02    
       690 5.37181747e+00 5.25579990e+00 1.34600760e-02    
       691 1.67558175e+01 1.84210387e+01 2.77296170e+00    
       692 1.21878175e+01 1.23397326e+01 2.30781968e-02    
       693 3.84381747e+00 3.88398709e+00 1.61359800e-03    
       694 5.49881747e+00 5.36381310e+00 1.82261786e-02    
       695 1.38878175e+01 1.30196090e+01 7.53785887e-01    
       696 1.99388175e+01 1.97085894e+01 5.30049818e-02    
       697 9.57181747e+00 9.09291669e+00 2.29345957e-01    
       698 1.17488175e+01 1.21566947e+01 1.66363852e-01    
       699 4.09281747e+00 4.02401419e+00 4.73389142e-03    
       700 5.07781747e+00 5.09695103e+00 3.66093028e-04    
       701 8.16481747e+00 7.85138805e+00 9.82380024e-02    
       702 7.90681747e+00 7.81614924e+00 8.22072790e-03    
       703 4.55281747e+00 4.67285305e+00 1.44085401e-02    
       704 6.08581747e+00 6.19282095e+00 1.14497449e-02    
       705 1.40308175e+01 1.40982121e+01 4.54203563e-03    
       706 6.82781747e+00 6.98765896e+00 2.55493027e-02    
       707 3.65481747e+00 3.90733061e+00 6.37628867e-02    
       708 3.61181747e+00 3.70997372e+00 9.63464972e-03    
       709 6.95181747e+00 7.55821215e+00 3.67714506e-01    
       710 4.78081747e+00 4.81399981e+00 1.10106799e-03    
       711 1.40158175e+01 1.38171444e+01 3.94709727e-02    
       712 1.27098175e+01 1.34681660e+01 5.75092521e-01    
       713 4.96981747e+00 5.20370254e+00 5.47022237e-02    
       714 9.32781747e+00 9.50839442e+00 3.26080357e-02    
       715 4.77781747e+00 5.37848267e+00 3.60798688e-01    
       716 1.16528175e+01 1.17824008e+01 1.67918330e-02    
       717 1.42078175e+01 1.37665781e+01 1.94692176e-01    
       718 1.52498175e+01 1.58583432e+01 3.70303544e-01    
       719 8.35781747e+00 8.60224285e+00 5.97437672e-02    
       720 9.39781747e+00 9.92202223e+00 2.74790625e-01    
       721 9.32081747e+00 9.36163632e+00 1.66617837e-03    
       722 4.85281747e+00 4.71564860e+00 1.88152976e-02    
       723 9.84581747e+00 9.94674906e+00 1.01871859e-02    
       724 2.49128175e+01 2.58053524e+01 7.96618523e-01    
       725 8.28181747e+00 8.23044082e+00 2.63955969e-03    
       726 5.98081747e+00 5.97456118e+00 3.91411173e-05    
       727 9.91381747e+00 1.02197802e+01 9.36132035e-02    
       728 1.04378175e+01 9.33145652e+00 1.22403456e+00    
       729 2.77781747e+00 2.78632770e+00 7.24239452e-05    
       730 1.11968175e+01 1.17847069e+01 3.45613926e-01    
       731 7.59681747e+00 8.23062044e+00 4.01706198e-01    
       732 7.75181747e+00 7.41569071e+00 1.12981201e-01    
       733 8.45581747e+00 8.67215594e+00 4.68023319e-02    
       734 1.32118175e+01 1.26184876e+01 3.52040277e-01    
       735 7.00781747e+00 6.58226697e+00 1.81093228e-01    
       736 6.57681747e+00 5.92665854e+00 4.22706631e-01    
       737 1.12788175e+01 1.19578474e+01 4.61081635e-01    
       738 8.99681747e+00 8.97795225e+00 3.55896418e-04    
       739 9.03281747e+00 8.88517396e+00 2.17986058e-02    
       740 4.17781747e+00 4.17524544e+00 6.61535891e-06    
       741 3.99481747e+00 3.88853828e+00 1.12952666e-02    
       742 6.47681747e+00 6.61564032e+00 1.92717839e-02    
       743 1.52578175e+01 1.64632211e+01 1.45299793e+00    
       744 4.57081747e+00 5.18118694e+00 3.72550890e-01    
       745 3.31281747e+00 3.11585887e+00 3.87926917e-02    
       746 1.05818175e+01 1.02602701e+01 1.03392742e-01    
       747 4.38181747e+00 4.47260438e+00 8.24226380e-03    
       748 1.79258175e+01 1.67102628e+01 1.47757312e+00    
       749 8.44881747e+00 8.44264530e+00 3.80957306e-05    
       750 7.67581747e+00 7.77094889e+00 9.04998655e-03    
       751 3.75588175e+01 3.77095514e+01 2.27207036e-02    
       752 1.92018175e+01 1.80382155e+01 1.35396956e+00    
       753 1.17238175e+01 1.11604765e+01 3.17353079e-01    
       754 3.13918175e+01 3.16419485e+01 6.25655472e-02    
       755 1.27738175e+01 1.20549893e+01 5.16713995e-01    
       756 3.02528175e+01 2.98478290e+01 1.64015636e-01    
       757 1.72968175e+01 1.68679803e+01 1.83901300e-01    
       758 1.07908175e+01 1.08284183e+01 1.41382616e-03    
       759 2.12388175e+01 2.12204746e+01 3.36461332e-04    
       760 2.94498175e+01 2.89218293e+01 2.78771506e-01    
       761 1.82458175e+01 1.74950071e+01 5.63716167e-01    
       762 1.02628175e+01 1.01648439e+01 9.59882842e-03    
       763 2.55038175e+01 2.60018286e+01 2.48015074e-01    
       764 1.74968175e+01 1.68199849e+01 4.58102288e-01    
       765 2.41978175e+01 2.48307594e+01 4.00615549e-01    
       766 1.12578175e+01 1.17505389e+01 2.42774451e-01    
       767 3.55328175e+01 3.61840542e+01 4.24109304e-01    
       768 2.44618175e+01 2.23371202e+01 4.51433843e+00    
       769 8.16148175e+01 8.27343919e+01 1.25344693e+00    
       770 1.30978175e+01 1.44255908e+01 1.76298206e+00    
       771 2.34648175e+01 2.31118610e+01 1.24578275e-01    
       772 1.01398175e+01 1.05884236e+01 2.01247453e-01    
       773 1.48928175e+01 1.47352597e+01 2.48244544e-02    
       774 1.37498175e+01 1.34673785e+01 7.97717864e-02    
       775 1.46328175e+01 1.36259737e+01 1.01373442e+00    
       776 1.66218175e+01 1.63105126e+01 9.69107343e-02    
       777 1.00488175e+01 1.04289826e+01 1.44525508e-01    
       778 1.98728175e+01 1.83737202e+01 2.24729276e+00    
       779 1.89118175e+01 1.97619314e+01 7.22693714e-01    
       780 1.97068175e+01 1.98638359e+01 2.46547971e-02    
       781 4.06958175e+01 4.09679472e+01 7.40545735e-02    
       782 1.20248175e+01 1.24076483e+01 1.46559454e-01    
       783 2.27798175e+01 2.21838368e+01 3.55192957e-01    
       784 1.22378175e+01 1.27715911e+01 2.84914258e-01    
       785 2.39768175e+01 2.21073503e+01 3.49490734e+00    
       786 1.07248175e+01 1.04582431e+01 7.10619196e-02    
       787 3.96738175e+01 3.85186850e+01 1.33433105e+00    
       788 1.85038175e+01 1.84852385e+01 3.45178454e-04    
       789 1.07828175e+01 1.02550837e+01 2.78502936e-01    
       790 8.85481747e+00 8.26766556e+00 3.44747365e-01    
       791 1.55918175e+01 1.57361574e+01 2.08340176e-02    
       792 4.26481747e+00 4.32540943e+00 3.67138610e-03    
       793 1.32208175e+01 1.28252851e+01 1.56445892e-01    
       794 3.23888175e+01 3.24889872e+01 1.00339656e-02    
       795 1.78808175e+01 1.78151540e+01 4.31169257e-03    
       796 1.14778175e+01 1.13594483e+01 1.40112532e-02    
       797 1.34828175e+01 1.41819235e+01 4.88749197e-01    
       798 3.55258175e+01 3.60206457e+01 2.44855012e-01    
       799 1.63568175e+01 1.58117384e+01 2.97111153e-01    
       800 2.08398175e+01 2.17766853e+01 8.77721389e-01    
       801 6.08058175e+01 6.05040499e+01 9.10636795e-02    
       802 2.17888175e+01 2.25201334e+01 5.34823005e-01    
       803 1.47808175e+01 1.45497659e+01 5.33848509e-02    
       804 1.20728175e+01 1.28584835e+01 6.17271075e-01    
       805 1.58318175e+01 1.57971216e+01 1.20380375e-03    
       806 2.80118175e+01 2.84630648e+01 2.03624148e-01    
       807 1.04308175e+01 9.72593118e+00 4.96864675e-01    
       808 2.03918175e+01 2.07086949e+01 1.00411317e-01    
       809 1.46738175e+01 1.40553958e+01 3.82445381e-01    
       810 1.40448175e+01 1.37745128e+01 7.30646091e-02    
       811 1.71248175e+01 1.80503054e+01 8.56527888e-01    
       812 9.93381747e+00 1.03301414e+01 1.57072653e-01    
       813 2.53598175e+01 2.64482178e+01 1.18461531e+00    
       814 1.81668175e+01 1.79772433e+01 3.59383599e-02    
       815 1.36058175e+01 1.26802248e+01 8.56721770e-01    
       816 1.19378175e+01 1.26997877e+01 5.80598595e-01    
       817 3.58948175e+01 3.71383158e+01 1.54628822e+00    
       818 1.65248175e+01 1.60365220e+01 2.38432489e-01    
       819 1.39108175e+01 1.50331664e+01 1.25966713e+00    
       820 2.31468175e+01 2.36629532e+01 2.66396076e-01    
       821 1.71918175e+01 1.58138733e+01 1.89873018e+00    
       822 2.27598175e+01 2.37720199e+01 1.02455374e+00    
       823 8.96181747e+00 8.52221505e+00 1.93250288e-01    
       824 1.23148175e+01 1.23469055e+01 1.02963862e-03    
       825 2.31598175e+01 2.36845028e+01 2.75294740e-01    
       826 3.42418175e+01 3.46536781e+01 1.69629143e-01    
       827 1.53448175e+01 1.53724181e+01 7.61796712e-04    
       828 4.33978175e+01 4.33416044e+01 3.15991277e-03    
       829 2.79748175e+01 2.73354075e+01 4.08845134e-01    
       830 1.13698175e+01 1.18268537e+01 2.08882101e-01    
       831 2.44288175e+01 2.47278740e+01 8.94348074e-02    
       832 3.45538175e+01 3.55852956e+01 1.06394716e+00    
       833 2.02038175e+01 1.96482428e+01 3.08663171e-01    
       834 1.12148175e+01 1.12093996e+01 2.93534540e-05    
       835 1.05698175e+01 1.01932363e+01 1.41813380e-01    
       836 1.38778175e+01 1.35209134e+01 1.27380481e-01    
       837 1.00268175e+01 1.02918930e+01 7.02650536e-02    
       838 1.86508175e+01 1.76110288e+01 1.08116040e+00    
       839 2.98798175e+01 3.09941478e+01 1.24173216e+00    
       840 8.83481747e+00 8.86240529e+00 7.61087827e-04    
       841 9.79188175e+01 9.98618104e+01 3.77522163e+00    
       842 1.82688175e+01 1.86958996e+01 1.82399153e-01    
       843 1.55278175e+01 1.49487147e+01 3.35360022e-01    
       844 1.18488175e+01 1.17676144e+01 6.59393471e-03    
       845 1.10798175e+01 1.11943378e+01 1.31149147e-02    
       846 2.25918175e+01 2.12391346e+01 1.82975101e+00    
       847 9.30981747e+00 9.75805378e+00 2.00915793e-01    
       848 1.80958175e+01 1.72449193e+01 7.24027649e-01    
       849 8.68981747e+00 8.82964213e+00 1.95509368e-02    
       850 1.90848175e+01 1.89681861e+01 1.36028742e-02    
       851 1.43568175e+01 1.42716836e+01 7.24777326e-03    
       852 7.17881747e+00 7.46068469e+00 7.94491271e-02    
       853 1.51798175e+01 1.48772297e+01 9.15593676e-02    
       854 3.15678175e+01 3.06293710e+01 8.80681712e-01    
       855 1.34348175e+01 1.31349411e+01 8.99258645e-02    
       856 2.68558175e+01 2.55108604e+01 1.80890945e+00    
       857 1.22548175e+01 1.21599751e+01 8.99507319e-03    
       858 1.60558175e+01 1.60432639e+01 1.57592650e-04    
       859 8.39981747e+00 8.92832473e+00 2.79319920e-01    
       860 1.01668175e+01 1.10685656e+01 8.13149694e-01    
       861 1.54118175e+01 1.52256001e+01 3.46768938e-02    
       862 1.74978175e+01 1.78141328e+01 1.00055409e-01    
       863 1.50678175e+01 1.45144617e+01 3.06202587e-01    
       864 1.57508175e+01 1.74311227e+01 2.82342550e+00    
       865 9.77081747e+00 1.02867372e+01 2.66173132e-01    
       866 8.79481747e+00 9.08263186e+00 8.28371230e-02    
       867 3.83178175e+01 3.93765101e+01 1.12082999e+00    
       868 1.84968175e+01 2.04582362e+01 3.84716342e+00    
       869 1.47348175e+01 1.51016880e+01 1.34593963e-01    
       870 6.39881747e+00 5.85442650e+00 2.96361526e-01    
       871 9.16281747e+00 9.00509395e+00 2.48767089e-02    
       872 2.80638175e+01 2.78429612e+01 4.87774837e-02    
       873 1.66688175e+01 1.65012888e+01 2.80658452e-02    
       874 1.05898175e+01 1.04939285e+01 9.19470162e-03    
       875 1.02248175e+01 1.10693995e+01 7.13318805e-01    
       876 2.33708175e+01 2.20429347e+01 1.76327256e+00    
       877 1.42958175e+01 1.47132539e+01 1.74253180e-01    
       878 9.99881747e+00 1.01495673e+01 2.27254979e-02    
       879 9.22581747e+00 9.52771893e+00 9.11444886e-02    
       880 1.03918175e+01 1.03221727e+01 4.85038976e-03    
       881 2.71738175e+01 2.67579204e+01 1.72970346e-01    
       882 2.53158175e+01 2.59824772e+01 4.44435231e-01    
       883 1.32538175e+01 1.24731534e+01 6.09436371e-01    
       884 2.36408175e+01 2.25160778e+01 1.26503921e+00    
       885 2.25298175e+01 2.13363389e+01 1.42439108e+00    
       886 1.51828175e+01 1.48961956e+01 8.21521185e-02    
       887 4.54578175e+01 4.72234487e+01 3.11745356e+00    
       888 1.24438175e+01 1.22493074e+01 3.78341726e-02    
       889 8.88981747e+00 8.53348998e+00 1.26969278e-01    
       890 1.37468175e+01 1.43882237e+01 4.11401908e-01    
       891 1.16070817e+02 1.16297096e+02 5.12020903e-02    
       892 1.35828175e+01 1.33870114e+01 3.83400099e-02    
       893 1.73068175e+01 1.58790307e+01 2.03857512e+00    
       894 1.31398175e+01 1.27065178e+01 1.87748591e-01    
       895 9.54781747e+00 9.98191361e+00 1.88439463e-01    
       896 2.11528175e+01 2.12018461e+01 2.40380593e-03    
       897 1.65468175e+01 1.47596852e+01 3.19384180e+00    
       898 6.49568175e+01 6.48976707e+01 3.49834056e-03    
